state,counts_lpn,updated_date,scrape_date
ALABAMA,17642,2022-10-06,2022-10-06
ALASKA,840,2022-10-06,2022-10-06
AMERICAN SAMOA,132,2022-10-06,2022-10-06
ARIZONA,10829,2022-10-06,2022-10-06
ARKANSAS,14034,2022-10-06,2022-10-06
CALIFORNIA-RN (Non-Participating),NA,2022-10-06,2022-10-06
CALIFORNIA-VN,107078,2022-10-06,2022-10-06
COLORADO,8484,2022-10-06,2022-10-06
CONNECTICUT,14187,2022-10-06,2022-10-06
DELAWARE,2864,2022-10-06,2022-10-06
DISTRICT OF COLUMBIA,2281,2022-10-06,2022-10-06
FLORIDA,65491,2022-10-06,2022-10-06
GEORGIA,30306,2022-10-06,2022-10-06
GUAM,221,2022-10-06,2022-10-06
HAWAII,1929,2022-10-06,2022-10-06
IDAHO,3208,2022-10-06,2022-10-06
ILLINOIS,26783,2022-10-06,2022-10-06
INDIANA,23755,2022-10-06,2022-10-06
IOWA,10054,2022-10-06,2022-10-06
KANSAS,9532,2022-10-06,2022-10-06
KENTUCKY,13478,2022-10-06,2022-10-06
LOUISIANA-PN,21641,2022-10-06,2022-10-06
LOUISIANA-RN (Non-Participating),NA,2022-10-06,2022-10-06
MAINE,1847,2022-10-06,2022-10-06
MARYLAND,11181,2022-10-06,2022-10-06
MASSACHUSETTS,20920,2022-10-06,2022-10-06
MICHIGAN (Non-Participating),NA,2022-10-06,2022-10-06
MINNESOTA,18934,2022-10-06,2022-10-06
MISSISSIPPI,13489,2022-10-06,2022-10-06
MISSOURI,22645,2022-10-06,2022-10-06
MONTANA,2386,2022-10-06,2022-10-06
NEBRASKA,5575,2022-10-06,2022-10-06
NEVADA,4643,2022-10-06,2022-10-06
NEW HAMPSHIRE,3118,2022-10-06,2022-10-06
NEW JERSEY,23384,2022-10-06,2022-10-06
NEW MEXICO,2423,2022-10-06,2022-10-06
NEW YORK,70162,2022-10-06,2022-10-06
NORTH CAROLINA,22978,2022-10-06,2022-10-06
NORTH DAKOTA,3297,2022-10-06,2022-10-06
NORTHERN MARIANA ISLANDS,54,2022-10-06,2022-10-06
OHIO,55577,2022-10-06,2022-10-06
OKLAHOMA,16566,2022-10-06,2022-10-06
OREGON,6156,2022-10-06,2022-10-06
PENNSYLVANIA,47950,2022-10-06,2022-10-06
RHODE ISLAND,2670,2022-10-06,2022-10-06
SOUTH CAROLINA,12001,2022-10-06,2022-10-06
SOUTH DAKOTA,2715,2022-10-06,2022-10-06
TENNESSEE,29917,2022-10-06,2022-10-06
TEXAS,104143,2022-10-06,2022-10-06
UTAH,2587,2022-10-06,2022-10-06
VERMONT,1828,2022-10-06,2022-10-06
VIRGIN ISLANDS,112,2022-10-06,2022-10-06
VIRGINIA,26674,2022-10-06,2022-10-06
WASHINGTON,11109,2022-10-06,2022-10-06
WEST VIRGINIA-PN,7787,2022-10-06,2022-10-06
WEST VIRGINIA-RN (Non-Participating),NA,2022-10-06,2022-10-06
WISCONSIN,15938,2022-10-06,2022-10-06
WYOMING,994,2022-10-06,2022-10-06
TOTALS,956529,2022-10-06,2022-10-06
