state,counts_all,updated_date,scrape_date
ALABAMA,114033,2022-07-09,2022-07-10
ALASKA,20702,2022-07-09,2022-07-10
AMERICAN SAMOA,299,2022-07-09,2022-07-10
ARIZONA,118689,2022-07-09,2022-07-10
ARKANSAS,59873,2022-07-09,2022-07-10
CALIFORNIA,585091,2022-07-09,2022-07-10
COLORADO,93399,2022-07-09,2022-07-10
CONNECTICUT,100240,2022-07-09,2022-07-10
DELAWARE,23125,2022-07-09,2022-07-10
DISTRICT OF COLUMBIA,34719,2022-07-09,2022-07-10
FLORIDA,421130,2022-07-09,2022-07-10
GEORGIA,169021,2022-07-09,2022-07-10
GUAM,1788,2022-07-09,2022-07-10
HAWAII,32232,2022-07-09,2022-07-10
IDAHO,31184,2022-07-09,2022-07-10
ILLINOIS,252722,2022-07-09,2022-07-10
INDIANA,148261,2022-07-09,2022-07-10
IOWA,69580,2022-07-09,2022-07-10
KANSAS,63262,2022-07-09,2022-07-10
KENTUCKY,88785,2022-07-09,2022-07-10
LOUISIANA,86287,2022-07-09,2022-07-10
MAINE,30591,2022-07-09,2022-07-10
MARYLAND,99805,2022-07-09,2022-07-10
MASSACHUSETTS,181513,2022-07-09,2022-07-10
MICHIGAN (Non-Participating),NA,2022-07-09,2022-07-10
MINNESOTA,141891,2022-07-09,2022-07-10
MISSISSIPPI,65259,2022-07-09,2022-07-10
MISSOURI,142145,2022-07-09,2022-07-10
MONTANA,23069,2022-07-09,2022-07-10
NEBRASKA,37880,2022-07-09,2022-07-10
NEVADA,59892,2022-07-09,2022-07-10
NEW HAMPSHIRE,29428,2022-07-09,2022-07-10
NEW JERSEY,159661,2022-07-09,2022-07-10
NEW MEXICO,33285,2022-07-09,2022-07-10
NEW YORK,437360,2022-07-09,2022-07-10
NORTH CAROLINA,175345,2022-07-09,2022-07-10
NORTH DAKOTA,20033,2022-07-09,2022-07-10
NORTHERN MARIANA ISLANDS,3698,2022-07-09,2022-07-10
OHIO,287516,2022-07-09,2022-07-10
OKLAHOMA,67421,2022-07-09,2022-07-10
OREGON,83876,2022-07-09,2022-07-10
PENNSYLVANIA,288914,2022-07-09,2022-07-10
RHODE ISLAND,29992,2022-07-09,2022-07-10
SOUTH CAROLINA,88054,2022-07-09,2022-07-10
SOUTH DAKOTA,22336,2022-07-09,2022-07-10
TENNESSEE,141383,2022-07-09,2022-07-10
TEXAS,479381,2022-07-09,2022-07-10
UTAH,45004,2022-07-09,2022-07-10
VERMONT,23237,2022-07-09,2022-07-10
VIRGIN ISLANDS,1666,2022-07-09,2022-07-10
VIRGINIA,140545,2022-07-09,2022-07-10
WASHINGTON,134726,2022-07-09,2022-07-10
WEST VIRGINIA,42434,2022-07-09,2022-07-10
WISCONSIN,130792,2022-07-09,2022-07-10
WYOMING,10327,2022-07-09,2022-07-10
