state,counts_all,updated_date,scrape_date
ALABAMA,101902,2024-08-14,2024-08-14
ALASKA,23920,2024-08-14,2024-08-14
AMERICAN SAMOA,310,2024-08-14,2024-08-14
ARIZONA,123151,2024-08-14,2024-08-14
ARKANSAS,61806,2024-08-14,2024-08-14
CALIFORNIA,635462,2024-08-14,2024-08-14
COLORADO,100013,2024-08-14,2024-08-14
CONNECTICUT,94582,2024-08-14,2024-08-14
DELAWARE,24044,2024-08-14,2024-08-14
DISTRICT OF COLUMBIA,50663,2024-08-14,2024-08-14
FLORIDA,447602,2024-08-14,2024-08-14
GEORGIA,173895,2024-08-14,2024-08-14
GUAM,1334,2024-08-14,2024-08-14
HAWAII,38216,2024-08-14,2024-08-14
IDAHO,32442,2024-08-14,2024-08-14
ILLINOIS,274178,2024-08-14,2024-08-14
INDIANA,152560,2024-08-14,2024-08-14
IOWA,67621,2024-08-14,2024-08-14
KANSAS,62851,2024-08-14,2024-08-14
KENTUCKY,90890,2024-08-14,2024-08-14
LOUISIANA,88571,2024-08-14,2024-08-14
MAINE,30668,2024-08-14,2024-08-14
MARYLAND,101072,2024-08-14,2024-08-14
MASSACHUSETTS,183905,2024-08-14,2024-08-14
MICHIGAN,197971,2024-08-14,2024-08-14
MINNESOTA,153011,2024-08-14,2024-08-14
MISSISSIPPI,68112,2024-08-14,2024-08-14
MISSOURI,145409,2024-08-14,2024-08-14
MONTANA,26444,2024-08-14,2024-08-14
NEBRASKA,39543,2024-08-14,2024-08-14
NEVADA,65029,2024-08-14,2024-08-14
NEW HAMPSHIRE,30386,2024-08-14,2024-08-14
NEW JERSEY,168939,2024-08-14,2024-08-14
NEW MEXICO,36293,2024-08-14,2024-08-14
NEW YORK,547370,2024-08-14,2024-08-14
NORTH CAROLINA,184892,2024-08-14,2024-08-14
NORTH DAKOTA,20603,2024-08-14,2024-08-14
NORTHERN MARIANA ISLANDS,4757,2024-08-14,2024-08-14
OHIO,286867,2024-08-14,2024-08-14
OKLAHOMA,70415,2024-08-14,2024-08-14
OREGON,92487,2024-08-14,2024-08-14
PENNSYLVANIA,291247,2024-08-14,2024-08-14
RHODE ISLAND,27788,2024-08-14,2024-08-14
SOUTH CAROLINA,94077,2024-08-14,2024-08-14
SOUTH DAKOTA,22681,2024-08-14,2024-08-14
TENNESSEE,146052,2024-08-14,2024-08-14
TEXAS,515157,2024-08-14,2024-08-14
UTAH,49267,2024-08-14,2024-08-14
VERMONT,14296,2024-08-14,2024-08-14
VIRGIN ISLANDS,1320,2024-08-14,2024-08-14
VIRGINIA,146817,2024-08-14,2024-08-14
WASHINGTON,120243,2024-08-14,2024-08-14
WEST VIRGINIA,45386,2024-08-14,2024-08-14
WISCONSIN,123926,2024-08-14,2024-08-14
WYOMING,10394,2024-08-14,2024-08-14
