state,counts_rn,updated_date,scrape_date
ALABAMA,87226,2024-12-28,2024-12-28
ALASKA,18359,2024-12-28,2024-12-28
AMERICAN SAMOA,62,2024-12-28,2024-12-28
ARIZONA,114725,2024-12-28,2024-12-28
ARKANSAS,47982,2024-12-28,2024-12-28
CALIFORNIA-RN,549136,2024-12-28,2024-12-28
CALIFORNIA-VN (Non-Participating),NA,2024-12-28,2024-12-28
COLORADO,87803,2024-12-28,2024-12-28
CONNECTICUT,82557,2024-12-28,2024-12-28
DELAWARE,21597,2024-12-28,2024-12-28
DISTRICT OF COLUMBIA,41864,2024-12-28,2024-12-28
FLORIDA,381420,2024-12-28,2024-12-28
GEORGIA,146834,2024-12-28,2024-12-28
GUAM,1242,2024-12-28,2024-12-28
HAWAII,38582,2024-12-28,2024-12-28
IDAHO,29778,2024-12-28,2024-12-28
ILLINOIS,255792,2024-12-28,2024-12-28
INDIANA,131842,2024-12-28,2024-12-28
IOWA,58226,2024-12-28,2024-12-28
KANSAS,53141,2024-12-28,2024-12-28
KENTUCKY,75851,2024-12-28,2024-12-28
LOUISIANA-PN (Non-Participating),NA,2024-12-28,2024-12-28
LOUISIANA-RN,67021,2024-12-28,2024-12-28
MAINE,28870,2024-12-28,2024-12-28
MARYLAND,89590,2024-12-28,2024-12-28
MASSACHUSETTS,157426,2024-12-28,2024-12-28
MICHIGAN,175158,2024-12-28,2024-12-28
MINNESOTA,134321,2024-12-28,2024-12-28
MISSISSIPPI,54730,2024-12-28,2024-12-28
MISSOURI,124527,2024-12-28,2024-12-28
MONTANA,25353,2024-12-28,2024-12-28
NEBRASKA,31112,2024-12-28,2024-12-28
NEVADA,60306,2024-12-28,2024-12-28
NEW HAMPSHIRE,27373,2024-12-28,2024-12-28
NEW JERSEY,149156,2024-12-28,2024-12-28
NEW MEXICO,34114,2024-12-28,2024-12-28
NEW YORK,487350,2024-12-28,2024-12-28
NORTH CAROLINA,162029,2024-12-28,2024-12-28
NORTH DAKOTA,17960,2024-12-28,2024-12-28
NORTHERN MARIANA ISLANDS,4598,2024-12-28,2024-12-28
OHIO,233930,2024-12-28,2024-12-28
OKLAHOMA,52891,2024-12-28,2024-12-28
OREGON,86534,2024-12-28,2024-12-28
PENNSYLVANIA,237858,2024-12-28,2024-12-28
RHODE ISLAND,25716,2024-12-28,2024-12-28
SOUTH CAROLINA,84091,2024-12-28,2024-12-28
SOUTH DAKOTA,19963,2024-12-28,2024-12-28
TENNESSEE,116559,2024-12-28,2024-12-28
TEXAS,415677,2024-12-28,2024-12-28
UTAH,47677,2024-12-28,2024-12-28
VERMONT,13158,2024-12-28,2024-12-28
VIRGIN ISLANDS,1313,2024-12-28,2024-12-28
VIRGINIA,121146,2024-12-28,2024-12-28
WASHINGTON,108023,2024-12-28,2024-12-28
WEST VIRGINIA-PN (Non-Participating),NA,2024-12-28,2024-12-28
WEST VIRGINIA-RN,33572,2024-12-28,2024-12-28
WISCONSIN,114548,2024-12-28,2024-12-28
WYOMING,9621,2024-12-28,2024-12-28
TOTALS,5777290,2024-12-28,2024-12-28
