state,counts_lpn,updated_date,scrape_date
ALABAMA,16820,2022-02-26,2022-02-27
ALASKA,778,2022-02-26,2022-02-27
AMERICAN SAMOA,132,2022-02-26,2022-02-27
ARIZONA,10960,2022-02-26,2022-02-27
ARKANSAS,14178,2022-02-26,2022-02-27
CALIFORNIA-RN (Non-Participating),NA,2022-02-26,2022-02-27
CALIFORNIA-VN,105987,2022-02-26,2022-02-27
COLORADO,8087,2022-02-26,2022-02-27
CONNECTICUT,13917,2022-02-26,2022-02-27
DELAWARE,3187,2022-02-26,2022-02-27
DISTRICT OF COLUMBIA,2186,2022-02-26,2022-02-27
FLORIDA,62223,2022-02-26,2022-02-27
GEORGIA,30072,2022-02-26,2022-02-27
GUAM,214,2022-02-26,2022-02-27
HAWAII,1717,2022-02-26,2022-02-27
IDAHO,3547,2022-02-26,2022-02-27
ILLINOIS,25849,2022-02-26,2022-02-27
INDIANA,23184,2022-02-26,2022-02-27
IOWA,10049,2022-02-26,2022-02-27
KANSAS,9591,2022-02-26,2022-02-27
KENTUCKY,12923,2022-02-26,2022-02-27
LOUISIANA-PN,20883,2022-02-26,2022-02-27
LOUISIANA-RN (Non-Participating),NA,2022-02-26,2022-02-27
MAINE,1907,2022-02-26,2022-02-27
MARYLAND,11364,2022-02-26,2022-02-27
MASSACHUSETTS,20099,2022-02-26,2022-02-27
MICHIGAN (Non-Participating),NA,2022-02-26,2022-02-27
MINNESOTA,19510,2022-02-26,2022-02-27
MISSISSIPPI,12812,2022-02-26,2022-02-27
MISSOURI,24756,2022-02-26,2022-02-27
MONTANA,2299,2022-02-26,2022-02-27
NEBRASKA,5286,2022-02-26,2022-02-27
NEVADA,4420,2022-02-26,2022-02-27
NEW HAMPSHIRE,3109,2022-02-26,2022-02-27
NEW JERSEY,24073,2022-02-26,2022-02-27
NEW MEXICO,2463,2022-02-26,2022-02-27
NEW YORK,68382,2022-02-26,2022-02-27
NORTH CAROLINA,22755,2022-02-26,2022-02-27
NORTH DAKOTA,3069,2022-02-26,2022-02-27
NORTHERN MARIANA ISLANDS,47,2022-02-26,2022-02-27
OHIO,54293,2022-02-26,2022-02-27
OKLAHOMA,15580,2022-02-26,2022-02-27
OREGON,6022,2022-02-26,2022-02-27
PENNSYLVANIA,53150,2022-02-26,2022-02-27
RHODE ISLAND,2643,2022-02-26,2022-02-27
SOUTH CAROLINA,12426,2022-02-26,2022-02-27
SOUTH DAKOTA,2704,2022-02-26,2022-02-27
TENNESSEE,30007,2022-02-26,2022-02-27
TEXAS,105541,2022-02-26,2022-02-27
UTAH,2448,2022-02-26,2022-02-27
VERMONT,1541,2022-02-26,2022-02-27
VIRGIN ISLANDS,92,2022-02-26,2022-02-27
VIRGINIA,26925,2022-02-26,2022-02-27
WASHINGTON,11050,2022-02-26,2022-02-27
WEST VIRGINIA-PN,8093,2022-02-26,2022-02-27
WEST VIRGINIA-RN (Non-Participating),NA,2022-02-26,2022-02-27
WISCONSIN,15248,2022-02-26,2022-02-27
WYOMING,892,2022-02-26,2022-02-27
TOTALS,951490,2022-02-26,2022-02-27
