state,counts_rn,updated_date,scrape_date
ALABAMA,87650,2025-01-20,2025-01-20
ALASKA,18598,2025-01-20,2025-01-20
AMERICAN SAMOA,65,2025-01-20,2025-01-20
ARIZONA,115118,2025-01-20,2025-01-20
ARKANSAS,48148,2025-01-20,2025-01-20
CALIFORNIA-RN,551213,2025-01-20,2025-01-20
CALIFORNIA-VN (Non-Participating),NA,2025-01-20,2025-01-20
COLORADO,88066,2025-01-20,2025-01-20
CONNECTICUT,82365,2025-01-20,2025-01-20
DELAWARE,21721,2025-01-20,2025-01-20
DISTRICT OF COLUMBIA,42198,2025-01-20,2025-01-20
FLORIDA,382085,2025-01-20,2025-01-20
GEORGIA,147247,2025-01-20,2025-01-20
GUAM,1252,2025-01-20,2025-01-20
HAWAII,38939,2025-01-20,2025-01-20
IDAHO,30031,2025-01-20,2025-01-20
ILLINOIS,256935,2025-01-20,2025-01-20
INDIANA,132399,2025-01-20,2025-01-20
IOWA,58012,2025-01-20,2025-01-20
KANSAS,53110,2025-01-20,2025-01-20
KENTUCKY,76237,2025-01-20,2025-01-20
LOUISIANA-PN (Non-Participating),NA,2025-01-20,2025-01-20
LOUISIANA-RN,67234,2025-01-20,2025-01-20
MAINE,28854,2025-01-20,2025-01-20
MARYLAND,89503,2025-01-20,2025-01-20
MASSACHUSETTS,157939,2025-01-20,2025-01-20
MICHIGAN,175670,2025-01-20,2025-01-20
MINNESOTA,134043,2025-01-20,2025-01-20
MISSISSIPPI,51212,2025-01-20,2025-01-20
MISSOURI,124571,2025-01-20,2025-01-20
MONTANA,25508,2025-01-20,2025-01-20
NEBRASKA,31229,2025-01-20,2025-01-20
NEVADA,60291,2025-01-20,2025-01-20
NEW HAMPSHIRE,27455,2025-01-20,2025-01-20
NEW JERSEY,149582,2025-01-20,2025-01-20
NEW MEXICO,34089,2025-01-20,2025-01-20
NEW YORK,489704,2025-01-20,2025-01-20
NORTH CAROLINA,162166,2025-01-20,2025-01-20
NORTH DAKOTA,16777,2025-01-20,2025-01-20
NORTHERN MARIANA ISLANDS,4511,2025-01-20,2025-01-20
OHIO,234763,2025-01-20,2025-01-20
OKLAHOMA,52829,2025-01-20,2025-01-20
OREGON,86994,2025-01-20,2025-01-20
PENNSYLVANIA,238626,2025-01-20,2025-01-20
RHODE ISLAND,25760,2025-01-20,2025-01-20
SOUTH CAROLINA,84555,2025-01-20,2025-01-20
SOUTH DAKOTA,20010,2025-01-20,2025-01-20
TENNESSEE,116436,2025-01-20,2025-01-20
TEXAS,416347,2025-01-20,2025-01-20
UTAH,47719,2025-01-20,2025-01-20
VERMONT,13195,2025-01-20,2025-01-20
VIRGIN ISLANDS,1331,2025-01-20,2025-01-20
VIRGINIA,120931,2025-01-20,2025-01-20
WASHINGTON,108228,2025-01-20,2025-01-20
WEST VIRGINIA-PN (Non-Participating),NA,2025-01-20,2025-01-20
WEST VIRGINIA-RN,33712,2025-01-20,2025-01-20
WISCONSIN,114991,2025-01-20,2025-01-20
WYOMING,8189,2025-01-20,2025-01-20
TOTALS,5786343,2025-01-20,2025-01-20
