state,counts_lpn,updated_date,scrape_date
ALABAMA,17154,2022-06-21,2022-06-21
ALASKA,801,2022-06-21,2022-06-21
AMERICAN SAMOA,132,2022-06-21,2022-06-21
ARIZONA,11231,2022-06-21,2022-06-21
ARKANSAS,14123,2022-06-21,2022-06-21
CALIFORNIA-RN (Non-Participating),NA,2022-06-21,2022-06-21
CALIFORNIA-VN,106679,2022-06-21,2022-06-21
COLORADO,8241,2022-06-21,2022-06-21
CONNECTICUT,14118,2022-06-21,2022-06-21
DELAWARE,2736,2022-06-21,2022-06-21
DISTRICT OF COLUMBIA,2211,2022-06-21,2022-06-21
FLORIDA,63774,2022-06-21,2022-06-21
GEORGIA,30311,2022-06-21,2022-06-21
GUAM,218,2022-06-21,2022-06-21
HAWAII,1840,2022-06-21,2022-06-21
IDAHO,3585,2022-06-21,2022-06-21
ILLINOIS,26257,2022-06-21,2022-06-21
INDIANA,23388,2022-06-21,2022-06-21
IOWA,9921,2022-06-21,2022-06-21
KANSAS,9567,2022-06-21,2022-06-21
KENTUCKY,13177,2022-06-21,2022-06-21
LOUISIANA-PN,21403,2022-06-21,2022-06-21
LOUISIANA-RN (Non-Participating),NA,2022-06-21,2022-06-21
MAINE,1885,2022-06-21,2022-06-21
MARYLAND,11306,2022-06-21,2022-06-21
MASSACHUSETTS,20373,2022-06-21,2022-06-21
MICHIGAN (Non-Participating),NA,2022-06-21,2022-06-21
MINNESOTA,19209,2022-06-21,2022-06-21
MISSISSIPPI,13027,2022-06-21,2022-06-21
MISSOURI,21936,2022-06-21,2022-06-21
MONTANA,2342,2022-06-21,2022-06-21
NEBRASKA,5399,2022-06-21,2022-06-21
NEVADA,4557,2022-06-21,2022-06-21
NEW HAMPSHIRE,3106,2022-06-21,2022-06-21
NEW JERSEY,24341,2022-06-21,2022-06-21
NEW MEXICO,2439,2022-06-21,2022-06-21
NEW YORK,69037,2022-06-21,2022-06-21
NORTH CAROLINA,22674,2022-06-21,2022-06-21
NORTH DAKOTA,3158,2022-06-21,2022-06-21
NORTHERN MARIANA ISLANDS,54,2022-06-21,2022-06-21
OHIO,55318,2022-06-21,2022-06-21
OKLAHOMA,15976,2022-06-21,2022-06-21
OREGON,6038,2022-06-21,2022-06-21
PENNSYLVANIA,53905,2022-06-21,2022-06-21
RHODE ISLAND,2532,2022-06-21,2022-06-21
SOUTH CAROLINA,11791,2022-06-21,2022-06-21
SOUTH DAKOTA,2685,2022-06-21,2022-06-21
TENNESSEE,29845,2022-06-21,2022-06-21
TEXAS,104598,2022-06-21,2022-06-21
UTAH,2580,2022-06-21,2022-06-21
VERMONT,1663,2022-06-21,2022-06-21
VIRGIN ISLANDS,108,2022-06-21,2022-06-21
VIRGINIA,26839,2022-06-21,2022-06-21
WASHINGTON,11009,2022-06-21,2022-06-21
WEST VIRGINIA-PN,8247,2022-06-21,2022-06-21
WEST VIRGINIA-RN (Non-Participating),NA,2022-06-21,2022-06-21
WISCONSIN,15589,2022-06-21,2022-06-21
WYOMING,965,2022-06-21,2022-06-21
TOTALS,955398,2022-06-21,2022-06-21
