state,counts_all,updated_date,scrape_date
ALABAMA,110321,2021-10-20,2021-10-21
ALASKA,18082,2021-10-20,2021-10-21
AMERICAN SAMOA,297,2021-10-20,2021-10-21
ARIZONA,112056,2021-10-20,2021-10-21
ARKANSAS,59007,2021-10-20,2021-10-21
CALIFORNIA,568427,2021-10-20,2021-10-21
COLORADO,92026,2021-10-20,2021-10-21
CONNECTICUT,93605,2021-10-20,2021-10-21
DELAWARE,22142,2021-10-20,2021-10-21
DISTRICT OF COLUMBIA,31677,2021-10-20,2021-10-21
FLORIDA,403148,2021-10-20,2021-10-21
GEORGIA,167606,2021-10-20,2021-10-21
GUAM,1709,2021-10-20,2021-10-21
HAWAII,27122,2021-10-20,2021-10-21
IDAHO,28448,2021-10-20,2021-10-21
ILLINOIS,242186,2021-10-20,2021-10-21
INDIANA,156014,2021-10-20,2021-10-21
IOWA,68746,2021-10-20,2021-10-21
KANSAS,63754,2021-10-20,2021-10-21
KENTUCKY,89786,2021-10-20,2021-10-21
LOUISIANA,87092,2021-10-20,2021-10-21
MAINE,29760,2021-10-20,2021-10-21
MARYLAND,98159,2021-10-20,2021-10-21
MASSACHUSETTS,171539,2021-10-20,2021-10-21
MICHIGAN (Non-Participating),NA,2021-10-20,2021-10-21
MINNESOTA,139249,2021-10-20,2021-10-21
MISSISSIPPI,64270,2021-10-20,2021-10-21
MISSOURI,140111,2021-10-20,2021-10-21
MONTANA,22078,2021-10-20,2021-10-21
NEBRASKA,40075,2021-10-20,2021-10-21
NEVADA,55281,2021-10-20,2021-10-21
NEW HAMPSHIRE,28417,2021-10-20,2021-10-21
NEW JERSEY,161617,2021-10-20,2021-10-21
NEW MEXICO,32501,2021-10-20,2021-10-21
NEW YORK,487711,2021-10-20,2021-10-21
NORTH CAROLINA,171425,2021-10-20,2021-10-21
NORTH DAKOTA,19998,2021-10-20,2021-10-21
NORTHERN MARIANA ISLANDS,3414,2021-10-20,2021-10-21
OHIO,284604,2021-10-20,2021-10-21
OKLAHOMA,67633,2021-10-20,2021-10-21
OREGON,78363,2021-10-20,2021-10-21
PENNSYLVANIA,288983,2021-10-20,2021-10-21
RHODE ISLAND,29064,2021-10-20,2021-10-21
SOUTH CAROLINA,88654,2021-10-20,2021-10-21
SOUTH DAKOTA,21926,2021-10-20,2021-10-21
TENNESSEE,140356,2021-10-20,2021-10-21
TEXAS,469045,2021-10-20,2021-10-21
UTAH,42384,2021-10-20,2021-10-21
VERMONT,22102,2021-10-20,2021-10-21
VIRGIN ISLANDS,1377,2021-10-20,2021-10-21
VIRGINIA,139253,2021-10-20,2021-10-21
WASHINGTON,127174,2021-10-20,2021-10-21
WEST VIRGINIA,42170,2021-10-20,2021-10-21
WISCONSIN,125279,2021-10-20,2021-10-21
WYOMING,9588,2021-10-20,2021-10-21
