state,counts_all,updated_date,scrape_date
ALABAMA,110899,2022-02-02,2022-02-03
ALASKA,19093,2022-02-02,2022-02-03
AMERICAN SAMOA,298,2022-02-02,2022-02-03
ARIZONA,114038,2022-02-02,2022-02-03
ARKANSAS,59185,2022-02-02,2022-02-03
CALIFORNIA,570981,2022-02-02,2022-02-03
COLORADO,89620,2022-02-02,2022-02-03
CONNECTICUT,95730,2022-02-02,2022-02-03
DELAWARE,22578,2022-02-02,2022-02-03
DISTRICT OF COLUMBIA,32629,2022-02-02,2022-02-03
FLORIDA,411398,2022-02-02,2022-02-03
GEORGIA,170592,2022-02-02,2022-02-03
GUAM,1819,2022-02-02,2022-02-03
HAWAII,28884,2022-02-02,2022-02-03
IDAHO,29592,2022-02-02,2022-02-03
ILLINOIS,246370,2022-02-02,2022-02-03
INDIANA,143129,2022-02-02,2022-02-03
IOWA,68744,2022-02-02,2022-02-03
KANSAS,62880,2022-02-02,2022-02-03
KENTUCKY,85637,2022-02-02,2022-02-03
LOUISIANA,83194,2022-02-02,2022-02-03
MAINE,29918,2022-02-02,2022-02-03
MARYLAND,97972,2022-02-02,2022-02-03
MASSACHUSETTS,174473,2022-02-02,2022-02-03
MICHIGAN (Non-Participating),NA,2022-02-02,2022-02-03
MINNESOTA,139155,2022-02-02,2022-02-03
MISSISSIPPI,63541,2022-02-02,2022-02-03
MISSOURI,141537,2022-02-02,2022-02-03
MONTANA,22874,2022-02-02,2022-02-03
NEBRASKA,36740,2022-02-02,2022-02-03
NEVADA,56549,2022-02-02,2022-02-03
NEW HAMPSHIRE,28854,2022-02-02,2022-02-03
NEW JERSEY,164435,2022-02-02,2022-02-03
NEW MEXICO,32559,2022-02-02,2022-02-03
NEW YORK,425819,2022-02-02,2022-02-03
NORTH CAROLINA,171497,2022-02-02,2022-02-03
NORTH DAKOTA,18985,2022-02-02,2022-02-03
NORTHERN MARIANA ISLANDS,3230,2022-02-02,2022-02-03
OHIO,276437,2022-02-02,2022-02-03
OKLAHOMA,67182,2022-02-02,2022-02-03
OREGON,79775,2022-02-02,2022-02-03
PENNSYLVANIA,286459,2022-02-02,2022-02-03
RHODE ISLAND,30241,2022-02-02,2022-02-03
SOUTH CAROLINA,90281,2022-02-02,2022-02-03
SOUTH DAKOTA,21968,2022-02-02,2022-02-03
TENNESSEE,140524,2022-02-02,2022-02-03
TEXAS,470726,2022-02-02,2022-02-03
UTAH,43367,2022-02-02,2022-02-03
VERMONT,21947,2022-02-02,2022-02-03
VIRGIN ISLANDS,1405,2022-02-02,2022-02-03
VIRGINIA,138926,2022-02-02,2022-02-03
WASHINGTON,129165,2022-02-02,2022-02-03
WEST VIRGINIA,41539,2022-02-02,2022-02-03
WISCONSIN,127094,2022-02-02,2022-02-03
WYOMING,9841,2022-02-02,2022-02-03
