state,counts_all,updated_date,scrape_date
ALABAMA,106159,2025-07-24,2025-07-24
ALASKA,21692,2025-07-24,2025-07-24
AMERICAN SAMOA,151,2025-07-24,2025-07-24
ARIZONA,130163,2025-07-24,2025-07-24
ARKANSAS,62931,2025-07-24,2025-07-24
CALIFORNIA,690339,2025-07-24,2025-07-24
COLORADO,98920,2025-07-24,2025-07-24
CONNECTICUT,94958,2025-07-24,2025-07-24
DELAWARE,25545,2025-07-24,2025-07-24
DISTRICT OF COLUMBIA,49143,2025-07-24,2025-07-24
FLORIDA,448546,2025-07-24,2025-07-24
GEORGIA,174313,2025-07-24,2025-07-24
GUAM,1504,2025-07-24,2025-07-24
HAWAII,33781,2025-07-24,2025-07-24
IDAHO,34704,2025-07-24,2025-07-24
ILLINOIS,269764,2025-07-24,2025-07-24
INDIANA,157899,2025-07-24,2025-07-24
IOWA,67211,2025-07-24,2025-07-24
KANSAS,63143,2025-07-24,2025-07-24
KENTUCKY,91726,2025-07-24,2025-07-24
LOUISIANA,89801,2025-07-24,2025-07-24
MAINE,30738,2025-07-24,2025-07-24
MARYLAND,102555,2025-07-24,2025-07-24
MASSACHUSETTS,186014,2025-07-24,2025-07-24
MICHIGAN,200566,2025-07-24,2025-07-24
MINNESOTA,156865,2025-07-24,2025-07-24
MISSISSIPPI,67884,2025-07-24,2025-07-24
MISSOURI,141413,2025-07-24,2025-07-24
MONTANA,28002,2025-07-24,2025-07-24
NEBRASKA,38100,2025-07-24,2025-07-24
NEVADA,66847,2025-07-24,2025-07-24
NEW HAMPSHIRE,30944,2025-07-24,2025-07-24
NEW JERSEY,171734,2025-07-24,2025-07-24
NEW MEXICO,36982,2025-07-24,2025-07-24
NEW YORK,587822,2025-07-24,2025-07-24
NORTH CAROLINA,188246,2025-07-24,2025-07-24
NORTH DAKOTA,20330,2025-07-24,2025-07-24
NORTHERN MARIANA ISLANDS,4269,2025-07-24,2025-07-24
OHIO,292667,2025-07-24,2025-07-24
OKLAHOMA,72163,2025-07-24,2025-07-24
OREGON,96902,2025-07-24,2025-07-24
PENNSYLVANIA,289717,2025-07-24,2025-07-24
RHODE ISLAND,23684,2025-07-24,2025-07-24
SOUTH CAROLINA,100675,2025-07-24,2025-07-24
SOUTH DAKOTA,22972,2025-07-24,2025-07-24
TENNESSEE,147240,2025-07-24,2025-07-24
TEXAS,527692,2025-07-24,2025-07-24
UTAH,48062,2025-07-24,2025-07-24
VERMONT,12846,2025-07-24,2025-07-24
VIRGIN ISLANDS,1329,2025-07-24,2025-07-24
VIRGINIA,149638,2025-07-24,2025-07-24
WASHINGTON,118054,2025-07-24,2025-07-24
WEST VIRGINIA,42428,2025-07-24,2025-07-24
WISCONSIN,129933,2025-07-24,2025-07-24
WYOMING,9410,2025-07-24,2025-07-24
