state,counts_lpn,updated_date,scrape_date
ALABAMA,16024,2025-06-09,2025-06-09
ALASKA,758,2025-06-09,2025-06-09
AMERICAN SAMOA,24,2025-06-09,2025-06-09
ARIZONA,11198,2025-06-09,2025-06-09
ARKANSAS,13728,2025-06-09,2025-06-09
CALIFORNIA-RN (Non-Participating),NA,2025-06-09,2025-06-09
CALIFORNIA-VN,114256,2025-06-09,2025-06-09
COLORADO,7547,2025-06-09,2025-06-09
CONNECTICUT,12831,2025-06-09,2025-06-09
DELAWARE,3150,2025-06-09,2025-06-09
DISTRICT OF COLUMBIA,2910,2025-06-09,2025-06-09
FLORIDA,66262,2025-06-09,2025-06-09
GEORGIA,27367,2025-06-09,2025-06-09
GUAM,192,2025-06-09,2025-06-09
HAWAII,2297,2025-06-09,2025-06-09
IDAHO,3295,2025-06-09,2025-06-09
ILLINOIS,23794,2025-06-09,2025-06-09
INDIANA,20585,2025-06-09,2025-06-09
IOWA,8656,2025-06-09,2025-06-09
KANSAS,9031,2025-06-09,2025-06-09
KENTUCKY,12645,2025-06-09,2025-06-09
LOUISIANA-PN,21635,2025-06-09,2025-06-09
LOUISIANA-RN (Non-Participating),NA,2025-06-09,2025-06-09
MAINE,1630,2025-06-09,2025-06-09
MARYLAND,11228,2025-06-09,2025-06-09
MASSACHUSETTS,20358,2025-06-09,2025-06-09
MICHIGAN,20673,2025-06-09,2025-06-09
MINNESOTA,17402,2025-06-09,2025-06-09
MISSISSIPPI,14413,2025-06-09,2025-06-09
MISSOURI,22992,2025-06-09,2025-06-09
MONTANA,2144,2025-06-09,2025-06-09
NEBRASKA,5466,2025-06-09,2025-06-09
NEVADA,4773,2025-06-09,2025-06-09
NEW HAMPSHIRE,3160,2025-06-09,2025-06-09
NEW JERSEY,24602,2025-06-09,2025-06-09
NEW MEXICO,2429,2025-06-09,2025-06-09
NEW YORK,77042,2025-06-09,2025-06-09
NORTH CAROLINA,22766,2025-06-09,2025-06-09
NORTH DAKOTA,2707,2025-06-09,2025-06-09
NORTHERN MARIANA ISLANDS,55,2025-06-09,2025-06-09
OHIO,51737,2025-06-09,2025-06-09
OKLAHOMA,16715,2025-06-09,2025-06-09
OREGON,6588,2025-06-09,2025-06-09
PENNSYLVANIA,49989,2025-06-09,2025-06-09
RHODE ISLAND,2420,2025-06-09,2025-06-09
SOUTH CAROLINA,12470,2025-06-09,2025-06-09
SOUTH DAKOTA,2751,2025-06-09,2025-06-09
TENNESSEE,29301,2025-06-09,2025-06-09
TEXAS,101022,2025-06-09,2025-06-09
UTAH,2687,2025-06-09,2025-06-09
VERMONT,1578,2025-06-09,2025-06-09
VIRGIN ISLANDS,77,2025-06-09,2025-06-09
VIRGINIA,26218,2025-06-09,2025-06-09
WASHINGTON,10238,2025-06-09,2025-06-09
WEST VIRGINIA-PN,7630,2025-06-09,2025-06-09
WEST VIRGINIA-RN (Non-Participating),NA,2025-06-09,2025-06-09
WISCONSIN,9894,2025-06-09,2025-06-09
WYOMING,782,2025-06-09,2025-06-09
TOTALS,964122,2025-06-09,2025-06-09
