state,counts_lpn,updated_date,scrape_date
ALABAMA,16860,2022-03-11,2022-03-12
ALASKA,772,2022-03-11,2022-03-12
AMERICAN SAMOA,132,2022-03-11,2022-03-12
ARIZONA,11000,2022-03-11,2022-03-12
ARKANSAS,14101,2022-03-11,2022-03-12
CALIFORNIA-RN (Non-Participating),NA,2022-03-11,2022-03-12
CALIFORNIA-VN,105743,2022-03-11,2022-03-12
COLORADO,8118,2022-03-11,2022-03-12
CONNECTICUT,13940,2022-03-11,2022-03-12
DELAWARE,2605,2022-03-11,2022-03-12
DISTRICT OF COLUMBIA,2187,2022-03-11,2022-03-12
FLORIDA,62430,2022-03-11,2022-03-12
GEORGIA,30115,2022-03-11,2022-03-12
GUAM,214,2022-03-11,2022-03-12
HAWAII,1726,2022-03-11,2022-03-12
IDAHO,3557,2022-03-11,2022-03-12
ILLINOIS,25911,2022-03-11,2022-03-12
INDIANA,23222,2022-03-11,2022-03-12
IOWA,10082,2022-03-11,2022-03-12
KANSAS,9543,2022-03-11,2022-03-12
KENTUCKY,12948,2022-03-11,2022-03-12
LOUISIANA-PN,20988,2022-03-11,2022-03-12
LOUISIANA-RN (Non-Participating),NA,2022-03-11,2022-03-12
MAINE,1899,2022-03-11,2022-03-12
MARYLAND,11098,2022-03-11,2022-03-12
MASSACHUSETTS,20128,2022-03-11,2022-03-12
MICHIGAN (Non-Participating),NA,2022-03-11,2022-03-12
MINNESOTA,19405,2022-03-11,2022-03-12
MISSISSIPPI,12854,2022-03-11,2022-03-12
MISSOURI,24734,2022-03-11,2022-03-12
MONTANA,2305,2022-03-11,2022-03-12
NEBRASKA,5306,2022-03-11,2022-03-12
NEVADA,4441,2022-03-11,2022-03-12
NEW HAMPSHIRE,3112,2022-03-11,2022-03-12
NEW JERSEY,24130,2022-03-11,2022-03-12
NEW MEXICO,2450,2022-03-11,2022-03-12
NEW YORK,68511,2022-03-11,2022-03-12
NORTH CAROLINA,22679,2022-03-11,2022-03-12
NORTH DAKOTA,3077,2022-03-11,2022-03-12
NORTHERN MARIANA ISLANDS,48,2022-03-11,2022-03-12
OHIO,54439,2022-03-11,2022-03-12
OKLAHOMA,15629,2022-03-11,2022-03-12
OREGON,6017,2022-03-11,2022-03-12
PENNSYLVANIA,53306,2022-03-11,2022-03-12
RHODE ISLAND,2652,2022-03-11,2022-03-12
SOUTH CAROLINA,12445,2022-03-11,2022-03-12
SOUTH DAKOTA,2697,2022-03-11,2022-03-12
TENNESSEE,29937,2022-03-11,2022-03-12
TEXAS,105118,2022-03-11,2022-03-12
UTAH,2459,2022-03-11,2022-03-12
VERMONT,1554,2022-03-11,2022-03-12
VIRGIN ISLANDS,92,2022-03-11,2022-03-12
VIRGINIA,26841,2022-03-11,2022-03-12
WASHINGTON,11049,2022-03-11,2022-03-12
WEST VIRGINIA-PN,8112,2022-03-11,2022-03-12
WEST VIRGINIA-RN (Non-Participating),NA,2022-03-11,2022-03-12
WISCONSIN,15285,2022-03-11,2022-03-12
WYOMING,897,2022-03-11,2022-03-12
TOTALS,950900,2022-03-11,2022-03-12
