state,counts_all,updated_date,scrape_date
ALABAMA,107521,2025-10-18,2025-10-18
ALASKA,22490,2025-10-18,2025-10-18
AMERICAN SAMOA,219,2025-10-18,2025-10-18
ARIZONA,126805,2025-10-18,2025-10-18
ARKANSAS,62876,2025-10-18,2025-10-18
CALIFORNIA,701106,2025-10-18,2025-10-18
COLORADO,100431,2025-10-18,2025-10-18
CONNECTICUT,95721,2025-10-18,2025-10-18
DELAWARE,22128,2025-10-18,2025-10-18
DISTRICT OF COLUMBIA,50819,2025-10-18,2025-10-18
FLORIDA,445676,2025-10-18,2025-10-18
GEORGIA,176423,2025-10-18,2025-10-18
GUAM,1300,2025-10-18,2025-10-18
HAWAII,35300,2025-10-18,2025-10-18
IDAHO,31291,2025-10-18,2025-10-18
ILLINOIS,275956,2025-10-18,2025-10-18
INDIANA,159860,2025-10-18,2025-10-18
IOWA,67521,2025-10-18,2025-10-18
KANSAS,62858,2025-10-18,2025-10-18
KENTUCKY,92655,2025-10-18,2025-10-18
LOUISIANA,90480,2025-10-18,2025-10-18
MAINE,30480,2025-10-18,2025-10-18
MARYLAND,102700,2025-10-18,2025-10-18
MASSACHUSETTS,189620,2025-10-18,2025-10-18
MICHIGAN,201770,2025-10-18,2025-10-18
MINNESOTA,156992,2025-10-18,2025-10-18
MISSISSIPPI,68800,2025-10-18,2025-10-18
MISSOURI,141777,2025-10-18,2025-10-18
MONTANA,28774,2025-10-18,2025-10-18
NEBRASKA,38472,2025-10-18,2025-10-18
NEVADA,67305,2025-10-18,2025-10-18
NEW HAMPSHIRE,30956,2025-10-18,2025-10-18
NEW JERSEY,174973,2025-10-18,2025-10-18
NEW MEXICO,37180,2025-10-18,2025-10-18
NEW YORK,601295,2025-10-18,2025-10-18
NORTH CAROLINA,188488,2025-10-18,2025-10-18
NORTH DAKOTA,20655,2025-10-18,2025-10-18
NORTHERN MARIANA ISLANDS,4093,2025-10-18,2025-10-18
OHIO,293477,2025-10-18,2025-10-18
OKLAHOMA,72418,2025-10-18,2025-10-18
OREGON,97730,2025-10-18,2025-10-18
PENNSYLVANIA,292971,2025-10-18,2025-10-18
RHODE ISLAND,24249,2025-10-18,2025-10-18
SOUTH CAROLINA,102126,2025-10-18,2025-10-18
SOUTH DAKOTA,23130,2025-10-18,2025-10-18
TENNESSEE,147430,2025-10-18,2025-10-18
TEXAS,529349,2025-10-18,2025-10-18
UTAH,48858,2025-10-18,2025-10-18
VERMONT,13322,2025-10-18,2025-10-18
VIRGIN ISLANDS,1268,2025-10-18,2025-10-18
VIRGINIA,149878,2025-10-18,2025-10-18
WASHINGTON,120780,2025-10-18,2025-10-18
WEST VIRGINIA,43097,2025-10-18,2025-10-18
WISCONSIN,131726,2025-10-18,2025-10-18
WYOMING,9533,2025-10-18,2025-10-18
