state,counts_rn,updated_date,scrape_date
ALABAMA,90747,2025-10-25,2025-10-25
ALASKA,21750,2025-10-25,2025-10-25
AMERICAN SAMOA,150,2025-10-25,2025-10-25
ARIZONA,116142,2025-10-25,2025-10-25
ARKANSAS,49087,2025-10-25,2025-10-25
CALIFORNIA-RN,585966,2025-10-25,2025-10-25
CALIFORNIA-VN (Non-Participating),NA,2025-10-25,2025-10-25
COLORADO,92732,2025-10-25,2025-10-25
CONNECTICUT,82867,2025-10-25,2025-10-25
DELAWARE,18842,2025-10-25,2025-10-25
DISTRICT OF COLUMBIA,48014,2025-10-25,2025-10-25
FLORIDA,387696,2025-10-25,2025-10-25
GEORGIA,148606,2025-10-25,2025-10-25
GUAM,1129,2025-10-25,2025-10-25
HAWAII,33513,2025-10-25,2025-10-25
IDAHO,28042,2025-10-25,2025-10-25
ILLINOIS,251436,2025-10-25,2025-10-25
INDIANA,138830,2025-10-25,2025-10-25
IOWA,58655,2025-10-25,2025-10-25
KANSAS,53718,2025-10-25,2025-10-25
KENTUCKY,79641,2025-10-25,2025-10-25
LOUISIANA-PN (Non-Participating),NA,2025-10-25,2025-10-25
LOUISIANA-RN,68428,2025-10-25,2025-10-25
MAINE,28857,2025-10-25,2025-10-25
MARYLAND,91406,2025-10-25,2025-10-25
MASSACHUSETTS,168537,2025-10-25,2025-10-25
MICHIGAN,181211,2025-10-25,2025-10-25
MINNESOTA,139706,2025-10-25,2025-10-25
MISSISSIPPI,53933,2025-10-25,2025-10-25
MISSOURI,118155,2025-10-25,2025-10-25
MONTANA,26607,2025-10-25,2025-10-25
NEBRASKA,32808,2025-10-25,2025-10-25
NEVADA,62630,2025-10-25,2025-10-25
NEW HAMPSHIRE,27810,2025-10-25,2025-10-25
NEW JERSEY,151376,2025-10-25,2025-10-25
NEW MEXICO,34775,2025-10-25,2025-10-25
NEW YORK,523821,2025-10-25,2025-10-25
NORTH CAROLINA,165486,2025-10-25,2025-10-25
NORTH DAKOTA,17829,2025-10-25,2025-10-25
NORTHERN MARIANA ISLANDS,4018,2025-10-25,2025-10-25
OHIO,239967,2025-10-25,2025-10-25
OKLAHOMA,55910,2025-10-25,2025-10-25
OREGON,91067,2025-10-25,2025-10-25
PENNSYLVANIA,242026,2025-10-25,2025-10-25
RHODE ISLAND,21660,2025-10-25,2025-10-25
SOUTH CAROLINA,89495,2025-10-25,2025-10-25
SOUTH DAKOTA,20282,2025-10-25,2025-10-25
TENNESSEE,118287,2025-10-25,2025-10-25
TEXAS,428590,2025-10-25,2025-10-25
UTAH,46203,2025-10-25,2025-10-25
VERMONT,11581,2025-10-25,2025-10-25
VIRGIN ISLANDS,1194,2025-10-25,2025-10-25
VIRGINIA,123733,2025-10-25,2025-10-25
WASHINGTON,110129,2025-10-25,2025-10-25
WEST VIRGINIA-PN (Non-Participating),NA,2025-10-25,2025-10-25
WEST VIRGINIA-RN,35743,2025-10-25,2025-10-25
WISCONSIN,121164,2025-10-25,2025-10-25
WYOMING,8710,2025-10-25,2025-10-25
TOTALS,5950697,2025-10-25,2025-10-25
