state,counts_rn,updated_date,scrape_date
ALABAMA,96717,2022-07-04,2022-07-05
ALASKA,19872,2022-07-04,2022-07-05
AMERICAN SAMOA,167,2022-07-04,2022-07-05
ARIZONA,107303,2022-07-04,2022-07-05
ARKANSAS,45688,2022-07-04,2022-07-05
CALIFORNIA-RN,477254,2022-07-04,2022-07-05
CALIFORNIA-VN (Non-Participating),NA,2022-07-04,2022-07-05
COLORADO,84898,2022-07-04,2022-07-05
CONNECTICUT,85952,2022-07-04,2022-07-05
DELAWARE,20289,2022-07-04,2022-07-05
DISTRICT OF COLUMBIA,32439,2022-07-04,2022-07-05
FLORIDA,356484,2022-07-04,2022-07-05
GEORGIA,138447,2022-07-04,2022-07-05
GUAM,1570,2022-07-04,2022-07-05
HAWAII,30317,2022-07-04,2022-07-05
IDAHO,27526,2022-07-04,2022-07-05
ILLINOIS,226296,2022-07-04,2022-07-05
INDIANA,124683,2022-07-04,2022-07-05
IOWA,59453,2022-07-04,2022-07-05
KANSAS,53615,2022-07-04,2022-07-05
KENTUCKY,75434,2022-07-04,2022-07-05
LOUISIANA-PN (Non-Participating),NA,2022-07-04,2022-07-05
LOUISIANA-RN,64750,2022-07-04,2022-07-05
MAINE,28707,2022-07-04,2022-07-05
MARYLAND,88238,2022-07-04,2022-07-05
MASSACHUSETTS,160810,2022-07-04,2022-07-05
MICHIGAN (Non-Participating),NA,2022-07-04,2022-07-05
MINNESOTA,122342,2022-07-04,2022-07-05
MISSISSIPPI,52154,2022-07-04,2022-07-05
MISSOURI,119859,2022-07-04,2022-07-05
MONTANA,20667,2022-07-04,2022-07-05
NEBRASKA,32381,2022-07-04,2022-07-05
NEVADA,55212,2022-07-04,2022-07-05
NEW HAMPSHIRE,26257,2022-07-04,2022-07-05
NEW JERSEY,136547,2022-07-04,2022-07-05
NEW MEXICO,30788,2022-07-04,2022-07-05
NEW YORK,367985,2022-07-04,2022-07-05
NORTH CAROLINA,152398,2022-07-04,2022-07-05
NORTH DAKOTA,16819,2022-07-04,2022-07-05
NORTHERN MARIANA ISLANDS,3624,2022-07-04,2022-07-05
OHIO,231869,2022-07-04,2022-07-05
OKLAHOMA,51151,2022-07-04,2022-07-05
OREGON,77509,2022-07-04,2022-07-05
PENNSYLVANIA,235432,2022-07-04,2022-07-05
RHODE ISLAND,27179,2022-07-04,2022-07-05
SOUTH CAROLINA,76186,2022-07-04,2022-07-05
SOUTH DAKOTA,19645,2022-07-04,2022-07-05
TENNESSEE,111652,2022-07-04,2022-07-05
TEXAS,374451,2022-07-04,2022-07-05
UTAH,42333,2022-07-04,2022-07-05
VERMONT,21503,2022-07-04,2022-07-05
VIRGIN ISLANDS,1551,2022-07-04,2022-07-05
VIRGINIA,113617,2022-07-04,2022-07-05
WASHINGTON,123387,2022-07-04,2022-07-05
WEST VIRGINIA-PN (Non-Participating),NA,2022-07-04,2022-07-05
WEST VIRGINIA-RN,34976,2022-07-04,2022-07-05
WISCONSIN,114976,2022-07-04,2022-07-05
WYOMING,9331,2022-07-04,2022-07-05
TOTALS,5210690,2022-07-04,2022-07-05
