state,counts_all,updated_date,scrape_date
ALABAMA,111184,2021-12-28,2021-12-29
ALASKA,18844,2021-12-28,2021-12-29
AMERICAN SAMOA,298,2021-12-28,2021-12-29
ARIZONA,113136,2021-12-28,2021-12-29
ARKANSAS,59288,2021-12-28,2021-12-29
CALIFORNIA,571920,2021-12-28,2021-12-29
COLORADO,88903,2021-12-28,2021-12-29
CONNECTICUT,95042,2021-12-28,2021-12-29
DELAWARE,22349,2021-12-28,2021-12-29
DISTRICT OF COLUMBIA,32388,2021-12-28,2021-12-29
FLORIDA,408358,2021-12-28,2021-12-29
GEORGIA,168841,2021-12-28,2021-12-29
GUAM,1808,2021-12-28,2021-12-29
HAWAII,28425,2021-12-28,2021-12-29
IDAHO,29252,2021-12-28,2021-12-29
ILLINOIS,244890,2021-12-28,2021-12-29
INDIANA,141526,2021-12-28,2021-12-29
IOWA,68606,2021-12-28,2021-12-29
KANSAS,63267,2021-12-28,2021-12-29
KENTUCKY,84750,2021-12-28,2021-12-29
LOUISIANA,87074,2021-12-28,2021-12-29
MAINE,29832,2021-12-28,2021-12-29
MARYLAND,98090,2021-12-28,2021-12-29
MASSACHUSETTS,173608,2021-12-28,2021-12-29
MICHIGAN (Non-Participating),NA,2021-12-28,2021-12-29
MINNESOTA,139414,2021-12-28,2021-12-29
MISSISSIPPI,64502,2021-12-28,2021-12-29
MISSOURI,140696,2021-12-28,2021-12-29
MONTANA,22646,2021-12-28,2021-12-29
NEBRASKA,36440,2021-12-28,2021-12-29
NEVADA,55991,2021-12-28,2021-12-29
NEW HAMPSHIRE,28736,2021-12-28,2021-12-29
NEW JERSEY,163554,2021-12-28,2021-12-29
NEW MEXICO,32613,2021-12-28,2021-12-29
NEW YORK,423798,2021-12-28,2021-12-29
NORTH CAROLINA,171630,2021-12-28,2021-12-29
NORTH DAKOTA,20217,2021-12-28,2021-12-29
NORTHERN MARIANA ISLANDS,3646,2021-12-28,2021-12-29
OHIO,274384,2021-12-28,2021-12-29
OKLAHOMA,67627,2021-12-28,2021-12-29
OREGON,79369,2021-12-28,2021-12-29
PENNSYLVANIA,285181,2021-12-28,2021-12-29
RHODE ISLAND,29765,2021-12-28,2021-12-29
SOUTH CAROLINA,89621,2021-12-28,2021-12-29
SOUTH DAKOTA,21914,2021-12-28,2021-12-29
TENNESSEE,140478,2021-12-28,2021-12-29
TEXAS,469360,2021-12-28,2021-12-29
UTAH,42982,2021-12-28,2021-12-29
VERMONT,22874,2021-12-28,2021-12-29
VIRGIN ISLANDS,1401,2021-12-28,2021-12-29
VIRGINIA,139433,2021-12-28,2021-12-29
WASHINGTON,128391,2021-12-28,2021-12-29
WEST VIRGINIA,41013,2021-12-28,2021-12-29
WISCONSIN,126186,2021-12-28,2021-12-29
WYOMING,9730,2021-12-28,2021-12-29
