state,counts_all,updated_date,scrape_date
ALABAMA,111465,2022-03-05,2022-03-07
ALASKA,19338,2022-03-05,2022-03-07
AMERICAN SAMOA,299,2022-03-05,2022-03-07
ARIZONA,115488,2022-03-05,2022-03-07
ARKANSAS,59118,2022-03-05,2022-03-07
CALIFORNIA,574373,2022-03-05,2022-03-07
COLORADO,90555,2022-03-05,2022-03-07
CONNECTICUT,96732,2022-03-05,2022-03-07
DELAWARE,22161,2022-03-05,2022-03-07
DISTRICT OF COLUMBIA,32940,2022-03-05,2022-03-07
FLORIDA,414308,2022-03-05,2022-03-07
GEORGIA,165917,2022-03-05,2022-03-07
GUAM,1849,2022-03-05,2022-03-07
HAWAII,29530,2022-03-05,2022-03-07
IDAHO,29918,2022-03-05,2022-03-07
ILLINOIS,248057,2022-03-05,2022-03-07
INDIANA,144444,2022-03-05,2022-03-07
IOWA,68994,2022-03-05,2022-03-07
KANSAS,62918,2022-03-05,2022-03-07
KENTUCKY,86174,2022-03-05,2022-03-07
LOUISIANA,84342,2022-03-05,2022-03-07
MAINE,30012,2022-03-05,2022-03-07
MARYLAND,97256,2022-03-05,2022-03-07
MASSACHUSETTS,176156,2022-03-05,2022-03-07
MICHIGAN (Non-Participating),NA,2022-03-05,2022-03-07
MINNESOTA,139744,2022-03-05,2022-03-07
MISSISSIPPI,63872,2022-03-05,2022-03-07
MISSOURI,142312,2022-03-05,2022-03-07
MONTANA,22070,2022-03-05,2022-03-07
NEBRASKA,36943,2022-03-05,2022-03-07
NEVADA,57340,2022-03-05,2022-03-07
NEW HAMPSHIRE,28902,2022-03-05,2022-03-07
NEW JERSEY,165497,2022-03-05,2022-03-07
NEW MEXICO,32749,2022-03-05,2022-03-07
NEW YORK,428289,2022-03-05,2022-03-07
NORTH CAROLINA,172229,2022-03-05,2022-03-07
NORTH DAKOTA,19185,2022-03-05,2022-03-07
NORTHERN MARIANA ISLANDS,3309,2022-03-05,2022-03-07
OHIO,278900,2022-03-05,2022-03-07
OKLAHOMA,67289,2022-03-05,2022-03-07
OREGON,80220,2022-03-05,2022-03-07
PENNSYLVANIA,288787,2022-03-05,2022-03-07
RHODE ISLAND,30631,2022-03-05,2022-03-07
SOUTH CAROLINA,90927,2022-03-05,2022-03-07
SOUTH DAKOTA,22076,2022-03-05,2022-03-07
TENNESSEE,140977,2022-03-05,2022-03-07
TEXAS,473163,2022-03-05,2022-03-07
UTAH,43586,2022-03-05,2022-03-07
VERMONT,22241,2022-03-05,2022-03-07
VIRGIN ISLANDS,1426,2022-03-05,2022-03-07
VIRGINIA,139654,2022-03-05,2022-03-07
WASHINGTON,129911,2022-03-05,2022-03-07
WEST VIRGINIA,41786,2022-03-05,2022-03-07
WISCONSIN,128107,2022-03-05,2022-03-07
WYOMING,9913,2022-03-05,2022-03-07
