state,counts_rn,updated_date,scrape_date
ALABAMA,93488,2026-08-28,2026-08-29
ALASKA,24848,2026-08-28,2026-08-29
AMERICAN SAMOA,178,2026-08-28,2026-08-29
ARIZONA,116488,2026-08-28,2026-08-29
ARKANSAS,50223,2026-08-28,2026-08-29
CALIFORNIA-RN,622359,2026-08-28,2026-08-29
CALIFORNIA-VN (Non-Participating),NA,2026-08-28,2026-08-29
COLORADO,93308,2026-08-28,2026-08-29
CONNECTICUT,75715,2026-08-28,2026-08-29
DELAWARE,19991,2026-08-28,2026-08-29
DISTRICT OF COLUMBIA,46081,2026-08-28,2026-08-29
FLORIDA,386715,2026-08-28,2026-08-29
GEORGIA,151203,2026-08-28,2026-08-29
GUAM,1305,2026-08-28,2026-08-29
HAWAII,38378,2026-08-28,2026-08-29
IDAHO,30286,2026-08-28,2026-08-29
ILLINOIS,266433,2026-08-28,2026-08-29
INDIANA,134539,2026-08-28,2026-08-29
IOWA,59465,2026-08-28,2026-08-29
KANSAS,54313,2026-08-28,2026-08-29
KENTUCKY,81423,2026-08-28,2026-08-29
LOUISIANA-PN (Non-Participating),NA,2026-08-28,2026-08-29
LOUISIANA-RN,69183,2026-08-28,2026-08-29
MAINE,28990,2026-08-28,2026-08-29
MARYLAND,91199,2026-08-28,2026-08-29
MASSACHUSETTS,162270,2026-08-28,2026-08-29
MICHIGAN,192139,2026-08-28,2026-08-29
MINNESOTA,141783,2026-08-28,2026-08-29
MISSISSIPPI,56486,2026-08-28,2026-08-29
MISSOURI,122839,2026-08-28,2026-08-29
MONTANA,27382,2026-08-28,2026-08-29
NEBRASKA,34394,2026-08-28,2026-08-29
NEVADA,65224,2026-08-28,2026-08-29
NEW HAMPSHIRE,28109,2026-08-28,2026-08-29
NEW JERSEY,151427,2026-08-28,2026-08-29
NEW MEXICO,35955,2026-08-28,2026-08-29
NEW YORK,562369,2026-08-28,2026-08-29
NORTH CAROLINA,169988,2026-08-28,2026-08-29
NORTH DAKOTA,17901,2026-08-28,2026-08-29
NORTHERN MARIANA ISLANDS,3598,2026-08-28,2026-08-29
OHIO,235526,2026-08-28,2026-08-29
OKLAHOMA,56834,2026-08-28,2026-08-29
OREGON,93452,2026-08-28,2026-08-29
PENNSYLVANIA,239758,2026-08-28,2026-08-29
RHODE ISLAND,21437,2026-08-28,2026-08-29
SOUTH CAROLINA,88817,2026-08-28,2026-08-29
SOUTH DAKOTA,20722,2026-08-28,2026-08-29
TENNESSEE,119933,2026-08-28,2026-08-29
TEXAS,438753,2026-08-28,2026-08-29
UTAH,49165,2026-08-28,2026-08-29
VERMONT,12573,2026-08-28,2026-08-29
VIRGIN ISLANDS,1205,2026-08-28,2026-08-29
VIRGINIA,125965,2026-08-28,2026-08-29
WASHINGTON,108247,2026-08-28,2026-08-29
WEST VIRGINIA-PN (Non-Participating),NA,2026-08-28,2026-08-29
WEST VIRGINIA-RN,33086,2026-08-28,2026-08-29
WISCONSIN,115676,2026-08-28,2026-08-29
WYOMING,9200,2026-08-28,2026-08-29
TOTALS,6078324,2026-08-28,2026-08-29
