state,counts_rn,updated_date,scrape_date
ALABAMA,94625,2022-03-05,2022-03-07
ALASKA,18559,2022-03-05,2022-03-07
AMERICAN SAMOA,167,2022-03-05,2022-03-07
ARIZONA,104502,2022-03-05,2022-03-07
ARKANSAS,45021,2022-03-05,2022-03-07
CALIFORNIA-RN,468843,2022-03-05,2022-03-07
CALIFORNIA-VN (Non-Participating),NA,2022-03-05,2022-03-07
COLORADO,82450,2022-03-05,2022-03-07
CONNECTICUT,82802,2022-03-05,2022-03-07
DELAWARE,19591,2022-03-05,2022-03-07
DISTRICT OF COLUMBIA,30754,2022-03-05,2022-03-07
FLORIDA,351983,2022-03-05,2022-03-07
GEORGIA,135811,2022-03-05,2022-03-07
GUAM,1635,2022-03-05,2022-03-07
HAWAII,27808,2022-03-05,2022-03-07
IDAHO,26362,2022-03-05,2022-03-07
ILLINOIS,222163,2022-03-05,2022-03-07
INDIANA,121243,2022-03-05,2022-03-07
IOWA,58925,2022-03-05,2022-03-07
KANSAS,53388,2022-03-05,2022-03-07
KENTUCKY,73237,2022-03-05,2022-03-07
LOUISIANA-PN (Non-Participating),NA,2022-03-05,2022-03-07
LOUISIANA-RN,63377,2022-03-05,2022-03-07
MAINE,28110,2022-03-05,2022-03-07
MARYLAND,86167,2022-03-05,2022-03-07
MASSACHUSETTS,156042,2022-03-05,2022-03-07
MICHIGAN (Non-Participating),NA,2022-03-05,2022-03-07
MINNESOTA,120366,2022-03-05,2022-03-07
MISSISSIPPI,51038,2022-03-05,2022-03-07
MISSOURI,117567,2022-03-05,2022-03-07
MONTANA,19767,2022-03-05,2022-03-07
NEBRASKA,31647,2022-03-05,2022-03-07
NEVADA,52907,2022-03-05,2022-03-07
NEW HAMPSHIRE,25789,2022-03-05,2022-03-07
NEW JERSEY,141397,2022-03-05,2022-03-07
NEW MEXICO,30303,2022-03-05,2022-03-07
NEW YORK,359841,2022-03-05,2022-03-07
NORTH CAROLINA,149572,2022-03-05,2022-03-07
NORTH DAKOTA,16110,2022-03-05,2022-03-07
NORTHERN MARIANA ISLANDS,3261,2022-03-05,2022-03-07
OHIO,224513,2022-03-05,2022-03-07
OKLAHOMA,51680,2022-03-05,2022-03-07
OREGON,74202,2022-03-05,2022-03-07
PENNSYLVANIA,235516,2022-03-05,2022-03-07
RHODE ISLAND,27982,2022-03-05,2022-03-07
SOUTH CAROLINA,78495,2022-03-05,2022-03-07
SOUTH DAKOTA,19374,2022-03-05,2022-03-07
TENNESSEE,110940,2022-03-05,2022-03-07
TEXAS,368134,2022-03-05,2022-03-07
UTAH,41131,2022-03-05,2022-03-07
VERMONT,20693,2022-03-05,2022-03-07
VIRGIN ISLANDS,1334,2022-03-05,2022-03-07
VIRGINIA,112846,2022-03-05,2022-03-07
WASHINGTON,118857,2022-03-05,2022-03-07
WEST VIRGINIA-PN (Non-Participating),NA,2022-03-05,2022-03-07
WEST VIRGINIA-RN,33679,2022-03-05,2022-03-07
WISCONSIN,112848,2022-03-05,2022-03-07
WYOMING,9020,2022-03-05,2022-03-07
TOTALS,5114374,2022-03-05,2022-03-07
