state,counts_all,updated_date,scrape_date
ALABAMA,115918,2022-09-29,2022-09-29
ALASKA,21632,2022-09-29,2022-09-29
AMERICAN SAMOA,299,2022-09-29,2022-09-29
ARIZONA,116379,2022-09-29,2022-09-29
ARKANSAS,60116,2022-09-29,2022-09-29
CALIFORNIA,597171,2022-09-29,2022-09-29
COLORADO,95306,2022-09-29,2022-09-29
CONNECTICUT,101242,2022-09-29,2022-09-29
DELAWARE,23592,2022-09-29,2022-09-29
DISTRICT OF COLUMBIA,36985,2022-09-29,2022-09-29
FLORIDA,421319,2022-09-29,2022-09-29
GEORGIA,169266,2022-09-29,2022-09-29
GUAM,1457,2022-09-29,2022-09-29
HAWAII,33598,2022-09-29,2022-09-29
IDAHO,31356,2022-09-29,2022-09-29
ILLINOIS,258507,2022-09-29,2022-09-29
INDIANA,150680,2022-09-29,2022-09-29
IOWA,69869,2022-09-29,2022-09-29
KANSAS,63282,2022-09-29,2022-09-29
KENTUCKY,89857,2022-09-29,2022-09-29
LOUISIANA,87176,2022-09-29,2022-09-29
MAINE,30658,2022-09-29,2022-09-29
MARYLAND,99722,2022-09-29,2022-09-29
MASSACHUSETTS,186645,2022-09-29,2022-09-29
MICHIGAN (Non-Participating),NA,2022-09-29,2022-09-29
MINNESOTA,146307,2022-09-29,2022-09-29
MISSISSIPPI,66117,2022-09-29,2022-09-29
MISSOURI,143927,2022-09-29,2022-09-29
MONTANA,23640,2022-09-29,2022-09-29
NEBRASKA,38449,2022-09-29,2022-09-29
NEVADA,60835,2022-09-29,2022-09-29
NEW HAMPSHIRE,29740,2022-09-29,2022-09-29
NEW JERSEY,163560,2022-09-29,2022-09-29
NEW MEXICO,33764,2022-09-29,2022-09-29
NEW YORK,448837,2022-09-29,2022-09-29
NORTH CAROLINA,177244,2022-09-29,2022-09-29
NORTH DAKOTA,20475,2022-09-29,2022-09-29
NORTHERN MARIANA ISLANDS,3418,2022-09-29,2022-09-29
OHIO,292021,2022-09-29,2022-09-29
OKLAHOMA,67839,2022-09-29,2022-09-29
OREGON,86643,2022-09-29,2022-09-29
PENNSYLVANIA,289115,2022-09-29,2022-09-29
RHODE ISLAND,30810,2022-09-29,2022-09-29
SOUTH CAROLINA,89900,2022-09-29,2022-09-29
SOUTH DAKOTA,22414,2022-09-29,2022-09-29
TENNESSEE,142990,2022-09-29,2022-09-29
TEXAS,483348,2022-09-29,2022-09-29
UTAH,46069,2022-09-29,2022-09-29
VERMONT,23639,2022-09-29,2022-09-29
VIRGIN ISLANDS,1735,2022-09-29,2022-09-29
VIRGINIA,142431,2022-09-29,2022-09-29
WASHINGTON,137190,2022-09-29,2022-09-29
WEST VIRGINIA,43389,2022-09-29,2022-09-29
WISCONSIN,132401,2022-09-29,2022-09-29
WYOMING,10509,2022-09-29,2022-09-29
