state,counts_rn,updated_date,scrape_date
ALABAMA,98408,2022-10-10,2022-10-10
ALASKA,20932,2022-10-10,2022-10-10
AMERICAN SAMOA,167,2022-10-10,2022-10-10
ARIZONA,105940,2022-10-10,2022-10-10
ARKANSAS,45811,2022-10-10,2022-10-10
CALIFORNIA-RN,489183,2022-10-10,2022-10-10
CALIFORNIA-VN (Non-Participating),NA,2022-10-10,2022-10-10
COLORADO,87032,2022-10-10,2022-10-10
CONNECTICUT,87463,2022-10-10,2022-10-10
DELAWARE,20814,2022-10-10,2022-10-10
DISTRICT OF COLUMBIA,34850,2022-10-10,2022-10-10
FLORIDA,356982,2022-10-10,2022-10-10
GEORGIA,139281,2022-10-10,2022-10-10
GUAM,1239,2022-10-10,2022-10-10
HAWAII,31853,2022-10-10,2022-10-10
IDAHO,28209,2022-10-10,2022-10-10
ILLINOIS,232217,2022-10-10,2022-10-10
INDIANA,127226,2022-10-10,2022-10-10
IOWA,59944,2022-10-10,2022-10-10
KANSAS,53445,2022-10-10,2022-10-10
KENTUCKY,76501,2022-10-10,2022-10-10
LOUISIANA-PN (Non-Participating),NA,2022-10-10,2022-10-10
LOUISIANA-RN,65602,2022-10-10,2022-10-10
MAINE,28825,2022-10-10,2022-10-10
MARYLAND,88145,2022-10-10,2022-10-10
MASSACHUSETTS,166085,2022-10-10,2022-10-10
MICHIGAN (Non-Participating),NA,2022-10-10,2022-10-10
MINNESOTA,127167,2022-10-10,2022-10-10
MISSISSIPPI,52654,2022-10-10,2022-10-10
MISSOURI,121472,2022-10-10,2022-10-10
MONTANA,21327,2022-10-10,2022-10-10
NEBRASKA,32899,2022-10-10,2022-10-10
NEVADA,56209,2022-10-10,2022-10-10
NEW HAMPSHIRE,26600,2022-10-10,2022-10-10
NEW JERSEY,140501,2022-10-10,2022-10-10
NEW MEXICO,31204,2022-10-10,2022-10-10
NEW YORK,378969,2022-10-10,2022-10-10
NORTH CAROLINA,153813,2022-10-10,2022-10-10
NORTH DAKOTA,17235,2022-10-10,2022-10-10
NORTHERN MARIANA ISLANDS,3380,2022-10-10,2022-10-10
OHIO,237047,2022-10-10,2022-10-10
OKLAHOMA,50896,2022-10-10,2022-10-10
OREGON,80586,2022-10-10,2022-10-10
PENNSYLVANIA,242302,2022-10-10,2022-10-10
RHODE ISLAND,28223,2022-10-10,2022-10-10
SOUTH CAROLINA,78070,2022-10-10,2022-10-10
SOUTH DAKOTA,19715,2022-10-10,2022-10-10
TENNESSEE,112989,2022-10-10,2022-10-10
TEXAS,378566,2022-10-10,2022-10-10
UTAH,43561,2022-10-10,2022-10-10
VERMONT,21842,2022-10-10,2022-10-10
VIRGIN ISLANDS,1649,2022-10-10,2022-10-10
VIRGINIA,115453,2022-10-10,2022-10-10
WASHINGTON,126338,2022-10-10,2022-10-10
WEST VIRGINIA-PN (Non-Participating),NA,2022-10-10,2022-10-10
WEST VIRGINIA-RN,35650,2022-10-10,2022-10-10
WISCONSIN,116626,2022-10-10,2022-10-10
WYOMING,9542,2022-10-10,2022-10-10
TOTALS,5308639,2022-10-10,2022-10-10
