state,counts_rn,updated_date,scrape_date
ALABAMA,87548,2024-11-22,2024-11-24
ALASKA,23895,2024-11-22,2024-11-24
AMERICAN SAMOA,60,2024-11-22,2024-11-24
ARIZONA,114328,2024-11-22,2024-11-24
ARKANSAS,47779,2024-11-22,2024-11-24
CALIFORNIA-RN,545960,2024-11-22,2024-11-24
CALIFORNIA-VN (Non-Participating),NA,2024-11-22,2024-11-24
COLORADO,92730,2024-11-22,2024-11-24
CONNECTICUT,82668,2024-11-22,2024-11-24
DELAWARE,21484,2024-11-22,2024-11-24
DISTRICT OF COLUMBIA,41314,2024-11-22,2024-11-24
FLORIDA,380662,2024-11-22,2024-11-24
GEORGIA,146540,2024-11-22,2024-11-24
GUAM,1232,2024-11-22,2024-11-24
HAWAII,38162,2024-11-22,2024-11-24
IDAHO,29564,2024-11-22,2024-11-24
ILLINOIS,254139,2024-11-22,2024-11-24
INDIANA,131546,2024-11-22,2024-11-24
IOWA,58254,2024-11-22,2024-11-24
KANSAS,53266,2024-11-22,2024-11-24
KENTUCKY,74948,2024-11-22,2024-11-24
LOUISIANA-PN (Non-Participating),NA,2024-11-22,2024-11-24
LOUISIANA-RN,67091,2024-11-22,2024-11-24
MAINE,28924,2024-11-22,2024-11-24
MARYLAND,89691,2024-11-22,2024-11-24
MASSACHUSETTS,156916,2024-11-22,2024-11-24
MICHIGAN,175398,2024-11-22,2024-11-24
MINNESOTA,134543,2024-11-22,2024-11-24
MISSISSIPPI,54922,2024-11-22,2024-11-24
MISSOURI,124352,2024-11-22,2024-11-24
MONTANA,25082,2024-11-22,2024-11-24
NEBRASKA,31030,2024-11-22,2024-11-24
NEVADA,60571,2024-11-22,2024-11-24
NEW HAMPSHIRE,27348,2024-11-22,2024-11-24
NEW JERSEY,148400,2024-11-22,2024-11-24
NEW MEXICO,34106,2024-11-22,2024-11-24
NEW YORK,483458,2024-11-22,2024-11-24
NORTH CAROLINA,162122,2024-11-22,2024-11-24
NORTH DAKOTA,17892,2024-11-22,2024-11-24
NORTHERN MARIANA ISLANDS,4615,2024-11-22,2024-11-24
OHIO,233433,2024-11-22,2024-11-24
OKLAHOMA,53128,2024-11-22,2024-11-24
OREGON,86368,2024-11-22,2024-11-24
PENNSYLVANIA,237119,2024-11-22,2024-11-24
RHODE ISLAND,25643,2024-11-22,2024-11-24
SOUTH CAROLINA,83806,2024-11-22,2024-11-24
SOUTH DAKOTA,19993,2024-11-22,2024-11-24
TENNESSEE,116746,2024-11-22,2024-11-24
TEXAS,415649,2024-11-22,2024-11-24
UTAH,47583,2024-11-22,2024-11-24
VERMONT,13088,2024-11-22,2024-11-24
VIRGIN ISLANDS,1306,2024-11-22,2024-11-24
VIRGINIA,121185,2024-11-22,2024-11-24
WASHINGTON,108224,2024-11-22,2024-11-24
WEST VIRGINIA-PN (Non-Participating),NA,2024-11-22,2024-11-24
WEST VIRGINIA-RN,33400,2024-11-22,2024-11-24
WISCONSIN,114194,2024-11-22,2024-11-24
WYOMING,9565,2024-11-22,2024-11-24
TOTALS,5772970,2024-11-22,2024-11-24
