state,counts_rn,updated_date,scrape_date
ALABAMA,96994,2022-07-25,2022-07-26
ALASKA,20117,2022-07-25,2022-07-26
AMERICAN SAMOA,167,2022-07-25,2022-07-26
ARIZONA,107823,2022-07-25,2022-07-26
ARKANSAS,45799,2022-07-25,2022-07-26
CALIFORNIA-RN,481603,2022-07-25,2022-07-26
CALIFORNIA-VN (Non-Participating),NA,2022-07-25,2022-07-26
COLORADO,85539,2022-07-25,2022-07-26
CONNECTICUT,86484,2022-07-25,2022-07-26
DELAWARE,20464,2022-07-25,2022-07-26
DISTRICT OF COLUMBIA,32881,2022-07-25,2022-07-26
FLORIDA,358399,2022-07-25,2022-07-26
GEORGIA,137705,2022-07-25,2022-07-26
GUAM,1568,2022-07-25,2022-07-26
HAWAII,30640,2022-07-25,2022-07-26
IDAHO,27710,2022-07-25,2022-07-26
ILLINOIS,227258,2022-07-25,2022-07-26
INDIANA,125386,2022-07-25,2022-07-26
IOWA,59563,2022-07-25,2022-07-26
KANSAS,53820,2022-07-25,2022-07-26
KENTUCKY,75747,2022-07-25,2022-07-26
LOUISIANA-PN (Non-Participating),NA,2022-07-25,2022-07-26
LOUISIANA-RN,65020,2022-07-25,2022-07-26
MAINE,28740,2022-07-25,2022-07-26
MARYLAND,88013,2022-07-25,2022-07-26
MASSACHUSETTS,162095,2022-07-25,2022-07-26
MICHIGAN (Non-Participating),NA,2022-07-25,2022-07-26
MINNESOTA,123780,2022-07-25,2022-07-26
MISSISSIPPI,52299,2022-07-25,2022-07-26
MISSOURI,120433,2022-07-25,2022-07-26
MONTANA,20841,2022-07-25,2022-07-26
NEBRASKA,32546,2022-07-25,2022-07-26
NEVADA,55445,2022-07-25,2022-07-26
NEW HAMPSHIRE,26337,2022-07-25,2022-07-26
NEW JERSEY,137541,2022-07-25,2022-07-26
NEW MEXICO,31051,2022-07-25,2022-07-26
NEW YORK,369750,2022-07-25,2022-07-26
NORTH CAROLINA,153258,2022-07-25,2022-07-26
NORTH DAKOTA,16923,2022-07-25,2022-07-26
NORTHERN MARIANA ISLANDS,3719,2022-07-25,2022-07-26
OHIO,233293,2022-07-25,2022-07-26
OKLAHOMA,51592,2022-07-25,2022-07-26
OREGON,78624,2022-07-25,2022-07-26
PENNSYLVANIA,237222,2022-07-25,2022-07-26
RHODE ISLAND,27614,2022-07-25,2022-07-26
SOUTH CAROLINA,76630,2022-07-25,2022-07-26
SOUTH DAKOTA,19661,2022-07-25,2022-07-26
TENNESSEE,112258,2022-07-25,2022-07-26
TEXAS,376529,2022-07-25,2022-07-26
UTAH,42708,2022-07-25,2022-07-26
VERMONT,21639,2022-07-25,2022-07-26
VIRGIN ISLANDS,1574,2022-07-25,2022-07-26
VIRGINIA,114603,2022-07-25,2022-07-26
WASHINGTON,124544,2022-07-25,2022-07-26
WEST VIRGINIA-PN (Non-Participating),NA,2022-07-25,2022-07-26
WEST VIRGINIA-RN,35095,2022-07-25,2022-07-26
WISCONSIN,115472,2022-07-25,2022-07-26
WYOMING,9382,2022-07-25,2022-07-26
TOTALS,5241898,2022-07-25,2022-07-26
