state,counts_lpn,updated_date,scrape_date
ALABAMA,17067,2021-10-19,2021-10-20
ALASKA,732,2021-10-19,2021-10-20
AMERICAN SAMOA,131,2021-10-19,2021-10-20
ARIZONA,10714,2021-10-19,2021-10-20
ARKANSAS,14274,2021-10-19,2021-10-20
CALIFORNIA-RN (Non-Participating),NA,2021-10-19,2021-10-20
CALIFORNIA-VN,105545,2021-10-19,2021-10-20
COLORADO,7925,2021-10-19,2021-10-20
CONNECTICUT,13694,2021-10-19,2021-10-20
DELAWARE,3138,2021-10-19,2021-10-20
DISTRICT OF COLUMBIA,2157,2021-10-19,2021-10-20
FLORIDA,60331,2021-10-19,2021-10-20
GEORGIA,29472,2021-10-19,2021-10-20
GUAM,197,2021-10-19,2021-10-20
HAWAII,1627,2021-10-19,2021-10-20
IDAHO,3469,2021-10-19,2021-10-20
ILLINOIS,25346,2021-10-19,2021-10-20
INDIANA,22682,2021-10-19,2021-10-20
IOWA,10156,2021-10-19,2021-10-20
KANSAS,9745,2021-10-19,2021-10-20
KENTUCKY,13778,2021-10-19,2021-10-20
LOUISIANA-PN,21702,2021-10-19,2021-10-20
LOUISIANA-RN (Non-Participating),NA,2021-10-19,2021-10-20
MAINE,1900,2021-10-19,2021-10-20
MARYLAND,11311,2021-10-19,2021-10-20
MASSACHUSETTS,20424,2021-10-19,2021-10-20
MICHIGAN (Non-Participating),NA,2021-10-19,2021-10-20
MINNESOTA,19807,2021-10-19,2021-10-20
MISSISSIPPI,14058,2021-10-19,2021-10-20
MISSOURI,24386,2021-10-19,2021-10-20
MONTANA,2398,2021-10-19,2021-10-20
NEBRASKA,6121,2021-10-19,2021-10-20
NEVADA,4381,2021-10-19,2021-10-20
NEW HAMPSHIRE,3089,2021-10-19,2021-10-20
NEW JERSEY,23551,2021-10-19,2021-10-20
NEW MEXICO,2488,2021-10-19,2021-10-20
NEW YORK,86530,2021-10-19,2021-10-20
NORTH CAROLINA,22772,2021-10-19,2021-10-20
NORTH DAKOTA,3415,2021-10-19,2021-10-20
NORTHERN MARIANA ISLANDS,45,2021-10-19,2021-10-20
OHIO,52986,2021-10-19,2021-10-20
OKLAHOMA,15886,2021-10-19,2021-10-20
OREGON,5992,2021-10-19,2021-10-20
PENNSYLVANIA,52054,2021-10-19,2021-10-20
RHODE ISLAND,2471,2021-10-19,2021-10-20
SOUTH CAROLINA,12213,2021-10-19,2021-10-20
SOUTH DAKOTA,2678,2021-10-19,2021-10-20
TENNESSEE,30001,2021-10-19,2021-10-20
TEXAS,106212,2021-10-19,2021-10-20
UTAH,2750,2021-10-19,2021-10-20
VERMONT,2519,2021-10-19,2021-10-20
VIRGIN ISLANDS,91,2021-10-19,2021-10-20
VIRGINIA,26999,2021-10-19,2021-10-20
WASHINGTON,11084,2021-10-19,2021-10-20
WEST VIRGINIA-PN,7846,2021-10-19,2021-10-20
WEST VIRGINIA-RN (Non-Participating),NA,2021-10-19,2021-10-20
WISCONSIN,14910,2021-10-19,2021-10-20
WYOMING,841,2021-10-19,2021-10-20
TOTALS,968091,2021-10-19,2021-10-20
