state,counts_lpn,updated_date,scrape_date
ALABAMA,15828,2025-03-25,2025-03-25
ALASKA,714,2025-03-25,2025-03-25
AMERICAN SAMOA,14,2025-03-25,2025-03-25
ARIZONA,11058,2025-03-25,2025-03-25
ARKANSAS,13793,2025-03-25,2025-03-25
CALIFORNIA-RN (Non-Participating),NA,2025-03-25,2025-03-25
CALIFORNIA-VN,113889,2025-03-25,2025-03-25
COLORADO,7441,2025-03-25,2025-03-25
CONNECTICUT,12639,2025-03-25,2025-03-25
DELAWARE,3109,2025-03-25,2025-03-25
DISTRICT OF COLUMBIA,2865,2025-03-25,2025-03-25
FLORIDA,65657,2025-03-25,2025-03-25
GEORGIA,30552,2025-03-25,2025-03-25
GUAM,190,2025-03-25,2025-03-25
HAWAII,2247,2025-03-25,2025-03-25
IDAHO,3232,2025-03-25,2025-03-25
ILLINOIS,27539,2025-03-25,2025-03-25
INDIANA,20311,2025-03-25,2025-03-25
IOWA,8722,2025-03-25,2025-03-25
KANSAS,9114,2025-03-25,2025-03-25
KENTUCKY,12502,2025-03-25,2025-03-25
LOUISIANA-PN,21284,2025-03-25,2025-03-25
LOUISIANA-RN (Non-Participating),NA,2025-03-25,2025-03-25
MAINE,1645,2025-03-25,2025-03-25
MARYLAND,11182,2025-03-25,2025-03-25
MASSACHUSETTS,20310,2025-03-25,2025-03-25
MICHIGAN,20649,2025-03-25,2025-03-25
MINNESOTA,17552,2025-03-25,2025-03-25
MISSISSIPPI,14325,2025-03-25,2025-03-25
MISSOURI,22856,2025-03-25,2025-03-25
MONTANA,2124,2025-03-25,2025-03-25
NEBRASKA,5396,2025-03-25,2025-03-25
NEVADA,4760,2025-03-25,2025-03-25
NEW HAMPSHIRE,3177,2025-03-25,2025-03-25
NEW JERSEY,24367,2025-03-25,2025-03-25
NEW MEXICO,2413,2025-03-25,2025-03-25
NEW YORK,76573,2025-03-25,2025-03-25
NORTH CAROLINA,22960,2025-03-25,2025-03-25
NORTH DAKOTA,2632,2025-03-25,2025-03-25
NORTHERN MARIANA ISLANDS,54,2025-03-25,2025-03-25
OHIO,50915,2025-03-25,2025-03-25
OKLAHOMA,17093,2025-03-25,2025-03-25
OREGON,6536,2025-03-25,2025-03-25
PENNSYLVANIA,49470,2025-03-25,2025-03-25
RHODE ISLAND,2310,2025-03-25,2025-03-25
SOUTH CAROLINA,12358,2025-03-25,2025-03-25
SOUTH DAKOTA,2763,2025-03-25,2025-03-25
TENNESSEE,29285,2025-03-25,2025-03-25
TEXAS,101559,2025-03-25,2025-03-25
UTAH,2665,2025-03-25,2025-03-25
VERMONT,1566,2025-03-25,2025-03-25
VIRGIN ISLANDS,77,2025-03-25,2025-03-25
VIRGINIA,26277,2025-03-25,2025-03-25
WASHINGTON,10313,2025-03-25,2025-03-25
WEST VIRGINIA-PN,7624,2025-03-25,2025-03-25
WEST VIRGINIA-RN (Non-Participating),NA,2025-03-25,2025-03-25
WISCONSIN,12402,2025-03-25,2025-03-25
WYOMING,704,2025-03-25,2025-03-25
TOTALS,969592,2025-03-25,2025-03-25
