state,counts_rn,updated_date,scrape_date
ALABAMA,88204,2025-04-12,2025-04-13
ALASKA,19603,2025-04-12,2025-04-13
AMERICAN SAMOA,110,2025-04-12,2025-04-13
ARIZONA,116421,2025-04-12,2025-04-13
ARKANSAS,48175,2025-04-12,2025-04-13
CALIFORNIA-RN,561564,2025-04-12,2025-04-13
CALIFORNIA-VN (Non-Participating),NA,2025-04-12,2025-04-13
COLORADO,89689,2025-04-12,2025-04-13
CONNECTICUT,81314,2025-04-12,2025-04-13
DELAWARE,21910,2025-04-12,2025-04-13
DISTRICT OF COLUMBIA,44057,2025-04-12,2025-04-13
FLORIDA,386365,2025-04-12,2025-04-13
GEORGIA,143711,2025-04-12,2025-04-13
GUAM,1273,2025-04-12,2025-04-13
HAWAII,40308,2025-04-12,2025-04-13
IDAHO,30516,2025-04-12,2025-04-13
ILLINOIS,239283,2025-04-12,2025-04-13
INDIANA,134100,2025-04-12,2025-04-13
IOWA,58345,2025-04-12,2025-04-13
KANSAS,53086,2025-04-12,2025-04-13
KENTUCKY,76874,2025-04-12,2025-04-13
LOUISIANA-PN (Non-Participating),NA,2025-04-12,2025-04-13
LOUISIANA-RN,66683,2025-04-12,2025-04-13
MAINE,28792,2025-04-12,2025-04-13
MARYLAND,89927,2025-04-12,2025-04-13
MASSACHUSETTS,161229,2025-04-12,2025-04-13
MICHIGAN,177357,2025-04-12,2025-04-13
MINNESOTA,134818,2025-04-12,2025-04-13
MISSISSIPPI,52082,2025-04-12,2025-04-13
MISSOURI,123480,2025-04-12,2025-04-13
MONTANA,24735,2025-04-12,2025-04-13
NEBRASKA,31612,2025-04-12,2025-04-13
NEVADA,61126,2025-04-12,2025-04-13
NEW HAMPSHIRE,27457,2025-04-12,2025-04-13
NEW JERSEY,151695,2025-04-12,2025-04-13
NEW MEXICO,34199,2025-04-12,2025-04-13
NEW YORK,499963,2025-04-12,2025-04-13
NORTH CAROLINA,162372,2025-04-12,2025-04-13
NORTH DAKOTA,17053,2025-04-12,2025-04-13
NORTHERN MARIANA ISLANDS,4435,2025-04-12,2025-04-13
OHIO,236636,2025-04-12,2025-04-13
OKLAHOMA,53738,2025-04-12,2025-04-13
OREGON,89068,2025-04-12,2025-04-13
PENNSYLVANIA,241058,2025-04-12,2025-04-13
RHODE ISLAND,20494,2025-04-12,2025-04-13
SOUTH CAROLINA,86013,2025-04-12,2025-04-13
SOUTH DAKOTA,20076,2025-04-12,2025-04-13
TENNESSEE,116777,2025-04-12,2025-04-13
TEXAS,420142,2025-04-12,2025-04-13
UTAH,44080,2025-04-12,2025-04-13
VERMONT,10791,2025-04-12,2025-04-13
VIRGIN ISLANDS,1290,2025-04-12,2025-04-13
VIRGINIA,121582,2025-04-12,2025-04-13
WASHINGTON,108321,2025-04-12,2025-04-13
WEST VIRGINIA-PN (Non-Participating),NA,2025-04-12,2025-04-13
WEST VIRGINIA-RN,34360,2025-04-12,2025-04-13
WISCONSIN,116935,2025-04-12,2025-04-13
WYOMING,8337,2025-04-12,2025-04-13
TOTALS,5813621,2025-04-12,2025-04-13
