state,counts_lpn,updated_date,scrape_date
ALABAMA,16942,2021-09-18,2021-09-20
ALASKA,719,2021-09-18,2021-09-20
AMERICAN SAMOA,131,2021-09-18,2021-09-20
ARIZONA,10644,2021-09-18,2021-09-20
ARKANSAS,14367,2021-09-18,2021-09-20
CALIFORNIA-RN (Non-Participating),NA,2021-09-18,2021-09-20
CALIFORNIA-VN,105450,2021-09-18,2021-09-20
COLORADO,7861,2021-09-18,2021-09-20
CONNECTICUT,13641,2021-09-18,2021-09-20
DELAWARE,3115,2021-09-18,2021-09-20
DISTRICT OF COLUMBIA,2138,2021-09-18,2021-09-20
FLORIDA,59792,2021-09-18,2021-09-20
GEORGIA,29366,2021-09-18,2021-09-20
GUAM,197,2021-09-18,2021-09-20
HAWAII,1600,2021-09-18,2021-09-20
IDAHO,3457,2021-09-18,2021-09-20
ILLINOIS,25146,2021-09-18,2021-09-20
INDIANA,22546,2021-09-18,2021-09-20
IOWA,11722,2021-09-18,2021-09-20
KANSAS,9805,2021-09-18,2021-09-20
KENTUCKY,13746,2021-09-18,2021-09-20
LOUISIANA-PN,21627,2021-09-18,2021-09-20
LOUISIANA-RN (Non-Participating),NA,2021-09-18,2021-09-20
MAINE,1899,2021-09-18,2021-09-20
MARYLAND,11343,2021-09-18,2021-09-20
MASSACHUSETTS,20617,2021-09-18,2021-09-20
MICHIGAN (Non-Participating),NA,2021-09-18,2021-09-20
MINNESOTA,19902,2021-09-18,2021-09-20
MISSISSIPPI,13965,2021-09-18,2021-09-20
MISSOURI,24259,2021-09-18,2021-09-20
MONTANA,2388,2021-09-18,2021-09-20
NEBRASKA,6139,2021-09-18,2021-09-20
NEVADA,4381,2021-09-18,2021-09-20
NEW HAMPSHIRE,3087,2021-09-18,2021-09-20
NEW JERSEY,23431,2021-09-18,2021-09-20
NEW MEXICO,2482,2021-09-18,2021-09-20
NEW YORK,86327,2021-09-18,2021-09-20
NORTH CAROLINA,22726,2021-09-18,2021-09-20
NORTH DAKOTA,3381,2021-09-18,2021-09-20
NORTHERN MARIANA ISLANDS,45,2021-09-18,2021-09-20
OHIO,52698,2021-09-18,2021-09-20
OKLAHOMA,16068,2021-09-18,2021-09-20
OREGON,5959,2021-09-18,2021-09-20
PENNSYLVANIA,51810,2021-09-18,2021-09-20
RHODE ISLAND,2415,2021-09-18,2021-09-20
SOUTH CAROLINA,12104,2021-09-18,2021-09-20
SOUTH DAKOTA,2681,2021-09-18,2021-09-20
TENNESSEE,29964,2021-09-18,2021-09-20
TEXAS,106249,2021-09-18,2021-09-20
UTAH,2759,2021-09-18,2021-09-20
VERMONT,2475,2021-09-18,2021-09-20
VIRGIN ISLANDS,91,2021-09-18,2021-09-20
VIRGINIA,27109,2021-09-18,2021-09-20
WASHINGTON,11045,2021-09-18,2021-09-20
WEST VIRGINIA-PN,7764,2021-09-18,2021-09-20
WEST VIRGINIA-RN (Non-Participating),NA,2021-09-18,2021-09-20
WISCONSIN,14853,2021-09-18,2021-09-20
WYOMING,834,2021-09-18,2021-09-20
TOTALS,967262,2021-09-18,2021-09-20
