state,counts_rn,updated_date,scrape_date
ALABAMA,87618,2024-09-21,2024-09-22
ALASKA,23427,2024-09-21,2024-09-22
AMERICAN SAMOA,56,2024-09-21,2024-09-22
ARIZONA,113308,2024-09-21,2024-09-22
ARKANSAS,47938,2024-09-21,2024-09-22
CALIFORNIA-RN,539463,2024-09-21,2024-09-22
CALIFORNIA-VN (Non-Participating),NA,2024-09-21,2024-09-22
COLORADO,92178,2024-09-21,2024-09-22
CONNECTICUT,82384,2024-09-21,2024-09-22
DELAWARE,21259,2024-09-21,2024-09-22
DISTRICT OF COLUMBIA,48498,2024-09-21,2024-09-22
FLORIDA,377319,2024-09-21,2024-09-22
GEORGIA,145400,2024-09-21,2024-09-22
GUAM,1188,2024-09-21,2024-09-22
HAWAII,37099,2024-09-21,2024-09-22
IDAHO,29233,2024-09-21,2024-09-22
ILLINOIS,250624,2024-09-21,2024-09-22
INDIANA,130683,2024-09-21,2024-09-22
IOWA,58399,2024-09-21,2024-09-22
KANSAS,53507,2024-09-21,2024-09-22
KENTUCKY,78056,2024-09-21,2024-09-22
LOUISIANA-PN (Non-Participating),NA,2024-09-21,2024-09-22
LOUISIANA-RN,67041,2024-09-21,2024-09-22
MAINE,29025,2024-09-21,2024-09-22
MARYLAND,89933,2024-09-21,2024-09-22
MASSACHUSETTS,165904,2024-09-21,2024-09-22
MICHIGAN,176771,2024-09-21,2024-09-22
MINNESOTA,135111,2024-09-21,2024-09-22
MISSISSIPPI,54818,2024-09-21,2024-09-22
MISSOURI,123853,2024-09-21,2024-09-22
MONTANA,24601,2024-09-21,2024-09-22
NEBRASKA,34320,2024-09-21,2024-09-22
NEVADA,60355,2024-09-21,2024-09-22
NEW HAMPSHIRE,27342,2024-09-21,2024-09-22
NEW JERSEY,147371,2024-09-21,2024-09-22
NEW MEXICO,34041,2024-09-21,2024-09-22
NEW YORK,476950,2024-09-21,2024-09-22
NORTH CAROLINA,162165,2024-09-21,2024-09-22
NORTH DAKOTA,17714,2024-09-21,2024-09-22
NORTHERN MARIANA ISLANDS,4696,2024-09-21,2024-09-22
OHIO,232071,2024-09-21,2024-09-22
OKLAHOMA,53577,2024-09-21,2024-09-22
OREGON,86247,2024-09-21,2024-09-22
PENNSYLVANIA,244937,2024-09-21,2024-09-22
RHODE ISLAND,25389,2024-09-21,2024-09-22
SOUTH CAROLINA,82937,2024-09-21,2024-09-22
SOUTH DAKOTA,19989,2024-09-21,2024-09-22
TENNESSEE,116911,2024-09-21,2024-09-22
TEXAS,415002,2024-09-21,2024-09-22
UTAH,47006,2024-09-21,2024-09-22
VERMONT,12947,2024-09-21,2024-09-22
VIRGIN ISLANDS,1276,2024-09-21,2024-09-22
VIRGINIA,120918,2024-09-21,2024-09-22
WASHINGTON,108783,2024-09-21,2024-09-22
WEST VIRGINIA-PN (Non-Participating),NA,2024-09-21,2024-09-22
WEST VIRGINIA-RN,38313,2024-09-21,2024-09-22
WISCONSIN,113196,2024-09-21,2024-09-22
WYOMING,9467,2024-09-21,2024-09-22
TOTALS,5778614,2024-09-21,2024-09-22
