state,counts_lpn,updated_date,scrape_date
ALABAMA,17638,2022-12-22,2022-12-22
ALASKA,625,2022-12-22,2022-12-22
AMERICAN SAMOA,132,2022-12-22,2022-12-22
ARIZONA,10999,2022-12-22,2022-12-22
ARKANSAS,14051,2022-12-22,2022-12-22
CALIFORNIA-RN (Non-Participating),NA,2022-12-22,2022-12-22
CALIFORNIA-VN,107719,2022-12-22,2022-12-22
COLORADO,7541,2022-12-22,2022-12-22
CONNECTICUT,14406,2022-12-22,2022-12-22
DELAWARE,2896,2022-12-22,2022-12-22
DISTRICT OF COLUMBIA,2330,2022-12-22,2022-12-22
FLORIDA,66356,2022-12-22,2022-12-22
GEORGIA,30590,2022-12-22,2022-12-22
GUAM,225,2022-12-22,2022-12-22
HAWAII,1993,2022-12-22,2022-12-22
IDAHO,3271,2022-12-22,2022-12-22
ILLINOIS,27170,2022-12-22,2022-12-22
INDIANA,20444,2022-12-22,2022-12-22
IOWA,9131,2022-12-22,2022-12-22
KANSAS,9397,2022-12-22,2022-12-22
KENTUCKY,12636,2022-12-22,2022-12-22
LOUISIANA-PN,21868,2022-12-22,2022-12-22
LOUISIANA-RN (Non-Participating),NA,2022-12-22,2022-12-22
MAINE,1832,2022-12-22,2022-12-22
MARYLAND,11167,2022-12-22,2022-12-22
MASSACHUSETTS,21224,2022-12-22,2022-12-22
MICHIGAN (Non-Participating),NA,2022-12-22,2022-12-22
MINNESOTA,18795,2022-12-22,2022-12-22
MISSISSIPPI,13602,2022-12-22,2022-12-22
MISSOURI,22839,2022-12-22,2022-12-22
MONTANA,2407,2022-12-22,2022-12-22
NEBRASKA,5601,2022-12-22,2022-12-22
NEVADA,4638,2022-12-22,2022-12-22
NEW HAMPSHIRE,3099,2022-12-22,2022-12-22
NEW JERSEY,23766,2022-12-22,2022-12-22
NEW MEXICO,2406,2022-12-22,2022-12-22
NEW YORK,70823,2022-12-22,2022-12-22
NORTH CAROLINA,22980,2022-12-22,2022-12-22
NORTH DAKOTA,3323,2022-12-22,2022-12-22
NORTHERN MARIANA ISLANDS,59,2022-12-22,2022-12-22
OHIO,49858,2022-12-22,2022-12-22
OKLAHOMA,16772,2022-12-22,2022-12-22
OREGON,6172,2022-12-22,2022-12-22
PENNSYLVANIA,48912,2022-12-22,2022-12-22
RHODE ISLAND,2779,2022-12-22,2022-12-22
SOUTH CAROLINA,12170,2022-12-22,2022-12-22
SOUTH DAKOTA,2674,2022-12-22,2022-12-22
TENNESSEE,29935,2022-12-22,2022-12-22
TEXAS,104081,2022-12-22,2022-12-22
UTAH,2623,2022-12-22,2022-12-22
VERMONT,1845,2022-12-22,2022-12-22
VIRGIN ISLANDS,91,2022-12-22,2022-12-22
VIRGINIA,26727,2022-12-22,2022-12-22
WASHINGTON,11142,2022-12-22,2022-12-22
WEST VIRGINIA-PN,7941,2022-12-22,2022-12-22
WEST VIRGINIA-RN (Non-Participating),NA,2022-12-22,2022-12-22
WISCONSIN,16140,2022-12-22,2022-12-22
WYOMING,1003,2022-12-22,2022-12-22
TOTALS,950844,2022-12-22,2022-12-22
