state,counts_all,updated_date,scrape_date
ALABAMA,103184,2025-01-18,2025-01-18
ALASKA,19246,2025-01-18,2025-01-18
AMERICAN SAMOA,72,2025-01-18,2025-01-18
ARIZONA,126061,2025-01-18,2025-01-18
ARKANSAS,62007,2025-01-18,2025-01-18
CALIFORNIA,664446,2025-01-18,2025-01-18
COLORADO,95399,2025-01-18,2025-01-18
CONNECTICUT,94911,2025-01-18,2025-01-18
DELAWARE,24765,2025-01-18,2025-01-18
DISTRICT OF COLUMBIA,45007,2025-01-18,2025-01-18
FLORIDA,447091,2025-01-18,2025-01-18
GEORGIA,177441,2025-01-18,2025-01-18
GUAM,1442,2025-01-18,2025-01-18
HAWAII,41111,2025-01-18,2025-01-18
IDAHO,33229,2025-01-18,2025-01-18
ILLINOIS,284022,2025-01-18,2025-01-18
INDIANA,152278,2025-01-18,2025-01-18
IOWA,66708,2025-01-18,2025-01-18
KANSAS,62196,2025-01-18,2025-01-18
KENTUCKY,88642,2025-01-18,2025-01-18
LOUISIANA,89483,2025-01-18,2025-01-18
MAINE,30509,2025-01-18,2025-01-18
MARYLAND,100646,2025-01-18,2025-01-18
MASSACHUSETTS,178027,2025-01-18,2025-01-18
MICHIGAN,196388,2025-01-18,2025-01-18
MINNESOTA,151615,2025-01-18,2025-01-18
MISSISSIPPI,65261,2025-01-18,2025-01-18
MISSOURI,147069,2025-01-18,2025-01-18
MONTANA,27749,2025-01-18,2025-01-18
NEBRASKA,36571,2025-01-18,2025-01-18
NEVADA,65073,2025-01-18,2025-01-18
NEW HAMPSHIRE,30615,2025-01-18,2025-01-18
NEW JERSEY,173633,2025-01-18,2025-01-18
NEW MEXICO,36489,2025-01-18,2025-01-18
NEW YORK,565987,2025-01-18,2025-01-18
NORTH CAROLINA,185162,2025-01-18,2025-01-18
NORTH DAKOTA,19362,2025-01-18,2025-01-18
NORTHERN MARIANA ISLANDS,4575,2025-01-18,2025-01-18
OHIO,284773,2025-01-18,2025-01-18
OKLAHOMA,70103,2025-01-18,2025-01-18
OREGON,93593,2025-01-18,2025-01-18
PENNSYLVANIA,287441,2025-01-18,2025-01-18
RHODE ISLAND,28505,2025-01-18,2025-01-18
SOUTH CAROLINA,96683,2025-01-18,2025-01-18
SOUTH DAKOTA,22751,2025-01-18,2025-01-18
TENNESSEE,145752,2025-01-18,2025-01-18
TEXAS,517385,2025-01-18,2025-01-18
UTAH,50387,2025-01-18,2025-01-18
VERMONT,14738,2025-01-18,2025-01-18
VIRGIN ISLANDS,1405,2025-01-18,2025-01-18
VIRGINIA,147201,2025-01-18,2025-01-18
WASHINGTON,118600,2025-01-18,2025-01-18
WEST VIRGINIA,41220,2025-01-18,2025-01-18
WISCONSIN,127073,2025-01-18,2025-01-18
WYOMING,8876,2025-01-18,2025-01-18
