state,counts_lpn,updated_date,scrape_date
ALABAMA,16813,2026-01-05,2026-01-05
ALASKA,850,2026-01-05,2026-01-05
AMERICAN SAMOA,69,2026-01-05,2026-01-05
ARIZONA,10911,2026-01-05,2026-01-05
ARKANSAS,13790,2026-01-05,2026-01-05
CALIFORNIA-RN (Non-Participating),NA,2026-01-05,2026-01-05
CALIFORNIA-VN,115536,2026-01-05,2026-01-05
COLORADO,7909,2026-01-05,2026-01-05
CONNECTICUT,12809,2026-01-05,2026-01-05
DELAWARE,3390,2026-01-05,2026-01-05
DISTRICT OF COLUMBIA,3041,2026-01-05,2026-01-05
FLORIDA,59436,2026-01-05,2026-01-05
GEORGIA,28318,2026-01-05,2026-01-05
GUAM,181,2026-01-05,2026-01-05
HAWAII,1836,2026-01-05,2026-01-05
IDAHO,3463,2026-01-05,2026-01-05
ILLINOIS,25364,2026-01-05,2026-01-05
INDIANA,21405,2026-01-05,2026-01-05
IOWA,8827,2026-01-05,2026-01-05
KANSAS,9023,2026-01-05,2026-01-05
KENTUCKY,12334,2026-01-05,2026-01-05
LOUISIANA-PN,22331,2026-01-05,2026-01-05
LOUISIANA-RN (Non-Participating),NA,2026-01-05,2026-01-05
MAINE,1571,2026-01-05,2026-01-05
MARYLAND,11323,2026-01-05,2026-01-05
MASSACHUSETTS,21408,2026-01-05,2026-01-05
MICHIGAN,20758,2026-01-05,2026-01-05
MINNESOTA,17183,2026-01-05,2026-01-05
MISSISSIPPI,12948,2026-01-05,2026-01-05
MISSOURI,23858,2026-01-05,2026-01-05
MONTANA,2206,2026-01-05,2026-01-05
NEBRASKA,4776,2026-01-05,2026-01-05
NEVADA,4748,2026-01-05,2026-01-05
NEW HAMPSHIRE,3136,2026-01-05,2026-01-05
NEW JERSEY,24223,2026-01-05,2026-01-05
NEW MEXICO,2481,2026-01-05,2026-01-05
NEW YORK,79178,2026-01-05,2026-01-05
NORTH CAROLINA,22924,2026-01-05,2026-01-05
NORTH DAKOTA,2472,2026-01-05,2026-01-05
NORTHERN MARIANA ISLANDS,52,2026-01-05,2026-01-05
OHIO,54263,2026-01-05,2026-01-05
OKLAHOMA,16125,2026-01-05,2026-01-05
OREGON,6740,2026-01-05,2026-01-05
PENNSYLVANIA,51594,2026-01-05,2026-01-05
RHODE ISLAND,2676,2026-01-05,2026-01-05
SOUTH CAROLINA,12813,2026-01-05,2026-01-05
SOUTH DAKOTA,2783,2026-01-05,2026-01-05
TENNESSEE,29189,2026-01-05,2026-01-05
TEXAS,100397,2026-01-05,2026-01-05
UTAH,2850,2026-01-05,2026-01-05
VERMONT,1791,2026-01-05,2026-01-05
VIRGIN ISLANDS,79,2026-01-05,2026-01-05
VIRGINIA,26026,2026-01-05,2026-01-05
WASHINGTON,10145,2026-01-05,2026-01-05
WEST VIRGINIA-PN,7442,2026-01-05,2026-01-05
WEST VIRGINIA-RN (Non-Participating),NA,2026-01-05,2026-01-05
WISCONSIN,10829,2026-01-05,2026-01-05
WYOMING,844,2026-01-05,2026-01-05
TOTALS,969467,2026-01-05,2026-01-05
