state,counts_all,updated_date,scrape_date
ALABAMA,107358,2025-12-13,2025-12-13
ALASKA,23015,2025-12-13,2025-12-13
AMERICAN SAMOA,227,2025-12-13,2025-12-13
ARIZONA,127611,2025-12-13,2025-12-13
ARKANSAS,62720,2025-12-13,2025-12-13
CALIFORNIA,706356,2025-12-13,2025-12-13
COLORADO,96568,2025-12-13,2025-12-13
CONNECTICUT,95011,2025-12-13,2025-12-13
DELAWARE,22378,2025-12-13,2025-12-13
DISTRICT OF COLUMBIA,51741,2025-12-13,2025-12-13
FLORIDA,449018,2025-12-13,2025-12-13
GEORGIA,177525,2025-12-13,2025-12-13
GUAM,1332,2025-12-13,2025-12-13
HAWAII,36103,2025-12-13,2025-12-13
IDAHO,31758,2025-12-13,2025-12-13
ILLINOIS,278887,2025-12-13,2025-12-13
INDIANA,148432,2025-12-13,2025-12-13
IOWA,67522,2025-12-13,2025-12-13
KANSAS,62531,2025-12-13,2025-12-13
KENTUCKY,89304,2025-12-13,2025-12-13
LOUISIANA,90437,2025-12-13,2025-12-13
MAINE,30300,2025-12-13,2025-12-13
MARYLAND,102182,2025-12-13,2025-12-13
MASSACHUSETTS,191003,2025-12-13,2025-12-13
MICHIGAN,201455,2025-12-13,2025-12-13
MINNESOTA,156667,2025-12-13,2025-12-13
MISSISSIPPI,68987,2025-12-13,2025-12-13
MISSOURI,142367,2025-12-13,2025-12-13
MONTANA,29195,2025-12-13,2025-12-13
NEBRASKA,37699,2025-12-13,2025-12-13
NEVADA,67656,2025-12-13,2025-12-13
NEW HAMPSHIRE,30860,2025-12-13,2025-12-13
NEW JERSEY,176368,2025-12-13,2025-12-13
NEW MEXICO,37138,2025-12-13,2025-12-13
NEW YORK,607643,2025-12-13,2025-12-13
NORTH CAROLINA,188126,2025-12-13,2025-12-13
NORTH DAKOTA,20766,2025-12-13,2025-12-13
NORTHERN MARIANA ISLANDS,3967,2025-12-13,2025-12-13
OHIO,280407,2025-12-13,2025-12-13
OKLAHOMA,72421,2025-12-13,2025-12-13
OREGON,97941,2025-12-13,2025-12-13
PENNSYLVANIA,287180,2025-12-13,2025-12-13
RHODE ISLAND,24450,2025-12-13,2025-12-13
SOUTH CAROLINA,102721,2025-12-13,2025-12-13
SOUTH DAKOTA,23110,2025-12-13,2025-12-13
TENNESSEE,147021,2025-12-13,2025-12-13
TEXAS,528580,2025-12-13,2025-12-13
UTAH,49391,2025-12-13,2025-12-13
VERMONT,13482,2025-12-13,2025-12-13
VIRGIN ISLANDS,1202,2025-12-13,2025-12-13
VIRGINIA,149485,2025-12-13,2025-12-13
WASHINGTON,117084,2025-12-13,2025-12-13
WEST VIRGINIA,43288,2025-12-13,2025-12-13
WISCONSIN,132348,2025-12-13,2025-12-13
WYOMING,9574,2025-12-13,2025-12-13
