state,counts_rn,updated_date,scrape_date
ALABAMA,87792,2025-01-27,2025-01-27
ALASKA,18653,2025-01-27,2025-01-27
AMERICAN SAMOA,64,2025-01-27,2025-01-27
ARIZONA,115286,2025-01-27,2025-01-27
ARKANSAS,48215,2025-01-27,2025-01-27
CALIFORNIA-RN,551912,2025-01-27,2025-01-27
CALIFORNIA-VN (Non-Participating),NA,2025-01-27,2025-01-27
COLORADO,88185,2025-01-27,2025-01-27
CONNECTICUT,82523,2025-01-27,2025-01-27
DELAWARE,21760,2025-01-27,2025-01-27
DISTRICT OF COLUMBIA,42432,2025-01-27,2025-01-27
FLORIDA,382328,2025-01-27,2025-01-27
GEORGIA,147454,2025-01-27,2025-01-27
GUAM,1253,2025-01-27,2025-01-27
HAWAII,39070,2025-01-27,2025-01-27
IDAHO,30062,2025-01-27,2025-01-27
ILLINOIS,257413,2025-01-27,2025-01-27
INDIANA,132630,2025-01-27,2025-01-27
IOWA,58124,2025-01-27,2025-01-27
KANSAS,53139,2025-01-27,2025-01-27
KENTUCKY,76291,2025-01-27,2025-01-27
LOUISIANA-PN (Non-Participating),NA,2025-01-27,2025-01-27
LOUISIANA-RN,67297,2025-01-27,2025-01-27
MAINE,28857,2025-01-27,2025-01-27
MARYLAND,89665,2025-01-27,2025-01-27
MASSACHUSETTS,158106,2025-01-27,2025-01-27
MICHIGAN,175767,2025-01-27,2025-01-27
MINNESOTA,134285,2025-01-27,2025-01-27
MISSISSIPPI,51341,2025-01-27,2025-01-27
MISSOURI,125042,2025-01-27,2025-01-27
MONTANA,25573,2025-01-27,2025-01-27
NEBRASKA,31281,2025-01-27,2025-01-27
NEVADA,60329,2025-01-27,2025-01-27
NEW HAMPSHIRE,27452,2025-01-27,2025-01-27
NEW JERSEY,149705,2025-01-27,2025-01-27
NEW MEXICO,34121,2025-01-27,2025-01-27
NEW YORK,490236,2025-01-27,2025-01-27
NORTH CAROLINA,162359,2025-01-27,2025-01-27
NORTH DAKOTA,16806,2025-01-27,2025-01-27
NORTHERN MARIANA ISLANDS,4509,2025-01-27,2025-01-27
OHIO,235048,2025-01-27,2025-01-27
OKLAHOMA,52975,2025-01-27,2025-01-27
OREGON,87144,2025-01-27,2025-01-27
PENNSYLVANIA,238859,2025-01-27,2025-01-27
RHODE ISLAND,25797,2025-01-27,2025-01-27
SOUTH CAROLINA,84712,2025-01-27,2025-01-27
SOUTH DAKOTA,20007,2025-01-27,2025-01-27
TENNESSEE,116562,2025-01-27,2025-01-27
TEXAS,417864,2025-01-27,2025-01-27
UTAH,47826,2025-01-27,2025-01-27
VERMONT,13203,2025-01-27,2025-01-27
VIRGIN ISLANDS,1334,2025-01-27,2025-01-27
VIRGINIA,121101,2025-01-27,2025-01-27
WASHINGTON,108326,2025-01-27,2025-01-27
WEST VIRGINIA-PN (Non-Participating),NA,2025-01-27,2025-01-27
WEST VIRGINIA-RN,33806,2025-01-27,2025-01-27
WISCONSIN,115257,2025-01-27,2025-01-27
WYOMING,8204,2025-01-27,2025-01-27
TOTALS,5795342,2025-01-27,2025-01-27
