state,counts_rn,updated_date,scrape_date
ALABAMA,109451,2024-07-26,2024-07-26
ALASKA,22910,2024-07-26,2024-07-26
AMERICAN SAMOA,174,2024-07-26,2024-07-26
ARIZONA,116558,2024-07-26,2024-07-26
ARKANSAS,47921,2024-07-26,2024-07-26
CALIFORNIA-RN,524194,2024-07-26,2024-07-26
CALIFORNIA-VN (Non-Participating),NA,2024-07-26,2024-07-26
COLORADO,91175,2024-07-26,2024-07-26
CONNECTICUT,81922,2024-07-26,2024-07-26
DELAWARE,20997,2024-07-26,2024-07-26
DISTRICT OF COLUMBIA,47631,2024-07-26,2024-07-26
FLORIDA,383611,2024-07-26,2024-07-26
GEORGIA,144004,2024-07-26,2024-07-26
GUAM,1135,2024-07-26,2024-07-26
HAWAII,35745,2024-07-26,2024-07-26
IDAHO,28816,2024-07-26,2024-07-26
ILLINOIS,246302,2024-07-26,2024-07-26
INDIANA,129570,2024-07-26,2024-07-26
IOWA,58482,2024-07-26,2024-07-26
KANSAS,53658,2024-07-26,2024-07-26
KENTUCKY,77601,2024-07-26,2024-07-26
LOUISIANA-PN (Non-Participating),NA,2024-07-26,2024-07-26
LOUISIANA-RN,66673,2024-07-26,2024-07-26
MAINE,29002,2024-07-26,2024-07-26
MARYLAND,89896,2024-07-26,2024-07-26
MASSACHUSETTS,163263,2024-07-26,2024-07-26
MICHIGAN,177189,2024-07-26,2024-07-26
MINNESOTA,135518,2024-07-26,2024-07-26
MISSISSIPPI,54487,2024-07-26,2024-07-26
MISSOURI,123196,2024-07-26,2024-07-26
MONTANA,24014,2024-07-26,2024-07-26
NEBRASKA,34219,2024-07-26,2024-07-26
NEVADA,60204,2024-07-26,2024-07-26
NEW HAMPSHIRE,27261,2024-07-26,2024-07-26
NEW JERSEY,144707,2024-07-26,2024-07-26
NEW MEXICO,33867,2024-07-26,2024-07-26
NEW YORK,468612,2024-07-26,2024-07-26
NORTH CAROLINA,162188,2024-07-26,2024-07-26
NORTH DAKOTA,17624,2024-07-26,2024-07-26
NORTHERN MARIANA ISLANDS,4695,2024-07-26,2024-07-26
OHIO,230566,2024-07-26,2024-07-26
OKLAHOMA,53823,2024-07-26,2024-07-26
OREGON,85942,2024-07-26,2024-07-26
PENNSYLVANIA,243043,2024-07-26,2024-07-26
RHODE ISLAND,25115,2024-07-26,2024-07-26
SOUTH CAROLINA,81859,2024-07-26,2024-07-26
SOUTH DAKOTA,19948,2024-07-26,2024-07-26
TENNESSEE,116842,2024-07-26,2024-07-26
TEXAS,413513,2024-07-26,2024-07-26
UTAH,46539,2024-07-26,2024-07-26
VERMONT,12771,2024-07-26,2024-07-26
VIRGIN ISLANDS,1214,2024-07-26,2024-07-26
VIRGINIA,120520,2024-07-26,2024-07-26
WASHINGTON,110347,2024-07-26,2024-07-26
WEST VIRGINIA-PN (Non-Participating),NA,2024-07-26,2024-07-26
WEST VIRGINIA-RN,38157,2024-07-26,2024-07-26
WISCONSIN,111994,2024-07-26,2024-07-26
WYOMING,9368,2024-07-26,2024-07-26
TOTALS,5760033,2024-07-26,2024-07-26
