state,counts_all,updated_date,scrape_date
ALABAMA,130418,2024-08-01,2024-08-01
ALASKA,23813,2024-08-01,2024-08-01
AMERICAN SAMOA,310,2024-08-01,2024-08-01
ARIZONA,127996,2024-08-01,2024-08-01
ARKANSAS,61915,2024-08-01,2024-08-01
CALIFORNIA,636908,2024-08-01,2024-08-01
COLORADO,99710,2024-08-01,2024-08-01
CONNECTICUT,94774,2024-08-01,2024-08-01
DELAWARE,23972,2024-08-01,2024-08-01
DISTRICT OF COLUMBIA,50490,2024-08-01,2024-08-01
FLORIDA,447003,2024-08-01,2024-08-01
GEORGIA,173623,2024-08-01,2024-08-01
GUAM,1328,2024-08-01,2024-08-01
HAWAII,37850,2024-08-01,2024-08-01
IDAHO,32346,2024-08-01,2024-08-01
ILLINOIS,272619,2024-08-01,2024-08-01
INDIANA,152234,2024-08-01,2024-08-01
IOWA,67523,2024-08-01,2024-08-01
KANSAS,63065,2024-08-01,2024-08-01
KENTUCKY,90735,2024-08-01,2024-08-01
LOUISIANA,88496,2024-08-01,2024-08-01
MAINE,30676,2024-08-01,2024-08-01
MARYLAND,100818,2024-08-01,2024-08-01
MASSACHUSETTS,183000,2024-08-01,2024-08-01
MICHIGAN,198242,2024-08-01,2024-08-01
MINNESOTA,153721,2024-08-01,2024-08-01
MISSISSIPPI,67969,2024-08-01,2024-08-01
MISSOURI,145213,2024-08-01,2024-08-01
MONTANA,26297,2024-08-01,2024-08-01
NEBRASKA,39500,2024-08-01,2024-08-01
NEVADA,65012,2024-08-01,2024-08-01
NEW HAMPSHIRE,30377,2024-08-01,2024-08-01
NEW JERSEY,168411,2024-08-01,2024-08-01
NEW MEXICO,36373,2024-08-01,2024-08-01
NEW YORK,544627,2024-08-01,2024-08-01
NORTH CAROLINA,185114,2024-08-01,2024-08-01
NORTH DAKOTA,20538,2024-08-01,2024-08-01
NORTHERN MARIANA ISLANDS,4753,2024-08-01,2024-08-01
OHIO,286434,2024-08-01,2024-08-01
OKLAHOMA,70618,2024-08-01,2024-08-01
OREGON,92413,2024-08-01,2024-08-01
PENNSYLVANIA,290604,2024-08-01,2024-08-01
RHODE ISLAND,27727,2024-08-01,2024-08-01
SOUTH CAROLINA,93893,2024-08-01,2024-08-01
SOUTH DAKOTA,22678,2024-08-01,2024-08-01
TENNESSEE,146390,2024-08-01,2024-08-01
TEXAS,516038,2024-08-01,2024-08-01
UTAH,49120,2024-08-01,2024-08-01
VERMONT,14252,2024-08-01,2024-08-01
VIRGIN ISLANDS,1304,2024-08-01,2024-08-01
VIRGINIA,147118,2024-08-01,2024-08-01
WASHINGTON,120677,2024-08-01,2024-08-01
WEST VIRGINIA,45318,2024-08-01,2024-08-01
WISCONSIN,123674,2024-08-01,2024-08-01
WYOMING,10376,2024-08-01,2024-08-01
