state,counts_rn,updated_date,scrape_date
ALABAMA,96469,2022-06-24,2022-06-25
ALASKA,19738,2022-06-24,2022-06-25
AMERICAN SAMOA,166,2022-06-24,2022-06-25
ARIZONA,107041,2022-06-24,2022-06-25
ARKANSAS,45765,2022-06-24,2022-06-25
CALIFORNIA-RN,477590,2022-06-24,2022-06-25
CALIFORNIA-VN (Non-Participating),NA,2022-06-24,2022-06-25
COLORADO,84536,2022-06-24,2022-06-25
CONNECTICUT,85449,2022-06-24,2022-06-25
DELAWARE,20202,2022-06-24,2022-06-25
DISTRICT OF COLUMBIA,32218,2022-06-24,2022-06-25
FLORIDA,355577,2022-06-24,2022-06-25
GEORGIA,138224,2022-06-24,2022-06-25
GUAM,1664,2022-06-24,2022-06-25
HAWAII,30150,2022-06-24,2022-06-25
IDAHO,27438,2022-06-24,2022-06-25
ILLINOIS,226034,2022-06-24,2022-06-25
INDIANA,124128,2022-06-24,2022-06-25
IOWA,59241,2022-06-24,2022-06-25
KANSAS,53698,2022-06-24,2022-06-25
KENTUCKY,75158,2022-06-24,2022-06-25
LOUISIANA-PN (Non-Participating),NA,2022-06-24,2022-06-25
LOUISIANA-RN,64456,2022-06-24,2022-06-25
MAINE,28552,2022-06-24,2022-06-25
MARYLAND,88004,2022-06-24,2022-06-25
MASSACHUSETTS,160435,2022-06-24,2022-06-25
MICHIGAN (Non-Participating),NA,2022-06-24,2022-06-25
MINNESOTA,122412,2022-06-24,2022-06-25
MISSISSIPPI,51966,2022-06-24,2022-06-25
MISSOURI,119399,2022-06-24,2022-06-25
MONTANA,20552,2022-06-24,2022-06-25
NEBRASKA,32243,2022-06-24,2022-06-25
NEVADA,55107,2022-06-24,2022-06-25
NEW HAMPSHIRE,26217,2022-06-24,2022-06-25
NEW JERSEY,142702,2022-06-24,2022-06-25
NEW MEXICO,30829,2022-06-24,2022-06-25
NEW YORK,366792,2022-06-24,2022-06-25
NORTH CAROLINA,152117,2022-06-24,2022-06-25
NORTH DAKOTA,16681,2022-06-24,2022-06-25
NORTHERN MARIANA ISLANDS,3617,2022-06-24,2022-06-25
OHIO,230694,2022-06-24,2022-06-25
OKLAHOMA,51387,2022-06-24,2022-06-25
OREGON,76997,2022-06-24,2022-06-25
PENNSYLVANIA,234722,2022-06-24,2022-06-25
RHODE ISLAND,26902,2022-06-24,2022-06-25
SOUTH CAROLINA,75904,2022-06-24,2022-06-25
SOUTH DAKOTA,19562,2022-06-24,2022-06-25
TENNESSEE,111268,2022-06-24,2022-06-25
TEXAS,374656,2022-06-24,2022-06-25
UTAH,42164,2022-06-24,2022-06-25
VERMONT,21417,2022-06-24,2022-06-25
VIRGIN ISLANDS,1543,2022-06-24,2022-06-25
VIRGINIA,113781,2022-06-24,2022-06-25
WASHINGTON,122665,2022-06-24,2022-06-25
WEST VIRGINIA-PN (Non-Participating),NA,2022-06-24,2022-06-25
WEST VIRGINIA-RN,34951,2022-06-24,2022-06-25
WISCONSIN,114717,2022-06-24,2022-06-25
WYOMING,9334,2022-06-24,2022-06-25
TOTALS,5205231,2022-06-24,2022-06-25
