state,counts_lpn,updated_date,scrape_date
ALABAMA,17213,2022-07-09,2022-07-10
ALASKA,807,2022-07-09,2022-07-10
AMERICAN SAMOA,132,2022-07-09,2022-07-10
ARIZONA,11270,2022-07-09,2022-07-10
ARKANSAS,14145,2022-07-09,2022-07-10
CALIFORNIA-RN (Non-Participating),NA,2022-07-09,2022-07-10
CALIFORNIA-VN,106665,2022-07-09,2022-07-10
COLORADO,8292,2022-07-09,2022-07-10
CONNECTICUT,14166,2022-07-09,2022-07-10
DELAWARE,2790,2022-07-09,2022-07-10
DISTRICT OF COLUMBIA,2218,2022-07-09,2022-07-10
FLORIDA,64038,2022-07-09,2022-07-10
GEORGIA,30292,2022-07-09,2022-07-10
GUAM,218,2022-07-09,2022-07-10
HAWAII,1856,2022-07-09,2022-07-10
IDAHO,3592,2022-07-09,2022-07-10
ILLINOIS,26302,2022-07-09,2022-07-10
INDIANA,23427,2022-07-09,2022-07-10
IOWA,10061,2022-07-09,2022-07-10
KANSAS,9584,2022-07-09,2022-07-10
KENTUCKY,13243,2022-07-09,2022-07-10
LOUISIANA-PN,21453,2022-07-09,2022-07-10
LOUISIANA-RN (Non-Participating),NA,2022-07-09,2022-07-10
MAINE,1883,2022-07-09,2022-07-10
MARYLAND,11357,2022-07-09,2022-07-10
MASSACHUSETTS,20427,2022-07-09,2022-07-10
MICHIGAN (Non-Participating),NA,2022-07-09,2022-07-10
MINNESOTA,19150,2022-07-09,2022-07-10
MISSISSIPPI,13067,2022-07-09,2022-07-10
MISSOURI,22067,2022-07-09,2022-07-10
MONTANA,2359,2022-07-09,2022-07-10
NEBRASKA,5447,2022-07-09,2022-07-10
NEVADA,4567,2022-07-09,2022-07-10
NEW HAMPSHIRE,3101,2022-07-09,2022-07-10
NEW JERSEY,22922,2022-07-09,2022-07-10
NEW MEXICO,2428,2022-07-09,2022-07-10
NEW YORK,69222,2022-07-09,2022-07-10
NORTH CAROLINA,22639,2022-07-09,2022-07-10
NORTH DAKOTA,3183,2022-07-09,2022-07-10
NORTHERN MARIANA ISLANDS,54,2022-07-09,2022-07-10
OHIO,55409,2022-07-09,2022-07-10
OKLAHOMA,16098,2022-07-09,2022-07-10
OREGON,6079,2022-07-09,2022-07-10
PENNSYLVANIA,53287,2022-07-09,2022-07-10
RHODE ISLAND,2571,2022-07-09,2022-07-10
SOUTH CAROLINA,11810,2022-07-09,2022-07-10
SOUTH DAKOTA,2687,2022-07-09,2022-07-10
TENNESSEE,29835,2022-07-09,2022-07-10
TEXAS,104209,2022-07-09,2022-07-10
UTAH,2558,2022-07-09,2022-07-10
VERMONT,1686,2022-07-09,2022-07-10
VIRGIN ISLANDS,108,2022-07-09,2022-07-10
VIRGINIA,26715,2022-07-09,2022-07-10
WASHINGTON,11032,2022-07-09,2022-07-10
WEST VIRGINIA-PN,7412,2022-07-09,2022-07-10
WEST VIRGINIA-RN (Non-Participating),NA,2022-07-09,2022-07-10
WISCONSIN,15658,2022-07-09,2022-07-10
WYOMING,977,2022-07-09,2022-07-10
TOTALS,953768,2022-07-09,2022-07-10
