state,counts_all,updated_date,scrape_date
ALABAMA,109704,2026-07-27,2026-07-27
ALASKA,25585,2026-07-27,2026-07-27
AMERICAN SAMOA,250,2026-07-27,2026-07-27
ARIZONA,133120,2026-07-27,2026-07-27
ARKANSAS,64007,2026-07-27,2026-07-27
CALIFORNIA,736393,2026-07-27,2026-07-27
COLORADO,100803,2026-07-27,2026-07-27
CONNECTICUT,88850,2026-07-27,2026-07-27
DELAWARE,23002,2026-07-27,2026-07-27
DISTRICT OF COLUMBIA,47683,2026-07-27,2026-07-27
FLORIDA,457183,2026-07-27,2026-07-27
GEORGIA,177489,2026-07-27,2026-07-27
GUAM,1466,2026-07-27,2026-07-27
HAWAII,39927,2026-07-27,2026-07-27
IDAHO,33689,2026-07-27,2026-07-27
ILLINOIS,290261,2026-07-27,2026-07-27
INDIANA,155921,2026-07-27,2026-07-27
IOWA,68459,2026-07-27,2026-07-27
KANSAS,63569,2026-07-27,2026-07-27
KENTUCKY,93974,2026-07-27,2026-07-27
LOUISIANA,90934,2026-07-27,2026-07-27
MAINE,30525,2026-07-27,2026-07-27
MARYLAND,102617,2026-07-27,2026-07-27
MASSACHUSETTS,182014,2026-07-27,2026-07-27
MICHIGAN,212723,2026-07-27,2026-07-27
MINNESOTA,158765,2026-07-27,2026-07-27
MISSISSIPPI,70086,2026-07-27,2026-07-27
MISSOURI,143545,2026-07-27,2026-07-27
MONTANA,29252,2026-07-27,2026-07-27
NEBRASKA,39377,2026-07-27,2026-07-27
NEVADA,69760,2026-07-27,2026-07-27
NEW HAMPSHIRE,31170,2026-07-27,2026-07-27
NEW JERSEY,173505,2026-07-27,2026-07-27
NEW MEXICO,38342,2026-07-27,2026-07-27
NEW YORK,638667,2026-07-27,2026-07-27
NORTH CAROLINA,192475,2026-07-27,2026-07-27
NORTH DAKOTA,20429,2026-07-27,2026-07-27
NORTHERN MARIANA ISLANDS,3675,2026-07-27,2026-07-27
OHIO,291454,2026-07-27,2026-07-27
OKLAHOMA,74013,2026-07-27,2026-07-27
OREGON,99998,2026-07-27,2026-07-27
PENNSYLVANIA,285332,2026-07-27,2026-07-27
RHODE ISLAND,23872,2026-07-27,2026-07-27
SOUTH CAROLINA,100431,2026-07-27,2026-07-27
SOUTH DAKOTA,23432,2026-07-27,2026-07-27
TENNESSEE,148945,2026-07-27,2026-07-27
TEXAS,538415,2026-07-27,2026-07-27
UTAH,51654,2026-07-27,2026-07-27
VERMONT,13773,2026-07-27,2026-07-27
VIRGIN ISLANDS,1272,2026-07-27,2026-07-27
VIRGINIA,151828,2026-07-27,2026-07-27
WASHINGTON,117807,2026-07-27,2026-07-27
WEST VIRGINIA,39851,2026-07-27,2026-07-27
WISCONSIN,127063,2026-07-27,2026-07-27
WYOMING,10123,2026-07-27,2026-07-27
