state,counts_all,updated_date,scrape_date
ALABAMA,109775,2021-09-22,2021-09-23
ALASKA,17520,2021-09-22,2021-09-23
AMERICAN SAMOA,297,2021-09-22,2021-09-23
ARIZONA,111130,2021-09-22,2021-09-23
ARKANSAS,59085,2021-09-22,2021-09-23
CALIFORNIA,567094,2021-09-22,2021-09-23
COLORADO,91566,2021-09-22,2021-09-23
CONNECTICUT,92961,2021-09-22,2021-09-23
DELAWARE,24483,2021-09-22,2021-09-23
DISTRICT OF COLUMBIA,31134,2021-09-22,2021-09-23
FLORIDA,399966,2021-09-22,2021-09-23
GEORGIA,167030,2021-09-22,2021-09-23
GUAM,1708,2021-09-22,2021-09-23
HAWAII,26468,2021-09-22,2021-09-23
IDAHO,28036,2021-09-22,2021-09-23
ILLINOIS,240792,2021-09-22,2021-09-23
INDIANA,155329,2021-09-22,2021-09-23
IOWA,73744,2021-09-22,2021-09-23
KANSAS,63970,2021-09-22,2021-09-23
KENTUCKY,89636,2021-09-22,2021-09-23
LOUISIANA,86916,2021-09-22,2021-09-23
MAINE,29688,2021-09-22,2021-09-23
MARYLAND,98223,2021-09-22,2021-09-23
MASSACHUSETTS,170604,2021-09-22,2021-09-23
MICHIGAN (Non-Participating),NA,2021-09-22,2021-09-23
MINNESOTA,139167,2021-09-22,2021-09-23
MISSISSIPPI,64070,2021-09-22,2021-09-23
MISSOURI,139608,2021-09-22,2021-09-23
MONTANA,21806,2021-09-22,2021-09-23
NEBRASKA,39999,2021-09-22,2021-09-23
NEVADA,55122,2021-09-22,2021-09-23
NEW HAMPSHIRE,28316,2021-09-22,2021-09-23
NEW JERSEY,160807,2021-09-22,2021-09-23
NEW MEXICO,32386,2021-09-22,2021-09-23
NEW YORK,485921,2021-09-22,2021-09-23
NORTH CAROLINA,171160,2021-09-22,2021-09-23
NORTH DAKOTA,19868,2021-09-22,2021-09-23
NORTHERN MARIANA ISLANDS,3342,2021-09-22,2021-09-23
OHIO,283899,2021-09-22,2021-09-23
OKLAHOMA,67683,2021-09-22,2021-09-23
OREGON,77505,2021-09-22,2021-09-23
PENNSYLVANIA,287921,2021-09-22,2021-09-23
RHODE ISLAND,28745,2021-09-22,2021-09-23
SOUTH CAROLINA,88116,2021-09-22,2021-09-23
SOUTH DAKOTA,21904,2021-09-22,2021-09-23
TENNESSEE,140085,2021-09-22,2021-09-23
TEXAS,468203,2021-09-22,2021-09-23
UTAH,41944,2021-09-22,2021-09-23
VERMONT,21736,2021-09-22,2021-09-23
VIRGIN ISLANDS,1364,2021-09-22,2021-09-23
VIRGINIA,139252,2021-09-22,2021-09-23
WASHINGTON,126233,2021-09-22,2021-09-23
WEST VIRGINIA,42022,2021-09-22,2021-09-23
WISCONSIN,124809,2021-09-22,2021-09-23
WYOMING,9525,2021-09-22,2021-09-23
