state,counts_rn,updated_date,scrape_date
ALABAMA,92931,2026-06-29,2026-06-29
ALASKA,24379,2026-06-29,2026-06-29
AMERICAN SAMOA,172,2026-06-29,2026-06-29
ARIZONA,121014,2026-06-29,2026-06-29
ARKANSAS,50074,2026-06-29,2026-06-29
CALIFORNIA-RN,613226,2026-06-29,2026-06-29
CALIFORNIA-VN (Non-Participating),NA,2026-06-29,2026-06-29
COLORADO,91662,2026-06-29,2026-06-29
CONNECTICUT,76967,2026-06-29,2026-06-29
DELAWARE,19682,2026-06-29,2026-06-29
DISTRICT OF COLUMBIA,44649,2026-06-29,2026-06-29
FLORIDA,394162,2026-06-29,2026-06-29
GEORGIA,147237,2026-06-29,2026-06-29
GUAM,1259,2026-06-29,2026-06-29
HAWAII,37219,2026-06-29,2026-06-29
IDAHO,29981,2026-06-29,2026-06-29
ILLINOIS,261793,2026-06-29,2026-06-29
INDIANA,132816,2026-06-29,2026-06-29
IOWA,58995,2026-06-29,2026-06-29
KANSAS,54204,2026-06-29,2026-06-29
KENTUCKY,80921,2026-06-29,2026-06-29
LOUISIANA-PN (Non-Participating),NA,2026-06-29,2026-06-29
LOUISIANA-RN,68614,2026-06-29,2026-06-29
MAINE,28948,2026-06-29,2026-06-29
MARYLAND,91245,2026-06-29,2026-06-29
MASSACHUSETTS,161892,2026-06-29,2026-06-29
MICHIGAN,191025,2026-06-29,2026-06-29
MINNESOTA,141266,2026-06-29,2026-06-29
MISSISSIPPI,56096,2026-06-29,2026-06-29
MISSOURI,121870,2026-06-29,2026-06-29
MONTANA,26816,2026-06-29,2026-06-29
NEBRASKA,34063,2026-06-29,2026-06-29
NEVADA,64666,2026-06-29,2026-06-29
NEW HAMPSHIRE,27951,2026-06-29,2026-06-29
NEW JERSEY,154652,2026-06-29,2026-06-29
NEW MEXICO,35588,2026-06-29,2026-06-29
NEW YORK,553273,2026-06-29,2026-06-29
NORTH CAROLINA,169246,2026-06-29,2026-06-29
NORTH DAKOTA,17734,2026-06-29,2026-06-29
NORTHERN MARIANA ISLANDS,3639,2026-06-29,2026-06-29
OHIO,233641,2026-06-29,2026-06-29
OKLAHOMA,56622,2026-06-29,2026-06-29
OREGON,92555,2026-06-29,2026-06-29
PENNSYLVANIA,237239,2026-06-29,2026-06-29
RHODE ISLAND,21069,2026-06-29,2026-06-29
SOUTH CAROLINA,87515,2026-06-29,2026-06-29
SOUTH DAKOTA,20584,2026-06-29,2026-06-29
TENNESSEE,119297,2026-06-29,2026-06-29
TEXAS,435761,2026-06-29,2026-06-29
UTAH,48619,2026-06-29,2026-06-29
VERMONT,12344,2026-06-29,2026-06-29
VIRGIN ISLANDS,1182,2026-06-29,2026-06-29
VIRGINIA,125006,2026-06-29,2026-06-29
WASHINGTON,107268,2026-06-29,2026-06-29
WEST VIRGINIA-PN (Non-Participating),NA,2026-06-29,2026-06-29
WEST VIRGINIA-RN,36523,2026-06-29,2026-06-29
WISCONSIN,114300,2026-06-29,2026-06-29
WYOMING,9124,2026-06-29,2026-06-29
TOTALS,6040576,2026-06-29,2026-06-29
