state,counts_lpn,updated_date,scrape_date
ALABAMA,16782,2022-02-16,2022-02-17
ALASKA,774,2022-02-16,2022-02-17
AMERICAN SAMOA,132,2022-02-16,2022-02-17
ARIZONA,10923,2022-02-16,2022-02-17
ARKANSAS,14170,2022-02-16,2022-02-17
CALIFORNIA-RN (Non-Participating),NA,2022-02-16,2022-02-17
CALIFORNIA-VN,105687,2022-02-16,2022-02-17
COLORADO,8079,2022-02-16,2022-02-17
CONNECTICUT,13900,2022-02-16,2022-02-17
DELAWARE,3186,2022-02-16,2022-02-17
DISTRICT OF COLUMBIA,2185,2022-02-16,2022-02-17
FLORIDA,62027,2022-02-16,2022-02-17
GEORGIA,30054,2022-02-16,2022-02-17
GUAM,214,2022-02-16,2022-02-17
HAWAII,1714,2022-02-16,2022-02-17
IDAHO,3543,2022-02-16,2022-02-17
ILLINOIS,25796,2022-02-16,2022-02-17
INDIANA,23121,2022-02-16,2022-02-17
IOWA,10084,2022-02-16,2022-02-17
KANSAS,9565,2022-02-16,2022-02-17
KENTUCKY,12903,2022-02-16,2022-02-17
LOUISIANA-PN,20658,2022-02-16,2022-02-17
LOUISIANA-RN (Non-Participating),NA,2022-02-16,2022-02-17
MAINE,1909,2022-02-16,2022-02-17
MARYLAND,11364,2022-02-16,2022-02-17
MASSACHUSETTS,20047,2022-02-16,2022-02-17
MICHIGAN (Non-Participating),NA,2022-02-16,2022-02-17
MINNESOTA,19473,2022-02-16,2022-02-17
MISSISSIPPI,12778,2022-02-16,2022-02-17
MISSOURI,24730,2022-02-16,2022-02-17
MONTANA,2286,2022-02-16,2022-02-17
NEBRASKA,5274,2022-02-16,2022-02-17
NEVADA,4434,2022-02-16,2022-02-17
NEW HAMPSHIRE,3104,2022-02-16,2022-02-17
NEW JERSEY,24034,2022-02-16,2022-02-17
NEW MEXICO,2460,2022-02-16,2022-02-17
NEW YORK,68312,2022-02-16,2022-02-17
NORTH CAROLINA,22704,2022-02-16,2022-02-17
NORTH DAKOTA,3063,2022-02-16,2022-02-17
NORTHERN MARIANA ISLANDS,47,2022-02-16,2022-02-17
OHIO,54185,2022-02-16,2022-02-17
OKLAHOMA,15545,2022-02-16,2022-02-17
OREGON,6018,2022-02-16,2022-02-17
PENNSYLVANIA,53067,2022-02-16,2022-02-17
RHODE ISLAND,2630,2022-02-16,2022-02-17
SOUTH CAROLINA,12411,2022-02-16,2022-02-17
SOUTH DAKOTA,2697,2022-02-16,2022-02-17
TENNESSEE,29963,2022-02-16,2022-02-17
TEXAS,105363,2022-02-16,2022-02-17
UTAH,2461,2022-02-16,2022-02-17
VERMONT,1530,2022-02-16,2022-02-17
VIRGIN ISLANDS,92,2022-02-16,2022-02-17
VIRGINIA,26876,2022-02-16,2022-02-17
WASHINGTON,11053,2022-02-16,2022-02-17
WEST VIRGINIA-PN,8078,2022-02-16,2022-02-17
WEST VIRGINIA-RN (Non-Participating),NA,2022-02-16,2022-02-17
WISCONSIN,15209,2022-02-16,2022-02-17
WYOMING,889,2022-02-16,2022-02-17
TOTALS,949583,2022-02-16,2022-02-17
