state,counts_all,updated_date,scrape_date
ALABAMA,105925,2025-08-06,2025-08-06
ALASKA,21822,2025-08-06,2025-08-06
AMERICAN SAMOA,150,2025-08-06,2025-08-06
ARIZONA,124989,2025-08-06,2025-08-06
ARKANSAS,62865,2025-08-06,2025-08-06
CALIFORNIA,691875,2025-08-06,2025-08-06
COLORADO,99217,2025-08-06,2025-08-06
CONNECTICUT,95537,2025-08-06,2025-08-06
DELAWARE,25703,2025-08-06,2025-08-06
DISTRICT OF COLUMBIA,49454,2025-08-06,2025-08-06
FLORIDA,449391,2025-08-06,2025-08-06
GEORGIA,174683,2025-08-06,2025-08-06
GUAM,1513,2025-08-06,2025-08-06
HAWAII,34071,2025-08-06,2025-08-06
IDAHO,34804,2025-08-06,2025-08-06
ILLINOIS,270925,2025-08-06,2025-08-06
INDIANA,158172,2025-08-06,2025-08-06
IOWA,67529,2025-08-06,2025-08-06
KANSAS,63013,2025-08-06,2025-08-06
KENTUCKY,91880,2025-08-06,2025-08-06
LOUISIANA,89909,2025-08-06,2025-08-06
MAINE,30671,2025-08-06,2025-08-06
MARYLAND,102514,2025-08-06,2025-08-06
MASSACHUSETTS,186624,2025-08-06,2025-08-06
MICHIGAN,200840,2025-08-06,2025-08-06
MINNESOTA,156531,2025-08-06,2025-08-06
MISSISSIPPI,68016,2025-08-06,2025-08-06
MISSOURI,141583,2025-08-06,2025-08-06
MONTANA,28109,2025-08-06,2025-08-06
NEBRASKA,38174,2025-08-06,2025-08-06
NEVADA,66906,2025-08-06,2025-08-06
NEW HAMPSHIRE,30747,2025-08-06,2025-08-06
NEW JERSEY,172465,2025-08-06,2025-08-06
NEW MEXICO,36887,2025-08-06,2025-08-06
NEW YORK,587728,2025-08-06,2025-08-06
NORTH CAROLINA,187863,2025-08-06,2025-08-06
NORTH DAKOTA,20403,2025-08-06,2025-08-06
NORTHERN MARIANA ISLANDS,4252,2025-08-06,2025-08-06
OHIO,292809,2025-08-06,2025-08-06
OKLAHOMA,72154,2025-08-06,2025-08-06
OREGON,97120,2025-08-06,2025-08-06
PENNSYLVANIA,290217,2025-08-06,2025-08-06
RHODE ISLAND,23782,2025-08-06,2025-08-06
SOUTH CAROLINA,100770,2025-08-06,2025-08-06
SOUTH DAKOTA,22948,2025-08-06,2025-08-06
TENNESSEE,147450,2025-08-06,2025-08-06
TEXAS,526405,2025-08-06,2025-08-06
UTAH,48180,2025-08-06,2025-08-06
VERMONT,12923,2025-08-06,2025-08-06
VIRGIN ISLANDS,1297,2025-08-06,2025-08-06
VIRGINIA,149428,2025-08-06,2025-08-06
WASHINGTON,118797,2025-08-06,2025-08-06
WEST VIRGINIA,42526,2025-08-06,2025-08-06
WISCONSIN,130226,2025-08-06,2025-08-06
WYOMING,9429,2025-08-06,2025-08-06
