state,counts_lpn,updated_date,scrape_date
ALABAMA,15409,2024-11-15,2024-11-15
ALASKA,668,2024-11-15,2024-11-15
AMERICAN SAMOA,6,2024-11-15,2024-11-15
ARIZONA,10852,2024-11-15,2024-11-15
ARKANSAS,13765,2024-11-15,2024-11-15
CALIFORNIA-RN (Non-Participating),NA,2024-11-15,2024-11-15
CALIFORNIA-VN,113024,2024-11-15,2024-11-15
COLORADO,7218,2024-11-15,2024-11-15
CONNECTICUT,12730,2024-11-15,2024-11-15
DELAWARE,3014,2024-11-15,2024-11-15
DISTRICT OF COLUMBIA,2773,2024-11-15,2024-11-15
FLORIDA,64510,2024-11-15,2024-11-15
GEORGIA,30080,2024-11-15,2024-11-15
GUAM,189,2024-11-15,2024-11-15
HAWAII,2118,2024-11-15,2024-11-15
IDAHO,3144,2024-11-15,2024-11-15
ILLINOIS,26951,2024-11-15,2024-11-15
INDIANA,19294,2024-11-15,2024-11-15
IOWA,8904,2024-11-15,2024-11-15
KANSAS,9202,2024-11-15,2024-11-15
KENTUCKY,12169,2024-11-15,2024-11-15
LOUISIANA-PN,21990,2024-11-15,2024-11-15
LOUISIANA-RN (Non-Participating),NA,2024-11-15,2024-11-15
MAINE,1665,2024-11-15,2024-11-15
MARYLAND,11138,2024-11-15,2024-11-15
MASSACHUSETTS,19953,2024-11-15,2024-11-15
MICHIGAN,20726,2024-11-15,2024-11-15
MINNESOTA,17702,2024-11-15,2024-11-15
MISSISSIPPI,13984,2024-11-15,2024-11-15
MISSOURI,22417,2024-11-15,2024-11-15
MONTANA,2228,2024-11-15,2024-11-15
NEBRASKA,5309,2024-11-15,2024-11-15
NEVADA,4779,2024-11-15,2024-11-15
NEW HAMPSHIRE,3124,2024-11-15,2024-11-15
NEW JERSEY,23864,2024-11-15,2024-11-15
NEW MEXICO,2419,2024-11-15,2024-11-15
NEW YORK,75894,2024-11-15,2024-11-15
NORTH CAROLINA,23009,2024-11-15,2024-11-15
NORTH DAKOTA,3026,2024-11-15,2024-11-15
NORTHERN MARIANA ISLANDS,57,2024-11-15,2024-11-15
OHIO,49404,2024-11-15,2024-11-15
OKLAHOMA,17088,2024-11-15,2024-11-15
OREGON,6537,2024-11-15,2024-11-15
PENNSYLVANIA,48501,2024-11-15,2024-11-15
RHODE ISLAND,2694,2024-11-15,2024-11-15
SOUTH CAROLINA,12118,2024-11-15,2024-11-15
SOUTH DAKOTA,2759,2024-11-15,2024-11-15
TENNESSEE,29437,2024-11-15,2024-11-15
TEXAS,101764,2024-11-15,2024-11-15
UTAH,2594,2024-11-15,2024-11-15
VERMONT,1518,2024-11-15,2024-11-15
VIRGIN ISLANDS,78,2024-11-15,2024-11-15
VIRGINIA,26280,2024-11-15,2024-11-15
WASHINGTON,10407,2024-11-15,2024-11-15
WEST VIRGINIA-PN,7439,2024-11-15,2024-11-15
WEST VIRGINIA-RN (Non-Participating),NA,2024-11-15,2024-11-15
WISCONSIN,11926,2024-11-15,2024-11-15
WYOMING,1018,2024-11-15,2024-11-15
TOTALS,960866,2024-11-15,2024-11-15
