state,counts_all,updated_date,scrape_date
ALABAMA,109739,2026-08-10,2026-08-10
ALASKA,25716,2026-08-10,2026-08-10
AMERICAN SAMOA,250,2026-08-10,2026-08-10
ARIZONA,126807,2026-08-10,2026-08-10
ARKANSAS,63945,2026-08-10,2026-08-10
CALIFORNIA,738114,2026-08-10,2026-08-10
COLORADO,101251,2026-08-10,2026-08-10
CONNECTICUT,89203,2026-08-10,2026-08-10
DELAWARE,23109,2026-08-10,2026-08-10
DISTRICT OF COLUMBIA,47928,2026-08-10,2026-08-10
FLORIDA,457842,2026-08-10,2026-08-10
GEORGIA,180040,2026-08-10,2026-08-10
GUAM,1470,2026-08-10,2026-08-10
HAWAII,40197,2026-08-10,2026-08-10
IDAHO,33779,2026-08-10,2026-08-10
ILLINOIS,291978,2026-08-10,2026-08-10
INDIANA,156295,2026-08-10,2026-08-10
IOWA,68706,2026-08-10,2026-08-10
KANSAS,63444,2026-08-10,2026-08-10
KENTUCKY,94163,2026-08-10,2026-08-10
LOUISIANA,91022,2026-08-10,2026-08-10
MAINE,30534,2026-08-10,2026-08-10
MARYLAND,102609,2026-08-10,2026-08-10
MASSACHUSETTS,182310,2026-08-10,2026-08-10
MICHIGAN,212956,2026-08-10,2026-08-10
MINNESOTA,158274,2026-08-10,2026-08-10
MISSISSIPPI,70191,2026-08-10,2026-08-10
MISSOURI,143800,2026-08-10,2026-08-10
MONTANA,29387,2026-08-10,2026-08-10
NEBRASKA,39458,2026-08-10,2026-08-10
NEVADA,69937,2026-08-10,2026-08-10
NEW HAMPSHIRE,31185,2026-08-10,2026-08-10
NEW JERSEY,174196,2026-08-10,2026-08-10
NEW MEXICO,38317,2026-08-10,2026-08-10
NEW YORK,640456,2026-08-10,2026-08-10
NORTH CAROLINA,192437,2026-08-10,2026-08-10
NORTH DAKOTA,20513,2026-08-10,2026-08-10
NORTHERN MARIANA ISLANDS,3685,2026-08-10,2026-08-10
OHIO,291996,2026-08-10,2026-08-10
OKLAHOMA,73882,2026-08-10,2026-08-10
OREGON,100114,2026-08-10,2026-08-10
PENNSYLVANIA,285978,2026-08-10,2026-08-10
RHODE ISLAND,23963,2026-08-10,2026-08-10
SOUTH CAROLINA,100654,2026-08-10,2026-08-10
SOUTH DAKOTA,23429,2026-08-10,2026-08-10
TENNESSEE,148760,2026-08-10,2026-08-10
TEXAS,537660,2026-08-10,2026-08-10
UTAH,51812,2026-08-10,2026-08-10
VERMONT,13846,2026-08-10,2026-08-10
VIRGIN ISLANDS,1278,2026-08-10,2026-08-10
VIRGINIA,151644,2026-08-10,2026-08-10
WASHINGTON,118093,2026-08-10,2026-08-10
WEST VIRGINIA,40004,2026-08-10,2026-08-10
WISCONSIN,127359,2026-08-10,2026-08-10
WYOMING,10145,2026-08-10,2026-08-10
