state,counts_all,updated_date,scrape_date
ALABAMA,105901,2025-08-07,2025-08-07
ALASKA,21827,2025-08-07,2025-08-07
AMERICAN SAMOA,150,2025-08-07,2025-08-07
ARIZONA,125021,2025-08-07,2025-08-07
ARKANSAS,62918,2025-08-07,2025-08-07
CALIFORNIA,692085,2025-08-07,2025-08-07
COLORADO,99259,2025-08-07,2025-08-07
CONNECTICUT,95570,2025-08-07,2025-08-07
DELAWARE,25701,2025-08-07,2025-08-07
DISTRICT OF COLUMBIA,49454,2025-08-07,2025-08-07
FLORIDA,449386,2025-08-07,2025-08-07
GEORGIA,174709,2025-08-07,2025-08-07
GUAM,1514,2025-08-07,2025-08-07
HAWAII,34101,2025-08-07,2025-08-07
IDAHO,34808,2025-08-07,2025-08-07
ILLINOIS,271037,2025-08-07,2025-08-07
INDIANA,158200,2025-08-07,2025-08-07
IOWA,67550,2025-08-07,2025-08-07
KANSAS,63030,2025-08-07,2025-08-07
KENTUCKY,91911,2025-08-07,2025-08-07
LOUISIANA,89908,2025-08-07,2025-08-07
MAINE,30669,2025-08-07,2025-08-07
MARYLAND,102525,2025-08-07,2025-08-07
MASSACHUSETTS,186753,2025-08-07,2025-08-07
MICHIGAN,200878,2025-08-07,2025-08-07
MINNESOTA,156570,2025-08-07,2025-08-07
MISSISSIPPI,68018,2025-08-07,2025-08-07
MISSOURI,141624,2025-08-07,2025-08-07
MONTANA,28118,2025-08-07,2025-08-07
NEBRASKA,38182,2025-08-07,2025-08-07
NEVADA,66937,2025-08-07,2025-08-07
NEW HAMPSHIRE,30762,2025-08-07,2025-08-07
NEW JERSEY,172509,2025-08-07,2025-08-07
NEW MEXICO,36898,2025-08-07,2025-08-07
NEW YORK,589898,2025-08-07,2025-08-07
NORTH CAROLINA,187868,2025-08-07,2025-08-07
NORTH DAKOTA,20429,2025-08-07,2025-08-07
NORTHERN MARIANA ISLANDS,4255,2025-08-07,2025-08-07
OHIO,292794,2025-08-07,2025-08-07
OKLAHOMA,72146,2025-08-07,2025-08-07
OREGON,97158,2025-08-07,2025-08-07
PENNSYLVANIA,290237,2025-08-07,2025-08-07
RHODE ISLAND,23789,2025-08-07,2025-08-07
SOUTH CAROLINA,100796,2025-08-07,2025-08-07
SOUTH DAKOTA,22946,2025-08-07,2025-08-07
TENNESSEE,147477,2025-08-07,2025-08-07
TEXAS,526479,2025-08-07,2025-08-07
UTAH,48200,2025-08-07,2025-08-07
VERMONT,12947,2025-08-07,2025-08-07
VIRGIN ISLANDS,1304,2025-08-07,2025-08-07
VIRGINIA,149458,2025-08-07,2025-08-07
WASHINGTON,118884,2025-08-07,2025-08-07
WEST VIRGINIA,42540,2025-08-07,2025-08-07
WISCONSIN,130295,2025-08-07,2025-08-07
WYOMING,9436,2025-08-07,2025-08-07
