state,counts_rn,updated_date,scrape_date
ALABAMA,92979,2026-07-17,2026-07-19
ALASKA,24543,2026-07-17,2026-07-19
AMERICAN SAMOA,179,2026-07-17,2026-07-19
ARIZONA,121587,2026-07-17,2026-07-19
ARKANSAS,50071,2026-07-17,2026-07-19
CALIFORNIA-RN,616868,2026-07-17,2026-07-19
CALIFORNIA-VN (Non-Participating),NA,2026-07-17,2026-07-19
COLORADO,92314,2026-07-17,2026-07-19
CONNECTICUT,76136,2026-07-17,2026-07-19
DELAWARE,19785,2026-07-17,2026-07-19
DISTRICT OF COLUMBIA,45160,2026-07-17,2026-07-19
FLORIDA,395566,2026-07-17,2026-07-19
GEORGIA,147971,2026-07-17,2026-07-19
GUAM,1266,2026-07-17,2026-07-19
HAWAII,37736,2026-07-17,2026-07-19
IDAHO,30082,2026-07-17,2026-07-19
ILLINOIS,262875,2026-07-17,2026-07-19
INDIANA,133574,2026-07-17,2026-07-19
IOWA,59173,2026-07-17,2026-07-19
KANSAS,54181,2026-07-17,2026-07-19
KENTUCKY,81062,2026-07-17,2026-07-19
LOUISIANA-PN (Non-Participating),NA,2026-07-17,2026-07-19
LOUISIANA-RN,68847,2026-07-17,2026-07-19
MAINE,28978,2026-07-17,2026-07-19
MARYLAND,91241,2026-07-17,2026-07-19
MASSACHUSETTS,162225,2026-07-17,2026-07-19
MICHIGAN,191598,2026-07-17,2026-07-19
MINNESOTA,141255,2026-07-17,2026-07-19
MISSISSIPPI,56305,2026-07-17,2026-07-19
MISSOURI,122329,2026-07-17,2026-07-19
MONTANA,27038,2026-07-17,2026-07-19
NEBRASKA,34261,2026-07-17,2026-07-19
NEVADA,64942,2026-07-17,2026-07-19
NEW HAMPSHIRE,28087,2026-07-17,2026-07-19
NEW JERSEY,149582,2026-07-17,2026-07-19
NEW MEXICO,35679,2026-07-17,2026-07-19
NEW YORK,556911,2026-07-17,2026-07-19
NORTH CAROLINA,169516,2026-07-17,2026-07-19
NORTH DAKOTA,17800,2026-07-17,2026-07-19
NORTHERN MARIANA ISLANDS,3634,2026-07-17,2026-07-19
OHIO,234427,2026-07-17,2026-07-19
OKLAHOMA,56773,2026-07-17,2026-07-19
OREGON,93025,2026-07-17,2026-07-19
PENNSYLVANIA,238351,2026-07-17,2026-07-19
RHODE ISLAND,21222,2026-07-17,2026-07-19
SOUTH CAROLINA,88021,2026-07-17,2026-07-19
SOUTH DAKOTA,20642,2026-07-17,2026-07-19
TENNESSEE,119608,2026-07-17,2026-07-19
TEXAS,437091,2026-07-17,2026-07-19
UTAH,48921,2026-07-17,2026-07-19
VERMONT,12440,2026-07-17,2026-07-19
VIRGIN ISLANDS,1190,2026-07-17,2026-07-19
VIRGINIA,125341,2026-07-17,2026-07-19
WASHINGTON,107592,2026-07-17,2026-07-19
WEST VIRGINIA-PN (Non-Participating),NA,2026-07-17,2026-07-19
WEST VIRGINIA-RN,32838,2026-07-17,2026-07-19
WISCONSIN,114846,2026-07-17,2026-07-19
WYOMING,9152,2026-07-17,2026-07-19
TOTALS,6054816,2026-07-17,2026-07-19
