state,counts_all,updated_date,scrape_date
ALABAMA,116443,2022-12-03,2022-12-04
ALASKA,21966,2022-12-03,2022-12-04
AMERICAN SAMOA,299,2022-12-03,2022-12-04
ARIZONA,118340,2022-12-03,2022-12-04
ARKANSAS,59551,2022-12-03,2022-12-04
CALIFORNIA,600608,2022-12-03,2022-12-04
COLORADO,95539,2022-12-03,2022-12-04
CONNECTICUT,102344,2022-12-03,2022-12-04
DELAWARE,23965,2022-12-03,2022-12-04
DISTRICT OF COLUMBIA,38185,2022-12-03,2022-12-04
FLORIDA,425677,2022-12-03,2022-12-04
GEORGIA,170725,2022-12-03,2022-12-04
GUAM,1512,2022-12-03,2022-12-04
HAWAII,34898,2022-12-03,2022-12-04
IDAHO,31748,2022-12-03,2022-12-04
ILLINOIS,239160,2022-12-03,2022-12-04
INDIANA,148344,2022-12-03,2022-12-04
IOWA,67066,2022-12-03,2022-12-04
KANSAS,62519,2022-12-03,2022-12-04
KENTUCKY,86043,2022-12-03,2022-12-04
LOUISIANA,87366,2022-12-03,2022-12-04
MAINE,30654,2022-12-03,2022-12-04
MARYLAND,98928,2022-12-03,2022-12-04
MASSACHUSETTS,189337,2022-12-03,2022-12-04
MICHIGAN (Non-Participating),NA,2022-12-03,2022-12-04
MINNESOTA,147066,2022-12-03,2022-12-04
MISSISSIPPI,66211,2022-12-03,2022-12-04
MISSOURI,144785,2022-12-03,2022-12-04
MONTANA,24071,2022-12-03,2022-12-04
NEBRASKA,36670,2022-12-03,2022-12-04
NEVADA,61235,2022-12-03,2022-12-04
NEW HAMPSHIRE,29759,2022-12-03,2022-12-04
NEW JERSEY,165654,2022-12-03,2022-12-04
NEW MEXICO,33770,2022-12-03,2022-12-04
NEW YORK,454860,2022-12-03,2022-12-04
NORTH CAROLINA,176731,2022-12-03,2022-12-04
NORTH DAKOTA,20713,2022-12-03,2022-12-04
NORTHERN MARIANA ISLANDS,3649,2022-12-03,2022-12-04
OHIO,288529,2022-12-03,2022-12-04
OKLAHOMA,67027,2022-12-03,2022-12-04
OREGON,87187,2022-12-03,2022-12-04
PENNSYLVANIA,292817,2022-12-03,2022-12-04
RHODE ISLAND,31801,2022-12-03,2022-12-04
SOUTH CAROLINA,90921,2022-12-03,2022-12-04
SOUTH DAKOTA,22391,2022-12-03,2022-12-04
TENNESSEE,143313,2022-12-03,2022-12-04
TEXAS,483041,2022-12-03,2022-12-04
UTAH,46644,2022-12-03,2022-12-04
VERMONT,23798,2022-12-03,2022-12-04
VIRGIN ISLANDS,1162,2022-12-03,2022-12-04
VIRGINIA,142181,2022-12-03,2022-12-04
WASHINGTON,137600,2022-12-03,2022-12-04
WEST VIRGINIA,42159,2022-12-03,2022-12-04
WISCONSIN,133571,2022-12-03,2022-12-04
WYOMING,10586,2022-12-03,2022-12-04
