state,counts_all,updated_date,scrape_date
ALABAMA,103630,2025-02-05,2025-02-05
ALASKA,19473,2025-02-05,2025-02-05
AMERICAN SAMOA,86,2025-02-05,2025-02-05
ARIZONA,126601,2025-02-05,2025-02-05
ARKANSAS,61984,2025-02-05,2025-02-05
CALIFORNIA,666322,2025-02-05,2025-02-05
COLORADO,95748,2025-02-05,2025-02-05
CONNECTICUT,95521,2025-02-05,2025-02-05
DELAWARE,24848,2025-02-05,2025-02-05
DISTRICT OF COLUMBIA,45440,2025-02-05,2025-02-05
FLORIDA,447941,2025-02-05,2025-02-05
GEORGIA,178081,2025-02-05,2025-02-05
GUAM,1444,2025-02-05,2025-02-05
HAWAII,41418,2025-02-05,2025-02-05
IDAHO,33372,2025-02-05,2025-02-05
ILLINOIS,285401,2025-02-05,2025-02-05
INDIANA,152961,2025-02-05,2025-02-05
IOWA,67047,2025-02-05,2025-02-05
KANSAS,62101,2025-02-05,2025-02-05
KENTUCKY,88797,2025-02-05,2025-02-05
LOUISIANA,87066,2025-02-05,2025-02-05
MAINE,30495,2025-02-05,2025-02-05
MARYLAND,100640,2025-02-05,2025-02-05
MASSACHUSETTS,178542,2025-02-05,2025-02-05
MICHIGAN,196796,2025-02-05,2025-02-05
MINNESOTA,151374,2025-02-05,2025-02-05
MISSISSIPPI,65720,2025-02-05,2025-02-05
MISSOURI,148009,2025-02-05,2025-02-05
MONTANA,27928,2025-02-05,2025-02-05
NEBRASKA,36735,2025-02-05,2025-02-05
NEVADA,65283,2025-02-05,2025-02-05
NEW HAMPSHIRE,30623,2025-02-05,2025-02-05
NEW JERSEY,174149,2025-02-05,2025-02-05
NEW MEXICO,36371,2025-02-05,2025-02-05
NEW YORK,567388,2025-02-05,2025-02-05
NORTH CAROLINA,185197,2025-02-05,2025-02-05
NORTH DAKOTA,19444,2025-02-05,2025-02-05
NORTHERN MARIANA ISLANDS,4566,2025-02-05,2025-02-05
OHIO,285689,2025-02-05,2025-02-05
OKLAHOMA,70233,2025-02-05,2025-02-05
OREGON,94032,2025-02-05,2025-02-05
PENNSYLVANIA,288373,2025-02-05,2025-02-05
RHODE ISLAND,28598,2025-02-05,2025-02-05
SOUTH CAROLINA,97275,2025-02-05,2025-02-05
SOUTH DAKOTA,22818,2025-02-05,2025-02-05
TENNESSEE,146196,2025-02-05,2025-02-05
TEXAS,518934,2025-02-05,2025-02-05
UTAH,45439,2025-02-05,2025-02-05
VERMONT,14767,2025-02-05,2025-02-05
VIRGIN ISLANDS,1378,2025-02-05,2025-02-05
VIRGINIA,147159,2025-02-05,2025-02-05
WASHINGTON,118641,2025-02-05,2025-02-05
WEST VIRGINIA,41432,2025-02-05,2025-02-05
WISCONSIN,127818,2025-02-05,2025-02-05
WYOMING,8930,2025-02-05,2025-02-05
