state,counts_rn,updated_date,scrape_date
ALABAMA,87585,2024-10-16,2024-10-16
ALASKA,23654,2024-10-16,2024-10-16
AMERICAN SAMOA,57,2024-10-16,2024-10-16
ARIZONA,113822,2024-10-16,2024-10-16
ARKANSAS,47842,2024-10-16,2024-10-16
CALIFORNIA-RN,542187,2024-10-16,2024-10-16
CALIFORNIA-VN (Non-Participating),NA,2024-10-16,2024-10-16
COLORADO,92336,2024-10-16,2024-10-16
CONNECTICUT,83137,2024-10-16,2024-10-16
DELAWARE,21365,2024-10-16,2024-10-16
DISTRICT OF COLUMBIA,48896,2024-10-16,2024-10-16
FLORIDA,378730,2024-10-16,2024-10-16
GEORGIA,145973,2024-10-16,2024-10-16
GUAM,1205,2024-10-16,2024-10-16
HAWAII,37392,2024-10-16,2024-10-16
IDAHO,29364,2024-10-16,2024-10-16
ILLINOIS,251703,2024-10-16,2024-10-16
INDIANA,131051,2024-10-16,2024-10-16
IOWA,58585,2024-10-16,2024-10-16
KANSAS,53412,2024-10-16,2024-10-16
KENTUCKY,78246,2024-10-16,2024-10-16
LOUISIANA-PN (Non-Participating),NA,2024-10-16,2024-10-16
LOUISIANA-RN,67109,2024-10-16,2024-10-16
MAINE,28998,2024-10-16,2024-10-16
MARYLAND,89721,2024-10-16,2024-10-16
MASSACHUSETTS,166465,2024-10-16,2024-10-16
MICHIGAN,176563,2024-10-16,2024-10-16
MINNESOTA,134682,2024-10-16,2024-10-16
MISSISSIPPI,54868,2024-10-16,2024-10-16
MISSOURI,124102,2024-10-16,2024-10-16
MONTANA,24811,2024-10-16,2024-10-16
NEBRASKA,34361,2024-10-16,2024-10-16
NEVADA,60470,2024-10-16,2024-10-16
NEW HAMPSHIRE,27407,2024-10-16,2024-10-16
NEW JERSEY,147444,2024-10-16,2024-10-16
NEW MEXICO,34054,2024-10-16,2024-10-16
NEW YORK,479427,2024-10-16,2024-10-16
NORTH CAROLINA,162055,2024-10-16,2024-10-16
NORTH DAKOTA,17812,2024-10-16,2024-10-16
NORTHERN MARIANA ISLANDS,4668,2024-10-16,2024-10-16
OHIO,232725,2024-10-16,2024-10-16
OKLAHOMA,53371,2024-10-16,2024-10-16
OREGON,86221,2024-10-16,2024-10-16
PENNSYLVANIA,245515,2024-10-16,2024-10-16
RHODE ISLAND,25487,2024-10-16,2024-10-16
SOUTH CAROLINA,83280,2024-10-16,2024-10-16
SOUTH DAKOTA,19996,2024-10-16,2024-10-16
TENNESSEE,116756,2024-10-16,2024-10-16
TEXAS,415171,2024-10-16,2024-10-16
UTAH,47310,2024-10-16,2024-10-16
VERMONT,13002,2024-10-16,2024-10-16
VIRGIN ISLANDS,1290,2024-10-16,2024-10-16
VIRGINIA,121073,2024-10-16,2024-10-16
WASHINGTON,108558,2024-10-16,2024-10-16
WEST VIRGINIA-PN (Non-Participating),NA,2024-10-16,2024-10-16
WEST VIRGINIA-RN,38205,2024-10-16,2024-10-16
WISCONSIN,113608,2024-10-16,2024-10-16
WYOMING,9510,2024-10-16,2024-10-16
TOTALS,5792637,2024-10-16,2024-10-16
