state,counts_rn,updated_date,scrape_date
ALABAMA,90630,2025-12-06,2025-12-06
ALASKA,22119,2025-12-06,2025-12-06
AMERICAN SAMOA,152,2025-12-06,2025-12-06
ARIZONA,116588,2025-12-06,2025-12-06
ARKANSAS,48883,2025-12-06,2025-12-06
CALIFORNIA-RN,589877,2025-12-06,2025-12-06
CALIFORNIA-VN (Non-Participating),NA,2025-12-06,2025-12-06
COLORADO,88615,2025-12-06,2025-12-06
CONNECTICUT,81991,2025-12-06,2025-12-06
DELAWARE,18989,2025-12-06,2025-12-06
DISTRICT OF COLUMBIA,48581,2025-12-06,2025-12-06
FLORIDA,389560,2025-12-06,2025-12-06
GEORGIA,149200,2025-12-06,2025-12-06
GUAM,1151,2025-12-06,2025-12-06
HAWAII,34180,2025-12-06,2025-12-06
IDAHO,28286,2025-12-06,2025-12-06
ILLINOIS,253312,2025-12-06,2025-12-06
INDIANA,126861,2025-12-06,2025-12-06
IOWA,58623,2025-12-06,2025-12-06
KANSAS,53446,2025-12-06,2025-12-06
KENTUCKY,76935,2025-12-06,2025-12-06
LOUISIANA-PN (Non-Participating),NA,2025-12-06,2025-12-06
LOUISIANA-RN,68361,2025-12-06,2025-12-06
MAINE,28759,2025-12-06,2025-12-06
MARYLAND,90721,2025-12-06,2025-12-06
MASSACHUSETTS,169426,2025-12-06,2025-12-06
MICHIGAN,180682,2025-12-06,2025-12-06
MINNESOTA,139162,2025-12-06,2025-12-06
MISSISSIPPI,54033,2025-12-06,2025-12-06
MISSOURI,118494,2025-12-06,2025-12-06
MONTANA,26913,2025-12-06,2025-12-06
NEBRASKA,32932,2025-12-06,2025-12-06
NEVADA,62839,2025-12-06,2025-12-06
NEW HAMPSHIRE,27759,2025-12-06,2025-12-06
NEW JERSEY,152114,2025-12-06,2025-12-06
NEW MEXICO,34624,2025-12-06,2025-12-06
NEW YORK,527803,2025-12-06,2025-12-06
NORTH CAROLINA,164974,2025-12-06,2025-12-06
NORTH DAKOTA,17918,2025-12-06,2025-12-06
NORTHERN MARIANA ISLANDS,3927,2025-12-06,2025-12-06
OHIO,226188,2025-12-06,2025-12-06
OKLAHOMA,56082,2025-12-06,2025-12-06
OREGON,91167,2025-12-06,2025-12-06
PENNSYLVANIA,235574,2025-12-06,2025-12-06
RHODE ISLAND,21780,2025-12-06,2025-12-06
SOUTH CAROLINA,89867,2025-12-06,2025-12-06
SOUTH DAKOTA,20295,2025-12-06,2025-12-06
TENNESSEE,118177,2025-12-06,2025-12-06
TEXAS,427511,2025-12-06,2025-12-06
UTAH,46529,2025-12-06,2025-12-06
VERMONT,11680,2025-12-06,2025-12-06
VIRGIN ISLANDS,1111,2025-12-06,2025-12-06
VIRGINIA,123243,2025-12-06,2025-12-06
WASHINGTON,106969,2025-12-06,2025-12-06
WEST VIRGINIA-PN (Non-Participating),NA,2025-12-06,2025-12-06
WEST VIRGINIA-RN,35843,2025-12-06,2025-12-06
WISCONSIN,121515,2025-12-06,2025-12-06
WYOMING,8734,2025-12-06,2025-12-06
TOTALS,5921685,2025-12-06,2025-12-06
