state,counts_rn,updated_date,scrape_date
ALABAMA,99342,2023-01-23,2023-01-26
ALASKA,17044,2023-01-23,2023-01-26
AMERICAN SAMOA,167,2023-01-23,2023-01-26
ARIZONA,107747,2023-01-23,2023-01-26
ARKANSAS,46143,2023-01-23,2023-01-26
CALIFORNIA-RN,498465,2023-01-23,2023-01-26
CALIFORNIA-VN (Non-Participating),NA,2023-01-23,2023-01-26
COLORADO,85452,2023-01-23,2023-01-26
CONNECTICUT,90935,2023-01-23,2023-01-26
DELAWARE,21313,2023-01-23,2023-01-26
DISTRICT OF COLUMBIA,36808,2023-01-23,2023-01-26
FLORIDA,362403,2023-01-23,2023-01-26
GEORGIA,141087,2023-01-23,2023-01-26
GUAM,1301,2023-01-23,2023-01-26
HAWAII,33556,2023-01-23,2023-01-26
IDAHO,28975,2023-01-23,2023-01-26
ILLINOIS,213763,2023-01-23,2023-01-26
INDIANA,128873,2023-01-23,2023-01-26
IOWA,57747,2023-01-23,2023-01-26
KANSAS,53186,2023-01-23,2023-01-26
KENTUCKY,74139,2023-01-23,2023-01-26
LOUISIANA-PN (Non-Participating),NA,2023-01-23,2023-01-26
LOUISIANA-RN,66018,2023-01-23,2023-01-26
MAINE,28701,2023-01-23,2023-01-26
MARYLAND,88078,2023-01-23,2023-01-26
MASSACHUSETTS,149904,2023-01-23,2023-01-26
MICHIGAN,0,2023-01-23,2023-01-26
MINNESOTA,129569,2023-01-23,2023-01-26
MISSISSIPPI,49613,2023-01-23,2023-01-26
MISSOURI,122491,2023-01-23,2023-01-26
MONTANA,21897,2023-01-23,2023-01-26
NEBRASKA,31274,2023-01-23,2023-01-26
NEVADA,56849,2023-01-23,2023-01-26
NEW HAMPSHIRE,26633,2023-01-23,2023-01-26
NEW JERSEY,143013,2023-01-23,2023-01-26
NEW MEXICO,31671,2023-01-23,2023-01-26
NEW YORK,388238,2023-01-23,2023-01-26
NORTH CAROLINA,154349,2023-01-23,2023-01-26
NORTH DAKOTA,16364,2023-01-23,2023-01-26
NORTHERN MARIANA ISLANDS,3758,2023-01-23,2023-01-26
OHIO,240150,2023-01-23,2023-01-26
OKLAHOMA,50230,2023-01-23,2023-01-26
OREGON,80714,2023-01-23,2023-01-26
PENNSYLVANIA,240172,2023-01-23,2023-01-26
RHODE ISLAND,29515,2023-01-23,2023-01-26
SOUTH CAROLINA,79580,2023-01-23,2023-01-26
SOUTH DAKOTA,19668,2023-01-23,2023-01-26
TENNESSEE,113257,2023-01-23,2023-01-26
TEXAS,382889,2023-01-23,2023-01-26
UTAH,44235,2023-01-23,2023-01-26
VERMONT,22045,2023-01-23,2023-01-26
VIRGIN ISLANDS,1152,2023-01-23,2023-01-26
VIRGINIA,116148,2023-01-23,2023-01-26
WASHINGTON,127151,2023-01-23,2023-01-26
WEST VIRGINIA-PN (Non-Participating),NA,2023-01-23,2023-01-26
WEST VIRGINIA-RN,34780,2023-01-23,2023-01-26
WISCONSIN,118407,2023-01-23,2023-01-26
WYOMING,8157,2023-01-23,2023-01-26
TOTALS,5315116,2023-01-23,2023-01-26
