state,counts_lpn,updated_date,scrape_date
ALABAMA,17735,2022-12-10,2022-12-10
ALASKA,624,2022-12-10,2022-12-10
AMERICAN SAMOA,132,2022-12-10,2022-12-10
ARIZONA,10978,2022-12-10,2022-12-10
ARKANSAS,13933,2022-12-10,2022-12-10
CALIFORNIA-RN (Non-Participating),NA,2022-12-10,2022-12-10
CALIFORNIA-VN,107366,2022-12-10,2022-12-10
COLORADO,7530,2022-12-10,2022-12-10
CONNECTICUT,14269,2022-12-10,2022-12-10
DELAWARE,2889,2022-12-10,2022-12-10
DISTRICT OF COLUMBIA,2325,2022-12-10,2022-12-10
FLORIDA,66234,2022-12-10,2022-12-10
GEORGIA,30551,2022-12-10,2022-12-10
GUAM,225,2022-12-10,2022-12-10
HAWAII,1985,2022-12-10,2022-12-10
IDAHO,3260,2022-12-10,2022-12-10
ILLINOIS,27142,2022-12-10,2022-12-10
INDIANA,20376,2022-12-10,2022-12-10
IOWA,9198,2022-12-10,2022-12-10
KANSAS,9389,2022-12-10,2022-12-10
KENTUCKY,12616,2022-12-10,2022-12-10
LOUISIANA-PN,21748,2022-12-10,2022-12-10
LOUISIANA-RN (Non-Participating),NA,2022-12-10,2022-12-10
MAINE,1841,2022-12-10,2022-12-10
MARYLAND,11135,2022-12-10,2022-12-10
MASSACHUSETTS,21194,2022-12-10,2022-12-10
MICHIGAN (Non-Participating),NA,2022-12-10,2022-12-10
MINNESOTA,18766,2022-12-10,2022-12-10
MISSISSIPPI,13592,2022-12-10,2022-12-10
MISSOURI,22822,2022-12-10,2022-12-10
MONTANA,2404,2022-12-10,2022-12-10
NEBRASKA,5597,2022-12-10,2022-12-10
NEVADA,4634,2022-12-10,2022-12-10
NEW HAMPSHIRE,3098,2022-12-10,2022-12-10
NEW JERSEY,23712,2022-12-10,2022-12-10
NEW MEXICO,2400,2022-12-10,2022-12-10
NEW YORK,70760,2022-12-10,2022-12-10
NORTH CAROLINA,22955,2022-12-10,2022-12-10
NORTH DAKOTA,3320,2022-12-10,2022-12-10
NORTHERN MARIANA ISLANDS,57,2022-12-10,2022-12-10
OHIO,49775,2022-12-10,2022-12-10
OKLAHOMA,16742,2022-12-10,2022-12-10
OREGON,6178,2022-12-10,2022-12-10
PENNSYLVANIA,48759,2022-12-10,2022-12-10
RHODE ISLAND,2770,2022-12-10,2022-12-10
SOUTH CAROLINA,12156,2022-12-10,2022-12-10
SOUTH DAKOTA,2683,2022-12-10,2022-12-10
TENNESSEE,29895,2022-12-10,2022-12-10
TEXAS,103981,2022-12-10,2022-12-10
UTAH,2618,2022-12-10,2022-12-10
VERMONT,1842,2022-12-10,2022-12-10
VIRGIN ISLANDS,89,2022-12-10,2022-12-10
VIRGINIA,26674,2022-12-10,2022-12-10
WASHINGTON,11152,2022-12-10,2022-12-10
WEST VIRGINIA-PN,7922,2022-12-10,2022-12-10
WEST VIRGINIA-RN (Non-Participating),NA,2022-12-10,2022-12-10
WISCONSIN,16105,2022-12-10,2022-12-10
WYOMING,1000,2022-12-10,2022-12-10
TOTALS,949133,2022-12-10,2022-12-10
