state,counts_rn,updated_date,scrape_date
ALABAMA,92979,2026-07-17,2026-07-17
ALASKA,24543,2026-07-17,2026-07-17
AMERICAN SAMOA,179,2026-07-17,2026-07-17
ARIZONA,121587,2026-07-17,2026-07-17
ARKANSAS,50071,2026-07-17,2026-07-17
CALIFORNIA-RN,616868,2026-07-17,2026-07-17
CALIFORNIA-VN (Non-Participating),NA,2026-07-17,2026-07-17
COLORADO,92314,2026-07-17,2026-07-17
CONNECTICUT,76136,2026-07-17,2026-07-17
DELAWARE,19785,2026-07-17,2026-07-17
DISTRICT OF COLUMBIA,45160,2026-07-17,2026-07-17
FLORIDA,395566,2026-07-17,2026-07-17
GEORGIA,147971,2026-07-17,2026-07-17
GUAM,1266,2026-07-17,2026-07-17
HAWAII,37736,2026-07-17,2026-07-17
IDAHO,30082,2026-07-17,2026-07-17
ILLINOIS,262875,2026-07-17,2026-07-17
INDIANA,133574,2026-07-17,2026-07-17
IOWA,59173,2026-07-17,2026-07-17
KANSAS,54181,2026-07-17,2026-07-17
KENTUCKY,81062,2026-07-17,2026-07-17
LOUISIANA-PN (Non-Participating),NA,2026-07-17,2026-07-17
LOUISIANA-RN,68847,2026-07-17,2026-07-17
MAINE,28978,2026-07-17,2026-07-17
MARYLAND,91241,2026-07-17,2026-07-17
MASSACHUSETTS,162225,2026-07-17,2026-07-17
MICHIGAN,191598,2026-07-17,2026-07-17
MINNESOTA,141255,2026-07-17,2026-07-17
MISSISSIPPI,56305,2026-07-17,2026-07-17
MISSOURI,122329,2026-07-17,2026-07-17
MONTANA,27038,2026-07-17,2026-07-17
NEBRASKA,34261,2026-07-17,2026-07-17
NEVADA,64942,2026-07-17,2026-07-17
NEW HAMPSHIRE,28087,2026-07-17,2026-07-17
NEW JERSEY,149582,2026-07-17,2026-07-17
NEW MEXICO,35679,2026-07-17,2026-07-17
NEW YORK,556911,2026-07-17,2026-07-17
NORTH CAROLINA,169516,2026-07-17,2026-07-17
NORTH DAKOTA,17800,2026-07-17,2026-07-17
NORTHERN MARIANA ISLANDS,3634,2026-07-17,2026-07-17
OHIO,234427,2026-07-17,2026-07-17
OKLAHOMA,56773,2026-07-17,2026-07-17
OREGON,93025,2026-07-17,2026-07-17
PENNSYLVANIA,238351,2026-07-17,2026-07-17
RHODE ISLAND,21222,2026-07-17,2026-07-17
SOUTH CAROLINA,88021,2026-07-17,2026-07-17
SOUTH DAKOTA,20642,2026-07-17,2026-07-17
TENNESSEE,119608,2026-07-17,2026-07-17
TEXAS,437091,2026-07-17,2026-07-17
UTAH,48921,2026-07-17,2026-07-17
VERMONT,12440,2026-07-17,2026-07-17
VIRGIN ISLANDS,1190,2026-07-17,2026-07-17
VIRGINIA,125341,2026-07-17,2026-07-17
WASHINGTON,107592,2026-07-17,2026-07-17
WEST VIRGINIA-PN (Non-Participating),NA,2026-07-17,2026-07-17
WEST VIRGINIA-RN,32838,2026-07-17,2026-07-17
WISCONSIN,114846,2026-07-17,2026-07-17
WYOMING,9152,2026-07-17,2026-07-17
TOTALS,6054816,2026-07-17,2026-07-17
