state,counts_rn,updated_date,scrape_date
ALABAMA,90712,2025-09-24,2025-09-24
ALASKA,21458,2025-09-24,2025-09-24
AMERICAN SAMOA,155,2025-09-24,2025-09-24
ARIZONA,115405,2025-09-24,2025-09-24
ARKANSAS,49095,2025-09-24,2025-09-24
CALIFORNIA-RN,582599,2025-09-24,2025-09-24
CALIFORNIA-VN (Non-Participating),NA,2025-09-24,2025-09-24
COLORADO,92230,2025-09-24,2025-09-24
CONNECTICUT,82485,2025-09-24,2025-09-24
DELAWARE,22528,2025-09-24,2025-09-24
DISTRICT OF COLUMBIA,47516,2025-09-24,2025-09-24
FLORIDA,385789,2025-09-24,2025-09-24
GEORGIA,147540,2025-09-24,2025-09-24
GUAM,1348,2025-09-24,2025-09-24
HAWAII,33162,2025-09-24,2025-09-24
IDAHO,27735,2025-09-24,2025-09-24
ILLINOIS,249573,2025-09-24,2025-09-24
INDIANA,138323,2025-09-24,2025-09-24
IOWA,58620,2025-09-24,2025-09-24
KANSAS,53758,2025-09-24,2025-09-24
KENTUCKY,79410,2025-09-24,2025-09-24
LOUISIANA-PN (Non-Participating),NA,2025-09-24,2025-09-24
LOUISIANA-RN,68387,2025-09-24,2025-09-24
MAINE,28915,2025-09-24,2025-09-24
MARYLAND,91508,2025-09-24,2025-09-24
MASSACHUSETTS,167600,2025-09-24,2025-09-24
MICHIGAN,180628,2025-09-24,2025-09-24
MINNESOTA,139704,2025-09-24,2025-09-24
MISSISSIPPI,53784,2025-09-24,2025-09-24
MISSOURI,117837,2025-09-24,2025-09-24
MONTANA,26366,2025-09-24,2025-09-24
NEBRASKA,32714,2025-09-24,2025-09-24
NEVADA,62336,2025-09-24,2025-09-24
NEW HAMPSHIRE,27882,2025-09-24,2025-09-24
NEW JERSEY,150473,2025-09-24,2025-09-24
NEW MEXICO,34671,2025-09-24,2025-09-24
NEW YORK,519980,2025-09-24,2025-09-24
NORTH CAROLINA,165719,2025-09-24,2025-09-24
NORTH DAKOTA,17763,2025-09-24,2025-09-24
NORTHERN MARIANA ISLANDS,4109,2025-09-24,2025-09-24
OHIO,239819,2025-09-24,2025-09-24
OKLAHOMA,55776,2025-09-24,2025-09-24
OREGON,90698,2025-09-24,2025-09-24
PENNSYLVANIA,241244,2025-09-24,2025-09-24
RHODE ISLAND,21540,2025-09-24,2025-09-24
SOUTH CAROLINA,89100,2025-09-24,2025-09-24
SOUTH DAKOTA,20244,2025-09-24,2025-09-24
TENNESSEE,118159,2025-09-24,2025-09-24
TEXAS,427912,2025-09-24,2025-09-24
UTAH,45799,2025-09-24,2025-09-24
VERMONT,11471,2025-09-24,2025-09-24
VIRGIN ISLANDS,1202,2025-09-24,2025-09-24
VIRGINIA,123648,2025-09-24,2025-09-24
WASHINGTON,109893,2025-09-24,2025-09-24
WEST VIRGINIA-PN (Non-Participating),NA,2025-09-24,2025-09-24
WEST VIRGINIA-RN,35574,2025-09-24,2025-09-24
WISCONSIN,120711,2025-09-24,2025-09-24
WYOMING,8686,2025-09-24,2025-09-24
TOTALS,5931293,2025-09-24,2025-09-24
