state,counts_rn,updated_date,scrape_date
ALABAMA,94566,2022-02-26,2022-02-28
ALASKA,18492,2022-02-26,2022-02-28
AMERICAN SAMOA,166,2022-02-26,2022-02-28
ARIZONA,104236,2022-02-26,2022-02-28
ARKANSAS,45127,2022-02-26,2022-02-28
CALIFORNIA-RN,469504,2022-02-26,2022-02-28
CALIFORNIA-VN (Non-Participating),NA,2022-02-26,2022-02-28
COLORADO,82289,2022-02-26,2022-02-28
CONNECTICUT,82624,2022-02-26,2022-02-28
DELAWARE,19546,2022-02-26,2022-02-28
DISTRICT OF COLUMBIA,30722,2022-02-26,2022-02-28
FLORIDA,352043,2022-02-26,2022-02-28
GEORGIA,140966,2022-02-26,2022-02-28
GUAM,1629,2022-02-26,2022-02-28
HAWAII,27596,2022-02-26,2022-02-28
IDAHO,26290,2022-02-26,2022-02-28
ILLINOIS,221770,2022-02-26,2022-02-28
INDIANA,121053,2022-02-26,2022-02-28
IOWA,58853,2022-02-26,2022-02-28
KANSAS,53567,2022-02-26,2022-02-28
KENTUCKY,73153,2022-02-26,2022-02-28
LOUISIANA-PN (Non-Participating),NA,2022-02-26,2022-02-28
LOUISIANA-RN,63310,2022-02-26,2022-02-28
MAINE,28088,2022-02-26,2022-02-28
MARYLAND,87173,2022-02-26,2022-02-28
MASSACHUSETTS,155612,2022-02-26,2022-02-28
MICHIGAN (Non-Participating),NA,2022-02-26,2022-02-28
MINNESOTA,120578,2022-02-26,2022-02-28
MISSISSIPPI,50993,2022-02-26,2022-02-28
MISSOURI,117475,2022-02-26,2022-02-28
MONTANA,19737,2022-02-26,2022-02-28
NEBRASKA,31625,2022-02-26,2022-02-28
NEVADA,52800,2022-02-26,2022-02-28
NEW HAMPSHIRE,25754,2022-02-26,2022-02-28
NEW JERSEY,141197,2022-02-26,2022-02-28
NEW MEXICO,30366,2022-02-26,2022-02-28
NEW YORK,359215,2022-02-26,2022-02-28
NORTH CAROLINA,149898,2022-02-26,2022-02-28
NORTH DAKOTA,16096,2022-02-26,2022-02-28
NORTHERN MARIANA ISLANDS,3226,2022-02-26,2022-02-28
OHIO,224050,2022-02-26,2022-02-28
OKLAHOMA,52056,2022-02-26,2022-02-28
OREGON,74093,2022-02-26,2022-02-28
PENNSYLVANIA,234908,2022-02-26,2022-02-28
RHODE ISLAND,27880,2022-02-26,2022-02-28
SOUTH CAROLINA,78382,2022-02-26,2022-02-28
SOUTH DAKOTA,19374,2022-02-26,2022-02-28
TENNESSEE,110773,2022-02-26,2022-02-28
TEXAS,368897,2022-02-26,2022-02-28
UTAH,40989,2022-02-26,2022-02-28
VERMONT,20651,2022-02-26,2022-02-28
VIRGIN ISLANDS,1330,2022-02-26,2022-02-28
VIRGINIA,113043,2022-02-26,2022-02-28
WASHINGTON,118813,2022-02-26,2022-02-28
WEST VIRGINIA-PN (Non-Participating),NA,2022-02-26,2022-02-28
WEST VIRGINIA-RN,33626,2022-02-26,2022-02-28
WISCONSIN,112716,2022-02-26,2022-02-28
WYOMING,9009,2022-02-26,2022-02-28
TOTALS,5117925,2022-02-26,2022-02-28
