state,counts_all,updated_date,scrape_date
ALABAMA,103869,2025-03-17,2025-03-17
ALASKA,19974,2025-03-17,2025-03-17
AMERICAN SAMOA,95,2025-03-17,2025-03-17
ARIZONA,127231,2025-03-17,2025-03-17
ARKANSAS,61989,2025-03-17,2025-03-17
CALIFORNIA,672533,2025-03-17,2025-03-17
COLORADO,96567,2025-03-17,2025-03-17
CONNECTICUT,95036,2025-03-17,2025-03-17
DELAWARE,24896,2025-03-17,2025-03-17
DISTRICT OF COLUMBIA,46319,2025-03-17,2025-03-17
FLORIDA,451117,2025-03-17,2025-03-17
GEORGIA,173831,2025-03-17,2025-03-17
GUAM,1457,2025-03-17,2025-03-17
HAWAII,42204,2025-03-17,2025-03-17
IDAHO,33593,2025-03-17,2025-03-17
ILLINOIS,265521,2025-03-17,2025-03-17
INDIANA,154045,2025-03-17,2025-03-17
IOWA,66947,2025-03-17,2025-03-17
KANSAS,62233,2025-03-17,2025-03-17
KENTUCKY,89071,2025-03-17,2025-03-17
LOUISIANA,87807,2025-03-17,2025-03-17
MAINE,30446,2025-03-17,2025-03-17
MARYLAND,101058,2025-03-17,2025-03-17
MASSACHUSETTS,180537,2025-03-17,2025-03-17
MICHIGAN,197591,2025-03-17,2025-03-17
MINNESOTA,152054,2025-03-17,2025-03-17
MISSISSIPPI,66252,2025-03-17,2025-03-17
MISSOURI,146698,2025-03-17,2025-03-17
MONTANA,26610,2025-03-17,2025-03-17
NEBRASKA,36931,2025-03-17,2025-03-17
NEVADA,65695,2025-03-17,2025-03-17
NEW HAMPSHIRE,30682,2025-03-17,2025-03-17
NEW JERSEY,175592,2025-03-17,2025-03-17
NEW MEXICO,36564,2025-03-17,2025-03-17
NEW YORK,571627,2025-03-17,2025-03-17
NORTH CAROLINA,185309,2025-03-17,2025-03-17
NORTH DAKOTA,19611,2025-03-17,2025-03-17
NORTHERN MARIANA ISLANDS,4524,2025-03-17,2025-03-17
OHIO,287067,2025-03-17,2025-03-17
OKLAHOMA,70635,2025-03-17,2025-03-17
OREGON,95155,2025-03-17,2025-03-17
PENNSYLVANIA,289864,2025-03-17,2025-03-17
RHODE ISLAND,22440,2025-03-17,2025-03-17
SOUTH CAROLINA,97980,2025-03-17,2025-03-17
SOUTH DAKOTA,22843,2025-03-17,2025-03-17
TENNESSEE,146104,2025-03-17,2025-03-17
TEXAS,521556,2025-03-17,2025-03-17
UTAH,46503,2025-03-17,2025-03-17
VERMONT,14864,2025-03-17,2025-03-17
VIRGIN ISLANDS,1394,2025-03-17,2025-03-17
VIRGINIA,147811,2025-03-17,2025-03-17
WASHINGTON,118958,2025-03-17,2025-03-17
WEST VIRGINIA,41831,2025-03-17,2025-03-17
WISCONSIN,128876,2025-03-17,2025-03-17
WYOMING,9001,2025-03-17,2025-03-17
