state,counts_rn,updated_date,scrape_date
ALABAMA,98570,2022-10-28,2022-10-29
ALASKA,21115,2022-10-28,2022-10-29
AMERICAN SAMOA,167,2022-10-28,2022-10-29
ARIZONA,106602,2022-10-28,2022-10-29
ARKANSAS,45842,2022-10-28,2022-10-29
CALIFORNIA-RN,492124,2022-10-28,2022-10-29
CALIFORNIA-VN (Non-Participating),NA,2022-10-28,2022-10-29
COLORADO,87463,2022-10-28,2022-10-29
CONNECTICUT,87897,2022-10-28,2022-10-29
DELAWARE,20932,2022-10-28,2022-10-29
DISTRICT OF COLUMBIA,35114,2022-10-28,2022-10-29
FLORIDA,358674,2022-10-28,2022-10-29
GEORGIA,139703,2022-10-28,2022-10-29
GUAM,1242,2022-10-28,2022-10-29
HAWAII,32186,2022-10-28,2022-10-29
IDAHO,28290,2022-10-28,2022-10-29
ILLINOIS,210194,2022-10-28,2022-10-29
INDIANA,127502,2022-10-28,2022-10-29
IOWA,59863,2022-10-28,2022-10-29
KANSAS,53555,2022-10-28,2022-10-29
KENTUCKY,76554,2022-10-28,2022-10-29
LOUISIANA-PN (Non-Participating),NA,2022-10-28,2022-10-29
LOUISIANA-RN,65654,2022-10-28,2022-10-29
MAINE,28836,2022-10-28,2022-10-29
MARYLAND,88476,2022-10-28,2022-10-29
MASSACHUSETTS,166745,2022-10-28,2022-10-29
MICHIGAN (Non-Participating),NA,2022-10-28,2022-10-29
MINNESOTA,128027,2022-10-28,2022-10-29
MISSISSIPPI,52683,2022-10-28,2022-10-29
MISSOURI,121690,2022-10-28,2022-10-29
MONTANA,21465,2022-10-28,2022-10-29
NEBRASKA,32907,2022-10-28,2022-10-29
NEVADA,56413,2022-10-28,2022-10-29
NEW HAMPSHIRE,26642,2022-10-28,2022-10-29
NEW JERSEY,141004,2022-10-28,2022-10-29
NEW MEXICO,31447,2022-10-28,2022-10-29
NEW YORK,380824,2022-10-28,2022-10-29
NORTH CAROLINA,154233,2022-10-28,2022-10-29
NORTH DAKOTA,17289,2022-10-28,2022-10-29
NORTHERN MARIANA ISLANDS,3438,2022-10-28,2022-10-29
OHIO,237849,2022-10-28,2022-10-29
OKLAHOMA,51044,2022-10-28,2022-10-29
OREGON,80787,2022-10-28,2022-10-29
PENNSYLVANIA,243452,2022-10-28,2022-10-29
RHODE ISLAND,28507,2022-10-28,2022-10-29
SOUTH CAROLINA,78346,2022-10-28,2022-10-29
SOUTH DAKOTA,19726,2022-10-28,2022-10-29
TENNESSEE,113288,2022-10-28,2022-10-29
TEXAS,379767,2022-10-28,2022-10-29
UTAH,43813,2022-10-28,2022-10-29
VERMONT,21885,2022-10-28,2022-10-29
VIRGIN ISLANDS,1660,2022-10-28,2022-10-29
VIRGINIA,115941,2022-10-28,2022-10-29
WASHINGTON,126496,2022-10-28,2022-10-29
WEST VIRGINIA-PN (Non-Participating),NA,2022-10-28,2022-10-29
WEST VIRGINIA-RN,35677,2022-10-28,2022-10-29
WISCONSIN,116915,2022-10-28,2022-10-29
WYOMING,9565,2022-10-28,2022-10-29
TOTALS,5306080,2022-10-28,2022-10-29
