state,counts_lpn,updated_date,scrape_date
ALABAMA,17191,2022-07-01,2022-07-02
ALASKA,807,2022-07-01,2022-07-02
AMERICAN SAMOA,132,2022-07-01,2022-07-02
ARIZONA,11258,2022-07-01,2022-07-02
ARKANSAS,14222,2022-07-01,2022-07-02
CALIFORNIA-RN (Non-Participating),NA,2022-07-01,2022-07-02
CALIFORNIA-VN,107084,2022-07-01,2022-07-02
COLORADO,8268,2022-07-01,2022-07-02
CONNECTICUT,14143,2022-07-01,2022-07-02
DELAWARE,2769,2022-07-01,2022-07-02
DISTRICT OF COLUMBIA,2216,2022-07-01,2022-07-02
FLORIDA,63951,2022-07-01,2022-07-02
GEORGIA,30345,2022-07-01,2022-07-02
GUAM,218,2022-07-01,2022-07-02
HAWAII,1850,2022-07-01,2022-07-02
IDAHO,3590,2022-07-01,2022-07-02
ILLINOIS,26284,2022-07-01,2022-07-02
INDIANA,23414,2022-07-01,2022-07-02
IOWA,10034,2022-07-01,2022-07-02
KANSAS,9636,2022-07-01,2022-07-02
KENTUCKY,13217,2022-07-01,2022-07-02
LOUISIANA-PN,21448,2022-07-01,2022-07-02
LOUISIANA-RN (Non-Participating),NA,2022-07-01,2022-07-02
MAINE,1880,2022-07-01,2022-07-02
MARYLAND,11330,2022-07-01,2022-07-02
MASSACHUSETTS,20408,2022-07-01,2022-07-02
MICHIGAN (Non-Participating),NA,2022-07-01,2022-07-02
MINNESOTA,19285,2022-07-01,2022-07-02
MISSISSIPPI,13053,2022-07-01,2022-07-02
MISSOURI,22028,2022-07-01,2022-07-02
MONTANA,2352,2022-07-01,2022-07-02
NEBRASKA,5428,2022-07-01,2022-07-02
NEVADA,4561,2022-07-01,2022-07-02
NEW HAMPSHIRE,3098,2022-07-01,2022-07-02
NEW JERSEY,24388,2022-07-01,2022-07-02
NEW MEXICO,2454,2022-07-01,2022-07-02
NEW YORK,69184,2022-07-01,2022-07-02
NORTH CAROLINA,22734,2022-07-01,2022-07-02
NORTH DAKOTA,3177,2022-07-01,2022-07-02
NORTHERN MARIANA ISLANDS,54,2022-07-01,2022-07-02
OHIO,55432,2022-07-01,2022-07-02
OKLAHOMA,16057,2022-07-01,2022-07-02
OREGON,6058,2022-07-01,2022-07-02
PENNSYLVANIA,53976,2022-07-01,2022-07-02
RHODE ISLAND,2558,2022-07-01,2022-07-02
SOUTH CAROLINA,11800,2022-07-01,2022-07-02
SOUTH DAKOTA,2687,2022-07-01,2022-07-02
TENNESSEE,29922,2022-07-01,2022-07-02
TEXAS,104836,2022-07-01,2022-07-02
UTAH,2559,2022-07-01,2022-07-02
VERMONT,1678,2022-07-01,2022-07-02
VIRGIN ISLANDS,108,2022-07-01,2022-07-02
VIRGINIA,26893,2022-07-01,2022-07-02
WASHINGTON,11024,2022-07-01,2022-07-02
WEST VIRGINIA-PN,8271,2022-07-01,2022-07-02
WEST VIRGINIA-RN (Non-Participating),NA,2022-07-01,2022-07-02
WISCONSIN,15631,2022-07-01,2022-07-02
WYOMING,976,2022-07-01,2022-07-02
TOTALS,957957,2022-07-01,2022-07-02
