state,counts_lpn,updated_date,scrape_date
ALABAMA,16960,2021-09-23,2021-09-24
ALASKA,719,2021-09-23,2021-09-24
AMERICAN SAMOA,131,2021-09-23,2021-09-24
ARIZONA,10660,2021-09-23,2021-09-24
ARKANSAS,14373,2021-09-23,2021-09-24
CALIFORNIA-RN (Non-Participating),NA,2021-09-23,2021-09-24
CALIFORNIA-VN,105612,2021-09-23,2021-09-24
COLORADO,7870,2021-09-23,2021-09-24
CONNECTICUT,13651,2021-09-23,2021-09-24
DELAWARE,3118,2021-09-23,2021-09-24
DISTRICT OF COLUMBIA,2141,2021-09-23,2021-09-24
FLORIDA,59868,2021-09-23,2021-09-24
GEORGIA,29378,2021-09-23,2021-09-24
GUAM,197,2021-09-23,2021-09-24
HAWAII,1605,2021-09-23,2021-09-24
IDAHO,3457,2021-09-23,2021-09-24
ILLINOIS,25169,2021-09-23,2021-09-24
INDIANA,22571,2021-09-23,2021-09-24
IOWA,11733,2021-09-23,2021-09-24
KANSAS,9812,2021-09-23,2021-09-24
KENTUCKY,13751,2021-09-23,2021-09-24
LOUISIANA-PN,21630,2021-09-23,2021-09-24
LOUISIANA-RN (Non-Participating),NA,2021-09-23,2021-09-24
MAINE,1905,2021-09-23,2021-09-24
MARYLAND,11354,2021-09-23,2021-09-24
MASSACHUSETTS,20591,2021-09-23,2021-09-24
MICHIGAN (Non-Participating),NA,2021-09-23,2021-09-24
MINNESOTA,19914,2021-09-23,2021-09-24
MISSISSIPPI,13989,2021-09-23,2021-09-24
MISSOURI,24288,2021-09-23,2021-09-24
MONTANA,2390,2021-09-23,2021-09-24
NEBRASKA,6142,2021-09-23,2021-09-24
NEVADA,4379,2021-09-23,2021-09-24
NEW HAMPSHIRE,3085,2021-09-23,2021-09-24
NEW JERSEY,23447,2021-09-23,2021-09-24
NEW MEXICO,2487,2021-09-23,2021-09-24
NEW YORK,86356,2021-09-23,2021-09-24
NORTH CAROLINA,22746,2021-09-23,2021-09-24
NORTH DAKOTA,3388,2021-09-23,2021-09-24
NORTHERN MARIANA ISLANDS,45,2021-09-23,2021-09-24
OHIO,52726,2021-09-23,2021-09-24
OKLAHOMA,16101,2021-09-23,2021-09-24
OREGON,5962,2021-09-23,2021-09-24
PENNSYLVANIA,51863,2021-09-23,2021-09-24
RHODE ISLAND,2424,2021-09-23,2021-09-24
SOUTH CAROLINA,12121,2021-09-23,2021-09-24
SOUTH DAKOTA,2678,2021-09-23,2021-09-24
TENNESSEE,30000,2021-09-23,2021-09-24
TEXAS,106346,2021-09-23,2021-09-24
UTAH,2761,2021-09-23,2021-09-24
VERMONT,2479,2021-09-23,2021-09-24
VIRGIN ISLANDS,91,2021-09-23,2021-09-24
VIRGINIA,27131,2021-09-23,2021-09-24
WASHINGTON,11082,2021-09-23,2021-09-24
WEST VIRGINIA-PN,7783,2021-09-23,2021-09-24
WEST VIRGINIA-RN (Non-Participating),NA,2021-09-23,2021-09-24
WISCONSIN,14868,2021-09-23,2021-09-24
WYOMING,835,2021-09-23,2021-09-24
TOTALS,968163,2021-09-23,2021-09-24
