state,counts_lpn,updated_date,scrape_date
ALABAMA,15943,2025-05-29,2025-05-29
ALASKA,749,2025-05-29,2025-05-29
AMERICAN SAMOA,24,2025-05-29,2025-05-29
ARIZONA,11174,2025-05-29,2025-05-29
ARKANSAS,13759,2025-05-29,2025-05-29
CALIFORNIA-RN (Non-Participating),NA,2025-05-29,2025-05-29
CALIFORNIA-VN,114612,2025-05-29,2025-05-29
COLORADO,7533,2025-05-29,2025-05-29
CONNECTICUT,12799,2025-05-29,2025-05-29
DELAWARE,3144,2025-05-29,2025-05-29
DISTRICT OF COLUMBIA,2903,2025-05-29,2025-05-29
FLORIDA,66168,2025-05-29,2025-05-29
GEORGIA,27331,2025-05-29,2025-05-29
GUAM,192,2025-05-29,2025-05-29
HAWAII,2293,2025-05-29,2025-05-29
IDAHO,3294,2025-05-29,2025-05-29
ILLINOIS,23743,2025-05-29,2025-05-29
INDIANA,20543,2025-05-29,2025-05-29
IOWA,8644,2025-05-29,2025-05-29
KANSAS,9042,2025-05-29,2025-05-29
KENTUCKY,12625,2025-05-29,2025-05-29
LOUISIANA-PN,21497,2025-05-29,2025-05-29
LOUISIANA-RN (Non-Participating),NA,2025-05-29,2025-05-29
MAINE,1633,2025-05-29,2025-05-29
MARYLAND,11243,2025-05-29,2025-05-29
MASSACHUSETTS,20341,2025-05-29,2025-05-29
MICHIGAN,20654,2025-05-29,2025-05-29
MINNESOTA,17455,2025-05-29,2025-05-29
MISSISSIPPI,14390,2025-05-29,2025-05-29
MISSOURI,22976,2025-05-29,2025-05-29
MONTANA,2144,2025-05-29,2025-05-29
NEBRASKA,5418,2025-05-29,2025-05-29
NEVADA,4780,2025-05-29,2025-05-29
NEW HAMPSHIRE,3173,2025-05-29,2025-05-29
NEW JERSEY,24611,2025-05-29,2025-05-29
NEW MEXICO,2435,2025-05-29,2025-05-29
NEW YORK,77024,2025-05-29,2025-05-29
NORTH CAROLINA,22876,2025-05-29,2025-05-29
NORTH DAKOTA,2692,2025-05-29,2025-05-29
NORTHERN MARIANA ISLANDS,55,2025-05-29,2025-05-29
OHIO,51554,2025-05-29,2025-05-29
OKLAHOMA,16852,2025-05-29,2025-05-29
OREGON,6591,2025-05-29,2025-05-29
PENNSYLVANIA,49906,2025-05-29,2025-05-29
RHODE ISLAND,2401,2025-05-29,2025-05-29
SOUTH CAROLINA,12467,2025-05-29,2025-05-29
SOUTH DAKOTA,2750,2025-05-29,2025-05-29
TENNESSEE,29179,2025-05-29,2025-05-29
TEXAS,101366,2025-05-29,2025-05-29
UTAH,2717,2025-05-29,2025-05-29
VERMONT,1577,2025-05-29,2025-05-29
VIRGIN ISLANDS,77,2025-05-29,2025-05-29
VIRGINIA,26302,2025-05-29,2025-05-29
WASHINGTON,10189,2025-05-29,2025-05-29
WEST VIRGINIA-PN,7637,2025-05-29,2025-05-29
WEST VIRGINIA-RN (Non-Participating),NA,2025-05-29,2025-05-29
WISCONSIN,9821,2025-05-29,2025-05-29
WYOMING,764,2025-05-29,2025-05-29
TOTALS,964062,2025-05-29,2025-05-29
