state,counts_all,updated_date,scrape_date
ALABAMA,117455,2023-02-02,2023-02-02
ALASKA,17842,2023-02-02,2023-02-02
AMERICAN SAMOA,299,2023-02-02,2023-02-02
ARIZONA,119108,2023-02-02,2023-02-02
ARKANSAS,59928,2023-02-02,2023-02-02
CALIFORNIA,606349,2023-02-02,2023-02-02
COLORADO,93374,2023-02-02,2023-02-02
CONNECTICUT,106480,2023-02-02,2023-02-02
DELAWARE,24301,2023-02-02,2023-02-02
DISTRICT OF COLUMBIA,39540,2023-02-02,2023-02-02
FLORIDA,430114,2023-02-02,2023-02-02
GEORGIA,172119,2023-02-02,2023-02-02
GUAM,1541,2023-02-02,2023-02-02
HAWAII,35694,2023-02-02,2023-02-02
IDAHO,32393,2023-02-02,2023-02-02
ILLINOIS,241454,2023-02-02,2023-02-02
INDIANA,150029,2023-02-02,2023-02-02
IOWA,67037,2023-02-02,2023-02-02
KANSAS,62292,2023-02-02,2023-02-02
KENTUCKY,87200,2023-02-02,2023-02-02
LOUISIANA,85387,2023-02-02,2023-02-02
MAINE,30520,2023-02-02,2023-02-02
MARYLAND,98981,2023-02-02,2023-02-02
MASSACHUSETTS,171651,2023-02-02,2023-02-02
MICHIGAN,193892,2023-02-02,2023-02-02
MINNESOTA,148143,2023-02-02,2023-02-02
MISSISSIPPI,63608,2023-02-02,2023-02-02
MISSOURI,145935,2023-02-02,2023-02-02
MONTANA,24429,2023-02-02,2023-02-02
NEBRASKA,37013,2023-02-02,2023-02-02
NEVADA,61715,2023-02-02,2023-02-02
NEW HAMPSHIRE,29778,2023-02-02,2023-02-02
NEW JERSEY,167175,2023-02-02,2023-02-02
NEW MEXICO,33966,2023-02-02,2023-02-02
NEW YORK,460984,2023-02-02,2023-02-02
NORTH CAROLINA,177024,2023-02-02,2023-02-02
NORTH DAKOTA,19388,2023-02-02,2023-02-02
NORTHERN MARIANA ISLANDS,3899,2023-02-02,2023-02-02
OHIO,290491,2023-02-02,2023-02-02
OKLAHOMA,67003,2023-02-02,2023-02-02
OREGON,86957,2023-02-02,2023-02-02
PENNSYLVANIA,290280,2023-02-02,2023-02-02
RHODE ISLAND,32461,2023-02-02,2023-02-02
SOUTH CAROLINA,92086,2023-02-02,2023-02-02
SOUTH DAKOTA,22391,2023-02-02,2023-02-02
TENNESSEE,143467,2023-02-02,2023-02-02
TEXAS,486261,2023-02-02,2023-02-02
UTAH,43011,2023-02-02,2023-02-02
VERMONT,23903,2023-02-02,2023-02-02
VIRGIN ISLANDS,1257,2023-02-02,2023-02-02
VIRGINIA,142505,2023-02-02,2023-02-02
WASHINGTON,138420,2023-02-02,2023-02-02
WEST VIRGINIA,42851,2023-02-02,2023-02-02
WISCONSIN,135026,2023-02-02,2023-02-02
WYOMING,8908,2023-02-02,2023-02-02
