state,counts_all,updated_date,scrape_date
ALABAMA,110427,2021-10-29,2021-10-30
ALASKA,18232,2021-10-29,2021-10-30
AMERICAN SAMOA,297,2021-10-29,2021-10-30
ARIZONA,112270,2021-10-29,2021-10-30
ARKANSAS,59060,2021-10-29,2021-10-30
CALIFORNIA,569764,2021-10-29,2021-10-30
COLORADO,92281,2021-10-29,2021-10-30
CONNECTICUT,93931,2021-10-29,2021-10-30
DELAWARE,22210,2021-10-29,2021-10-30
DISTRICT OF COLUMBIA,31777,2021-10-29,2021-10-30
FLORIDA,404022,2021-10-29,2021-10-30
GEORGIA,167784,2021-10-29,2021-10-30
GUAM,1709,2021-10-29,2021-10-30
HAWAII,27312,2021-10-29,2021-10-30
IDAHO,28634,2021-10-29,2021-10-30
ILLINOIS,242657,2021-10-29,2021-10-30
INDIANA,156238,2021-10-29,2021-10-30
IOWA,68814,2021-10-29,2021-10-30
KANSAS,63823,2021-10-29,2021-10-30
KENTUCKY,89819,2021-10-29,2021-10-30
LOUISIANA,87106,2021-10-29,2021-10-30
MAINE,29789,2021-10-29,2021-10-30
MARYLAND,98357,2021-10-29,2021-10-30
MASSACHUSETTS,172047,2021-10-29,2021-10-30
MICHIGAN (Non-Participating),NA,2021-10-29,2021-10-30
MINNESOTA,139570,2021-10-29,2021-10-30
MISSISSIPPI,64311,2021-10-29,2021-10-30
MISSOURI,140257,2021-10-29,2021-10-30
MONTANA,22199,2021-10-29,2021-10-30
NEBRASKA,40060,2021-10-29,2021-10-30
NEVADA,55491,2021-10-29,2021-10-30
NEW HAMPSHIRE,28502,2021-10-29,2021-10-30
NEW JERSEY,161952,2021-10-29,2021-10-30
NEW MEXICO,32606,2021-10-29,2021-10-30
NEW YORK,488601,2021-10-29,2021-10-30
NORTH CAROLINA,171565,2021-10-29,2021-10-30
NORTH DAKOTA,20039,2021-10-29,2021-10-30
NORTHERN MARIANA ISLANDS,3423,2021-10-29,2021-10-30
OHIO,284924,2021-10-29,2021-10-30
OKLAHOMA,67731,2021-10-29,2021-10-30
OREGON,78557,2021-10-29,2021-10-30
PENNSYLVANIA,289343,2021-10-29,2021-10-30
RHODE ISLAND,29202,2021-10-29,2021-10-30
SOUTH CAROLINA,88868,2021-10-29,2021-10-30
SOUTH DAKOTA,21925,2021-10-29,2021-10-30
TENNESSEE,140633,2021-10-29,2021-10-30
TEXAS,469713,2021-10-29,2021-10-30
UTAH,42481,2021-10-29,2021-10-30
VERMONT,22216,2021-10-29,2021-10-30
VIRGIN ISLANDS,1377,2021-10-29,2021-10-30
VIRGINIA,139518,2021-10-29,2021-10-30
WASHINGTON,127473,2021-10-29,2021-10-30
WEST VIRGINIA,42192,2021-10-29,2021-10-30
WISCONSIN,125428,2021-10-29,2021-10-30
WYOMING,9606,2021-10-29,2021-10-30
