state,counts_rn,updated_date,scrape_date
ALABAMA,96696,2022-07-01,2022-07-02
ALASKA,19844,2022-07-01,2022-07-02
AMERICAN SAMOA,167,2022-07-01,2022-07-02
ARIZONA,107294,2022-07-01,2022-07-02
ARKANSAS,45791,2022-07-01,2022-07-02
CALIFORNIA-RN,478870,2022-07-01,2022-07-02
CALIFORNIA-VN (Non-Participating),NA,2022-07-01,2022-07-02
COLORADO,84823,2022-07-01,2022-07-02
CONNECTICUT,85753,2022-07-01,2022-07-02
DELAWARE,20285,2022-07-01,2022-07-02
DISTRICT OF COLUMBIA,32366,2022-07-01,2022-07-02
FLORIDA,356450,2022-07-01,2022-07-02
GEORGIA,138715,2022-07-01,2022-07-02
GUAM,1571,2022-07-01,2022-07-02
HAWAII,30268,2022-07-01,2022-07-02
IDAHO,27524,2022-07-01,2022-07-02
ILLINOIS,226173,2022-07-01,2022-07-02
INDIANA,124573,2022-07-01,2022-07-02
IOWA,59404,2022-07-01,2022-07-02
KANSAS,53846,2022-07-01,2022-07-02
KENTUCKY,75397,2022-07-01,2022-07-02
LOUISIANA-PN (Non-Participating),NA,2022-07-01,2022-07-02
LOUISIANA-RN,64709,2022-07-01,2022-07-02
MAINE,28676,2022-07-01,2022-07-02
MARYLAND,88244,2022-07-01,2022-07-02
MASSACHUSETTS,160741,2022-07-01,2022-07-02
MICHIGAN (Non-Participating),NA,2022-07-01,2022-07-02
MINNESOTA,122817,2022-07-01,2022-07-02
MISSISSIPPI,52120,2022-07-01,2022-07-02
MISSOURI,119826,2022-07-01,2022-07-02
MONTANA,20653,2022-07-01,2022-07-02
NEBRASKA,32356,2022-07-01,2022-07-02
NEVADA,55230,2022-07-01,2022-07-02
NEW HAMPSHIRE,26274,2022-07-01,2022-07-02
NEW JERSEY,142845,2022-07-01,2022-07-02
NEW MEXICO,30971,2022-07-01,2022-07-02
NEW YORK,367822,2022-07-01,2022-07-02
NORTH CAROLINA,152762,2022-07-01,2022-07-02
NORTH DAKOTA,16792,2022-07-01,2022-07-02
NORTHERN MARIANA ISLANDS,3624,2022-07-01,2022-07-02
OHIO,231521,2022-07-01,2022-07-02
OKLAHOMA,51593,2022-07-01,2022-07-02
OREGON,77340,2022-07-01,2022-07-02
PENNSYLVANIA,235324,2022-07-01,2022-07-02
RHODE ISLAND,27156,2022-07-01,2022-07-02
SOUTH CAROLINA,76115,2022-07-01,2022-07-02
SOUTH DAKOTA,19637,2022-07-01,2022-07-02
TENNESSEE,111631,2022-07-01,2022-07-02
TEXAS,375663,2022-07-01,2022-07-02
UTAH,42306,2022-07-01,2022-07-02
VERMONT,21470,2022-07-01,2022-07-02
VIRGIN ISLANDS,1551,2022-07-01,2022-07-02
VIRGINIA,114073,2022-07-01,2022-07-02
WASHINGTON,123114,2022-07-01,2022-07-02
WEST VIRGINIA-PN (Non-Participating),NA,2022-07-01,2022-07-02
WEST VIRGINIA-RN,34974,2022-07-01,2022-07-02
WISCONSIN,114950,2022-07-01,2022-07-02
WYOMING,9353,2022-07-01,2022-07-02
TOTALS,5220043,2022-07-01,2022-07-02
