state,counts_rn,updated_date,scrape_date
ALABAMA,89726,2025-08-11,2025-08-11
ALASKA,21065,2025-08-11,2025-08-11
AMERICAN SAMOA,123,2025-08-11,2025-08-11
ARIZONA,114433,2025-08-11,2025-08-11
ARKANSAS,49070,2025-08-11,2025-08-11
CALIFORNIA-RN,577707,2025-08-11,2025-08-11
CALIFORNIA-VN (Non-Participating),NA,2025-08-11,2025-08-11
COLORADO,91664,2025-08-11,2025-08-11
CONNECTICUT,82118,2025-08-11,2025-08-11
DELAWARE,22485,2025-08-11,2025-08-11
DISTRICT OF COLUMBIA,46589,2025-08-11,2025-08-11
FLORIDA,383095,2025-08-11,2025-08-11
GEORGIA,147208,2025-08-11,2025-08-11
GUAM,1323,2025-08-11,2025-08-11
HAWAII,32466,2025-08-11,2025-08-11
IDAHO,31493,2025-08-11,2025-08-11
ILLINOIS,247015,2025-08-11,2025-08-11
INDIANA,137490,2025-08-11,2025-08-11
IOWA,58640,2025-08-11,2025-08-11
KANSAS,53861,2025-08-11,2025-08-11
KENTUCKY,79065,2025-08-11,2025-08-11
LOUISIANA-PN (Non-Participating),NA,2025-08-11,2025-08-11
LOUISIANA-RN,68084,2025-08-11,2025-08-11
MAINE,29057,2025-08-11,2025-08-11
MARYLAND,91286,2025-08-11,2025-08-11
MASSACHUSETTS,166317,2025-08-11,2025-08-11
MICHIGAN,180134,2025-08-11,2025-08-11
MINNESOTA,139169,2025-08-11,2025-08-11
MISSISSIPPI,53505,2025-08-11,2025-08-11
MISSOURI,118468,2025-08-11,2025-08-11
MONTANA,25963,2025-08-11,2025-08-11
NEBRASKA,32547,2025-08-11,2025-08-11
NEVADA,62178,2025-08-11,2025-08-11
NEW HAMPSHIRE,27642,2025-08-11,2025-08-11
NEW JERSEY,149156,2025-08-11,2025-08-11
NEW MEXICO,34471,2025-08-11,2025-08-11
NEW YORK,512663,2025-08-11,2025-08-11
NORTH CAROLINA,165310,2025-08-11,2025-08-11
NORTH DAKOTA,17649,2025-08-11,2025-08-11
NORTHERN MARIANA ISLANDS,4182,2025-08-11,2025-08-11
OHIO,240164,2025-08-11,2025-08-11
OKLAHOMA,55398,2025-08-11,2025-08-11
OREGON,90500,2025-08-11,2025-08-11
PENNSYLVANIA,239903,2025-08-11,2025-08-11
RHODE ISLAND,21311,2025-08-11,2025-08-11
SOUTH CAROLINA,88349,2025-08-11,2025-08-11
SOUTH DAKOTA,20193,2025-08-11,2025-08-11
TENNESSEE,117863,2025-08-11,2025-08-11
TEXAS,425943,2025-08-11,2025-08-11
UTAH,45477,2025-08-11,2025-08-11
VERMONT,11306,2025-08-11,2025-08-11
VIRGIN ISLANDS,1225,2025-08-11,2025-08-11
VIRGINIA,123382,2025-08-11,2025-08-11
WASHINGTON,108564,2025-08-11,2025-08-11
WEST VIRGINIA-PN (Non-Participating),NA,2025-08-11,2025-08-11
WEST VIRGINIA-RN,35421,2025-08-11,2025-08-11
WISCONSIN,119969,2025-08-11,2025-08-11
WYOMING,8627,2025-08-11,2025-08-11
TOTALS,5898012,2025-08-11,2025-08-11
